time,A0,A1,A2,A5,A6,A7,X,Y,Z
0.0,3.02,1.87,0.28,2.45,0.14,0.0,-0.629333,0.844733,1.169218
0.046863,2.95,1.8,0.0,1.87,0.0,0.0,-0.629225,0.844531,1.169302
0.078058,2.95,1.8,0.07,2.16,0.0,0.0,-0.629148,0.844372,1.169372
0.109227,3.02,1.65,0.0,2.01,0.0,0.0,-0.629085,0.844232,1.169426
0.140454,3.17,1.8,0.07,2.3,0.07,0.0,-0.629038,0.844166,1.169454
0.17169,3.24,1.8,0.0,2.3,0.0,0.0,-0.628985,0.84416,1.169486
0.202877,3.39,1.94,0.14,2.52,0.21,0.0,-0.628951,0.844213,1.169535
0.24969,3.53,2.01,0.07,2.45,0.21,0.0,-0.628725,0.844294,1.169744
0.281049,3.6,2.16,0.14,2.66,0.36,0.0,-0.62857,0.844264,1.169816
0.312403,3.82,2.09,0.07,2.66,0.36,0.0,-0.628324,0.844072,1.170079
0.34365,3.82,2.3,0.14,2.74,0.5,0.0,-0.628247,0.843795,1.170219
0.374839,4.03,2.3,0.07,2.66,0.57,0.0,-0.628265,0.843706,1.170316
0.406137,4.11,2.52,0.14,2.88,0.64,0.0,-0.628336,0.843614,1.17046
0.437341,4.25,2.52,0.07,2.81,0.64,0.07,-0.628352,0.843656,1.17054
0.471892,4.32,2.66,0.14,2.95,0.86,0.21,-0.628438,0.843924,1.17072
0.503464,4.54,2.66,0.07,2.95,0.79,0.28,-0.628562,0.844065,1.170782
0.550217,4.61,2.88,0.07,3.1,1.0,0.43,-0.628601,0.844158,1.170907
0.581372,4.76,2.81,0.07,3.1,1.0,0.43,-0.628623,0.844167,1.17104
0.612793,4.83,3.02,0.14,3.17,1.15,0.57,-0.628616,0.844175,1.171097
0.64389,4.97,3.02,0.07,3.17,1.15,0.64,-0.628659,0.844209,1.171162
0.675235,5.04,3.17,0.07,3.24,1.15,0.72,-0.628678,0.844193,1.171163
0.706195,5.26,3.17,0.07,3.31,1.29,0.86,-0.62873,0.844108,1.171199
0.753237,5.26,3.31,0.07,3.31,1.44,0.86,-0.628738,0.844024,1.171222
0.784486,5.48,3.39,0.07,3.46,1.51,1.0,-0.628726,0.844023,1.171232
0.81577,5.48,3.6,0.07,3.53,1.58,1.08,-0.628666,0.844133,1.171232
0.847055,5.77,3.67,0.14,3.6,1.73,1.29,-0.628623,0.844189,1.171177
0.878305,5.84,3.67,0.0,3.53,1.73,1.22,-0.628586,0.844361,1.171116
0.909395,5.91,3.75,0.07,3.75,1.87,1.51,-0.628602,0.844419,1.171088
0.94079,6.05,3.75,0.07,3.67,1.87,1.51,-0.628698,0.844437,1.171106
0.974502,6.2,3.96,0.07,3.82,2.01,1.65,-0.628797,0.844344,1.171157
0.990128,6.34,3.89,0.07,3.75,1.94,1.73,-0.628797,0.844344,1.171157
1.021559,6.42,4.18,0.07,3.96,2.09,1.8,-0.628795,0.844171,1.17119
1.052902,6.63,4.11,0.0,3.89,2.16,1.8,-0.628684,0.844018,1.171223
1.083991,6.63,4.32,0.07,4.03,2.3,1.87,-0.628656,0.843962,1.171243
1.115288,6.85,4.25,0.07,4.03,2.3,1.94,-0.628615,0.843939,1.171256
1.146564,6.85,4.54,0.07,4.11,2.52,2.09,-0.628597,0.843989,1.171258
1.177812,7.06,4.32,0.07,4.03,2.45,2.09,-0.62861,0.84416,1.171218
1.224591,7.14,4.61,0.07,4.18,2.66,2.23,-0.628648,0.844312,1.171146
1.255763,7.35,4.47,0.07,4.11,2.59,2.3,-0.628715,0.844435,1.171082
1.287177,7.35,4.76,0.07,4.25,2.74,2.38,-0.628782,0.844409,1.171101
1.318411,7.57,4.68,0.07,4.11,2.74,2.45,-0.628806,0.844365,1.171132
1.349692,7.64,4.97,0.07,4.25,2.88,2.59,-0.62876,0.844213,1.171182
1.380659,7.86,4.83,0.07,4.18,2.95,2.59,-0.628676,0.844125,1.171216
1.427533,7.79,5.12,0.07,4.25,3.1,2.74,-0.628544,0.843971,1.171204
1.459902,8.0,4.97,0.07,4.25,3.1,2.74,-0.62856,0.843959,1.171227
1.493424,7.93,5.26,0.07,4.4,3.24,2.88,-0.628625,0.844058,1.171216
1.525946,8.29,5.19,0.07,4.32,3.24,2.95,-0.62871,0.844223,1.171189
1.557061,8.22,5.41,0.07,4.47,3.39,3.02,-0.628791,0.844308,1.17123
1.588368,8.51,5.33,0.0,4.4,3.39,3.02,-0.628848,0.84439,1.171269
1.619489,8.51,5.62,0.0,4.61,3.53,3.17,-0.628932,0.844388,1.171388
1.65069,8.72,5.48,0.0,4.54,3.53,3.17,-0.628973,0.844348,1.171481
1.681942,8.65,5.77,0.0,4.61,3.6,3.24,-0.628953,0.844187,1.171641
1.729023,8.94,5.62,0.0,4.54,3.6,3.31,-0.628791,0.843987,1.171859
1.760176,9.01,5.91,0.0,4.68,3.75,3.46,-0.628768,0.843895,1.172019
1.79145,9.37,6.05,0.14,4.97,3.82,3.67,-0.628802,0.843892,1.172105
1.822525,9.37,5.98,0.07,4.9,3.75,3.67,-0.628983,0.844053,1.17226
1.853875,9.37,5.91,0.0,4.97,3.6,3.67,-0.629269,0.844272,1.172393
1.885071,9.37,6.2,0.0,5.04,3.75,3.82,-0.629412,0.844382,1.172458
1.931767,9.73,6.27,0.07,5.19,3.96,4.03,-0.629577,0.844622,1.172603
1.963374,9.81,6.27,0.0,5.04,3.96,4.03,-0.629579,0.844676,1.172673
1.997879,9.88,6.42,0.07,5.26,4.11,4.25,-0.629632,0.844582,1.172884
2.029449,9.95,6.27,0.0,5.04,4.03,4.11,-0.629708,0.844326,1.173055
2.029449,9.95,6.63,0.07,5.33,4.25,4.4,-0.629708,0.844326,1.173055
2.060694,10.24,6.42,0.0,5.19,4.18,4.4,-0.629662,0.844152,1.173154
2.091881,10.24,6.85,0.0,5.41,4.4,4.54,-0.629615,0.843877,1.173294
2.122859,10.46,6.56,0.0,5.26,4.32,4.47,-0.629614,0.843787,1.173366
2.154282,10.46,6.99,0.0,5.48,4.54,4.68,-0.629717,0.843828,1.173488
2.201078,10.74,6.78,0.0,5.33,4.47,4.61,-0.629851,0.843981,1.173599
2.232494,10.6,7.14,0.0,5.55,4.61,4.83,-0.629905,0.844187,1.173733
2.26374,10.89,6.92,0.0,5.41,4.54,4.76,-0.629918,0.844232,1.173726
2.294928,10.89,7.28,0.0,5.62,4.76,4.97,-0.629926,0.844277,1.173871
2.326291,11.18,6.99,0.0,5.55,4.68,4.83,-0.630021,0.844156,1.17402
2.357319,11.1,7.43,0.0,5.77,4.97,5.04,-0.630097,0.844057,1.174105
2.404042,11.39,7.21,0.0,5.62,4.9,4.97,-0.630393,0.843691,1.174414
2.435408,11.32,7.64,0.0,5.84,5.12,5.19,-0.63042,0.843591,1.174472
2.466752,11.54,7.35,0.0,5.69,4.97,5.12,-0.630378,0.843363,1.174607
2.500753,11.61,7.79,0.0,5.91,5.19,5.26,-0.630373,0.843249,1.174718
2.53221,11.9,7.5,0.0,5.77,5.04,5.19,-0.630345,0.843253,1.174778
2.563268,11.83,7.93,0.0,6.05,5.26,5.41,-0.630322,0.84333,1.174905
2.59465,12.11,7.64,0.0,5.91,5.19,5.33,-0.630284,0.843391,1.174935
2.625801,12.04,8.07,0.0,6.13,5.41,5.55,-0.630251,0.843392,1.175021
2.672601,12.33,7.79,0.0,5.98,5.33,5.48,-0.630373,0.84331,1.175188
2.703839,12.19,8.22,0.0,6.13,5.62,5.69,-0.630581,0.843169,1.175373
2.735288,12.48,7.93,0.0,5.98,5.48,5.62,-0.630626,0.843055,1.175492
2.766328,12.48,8.36,0.0,6.27,5.77,5.84,-0.630698,0.842883,1.17562
2.797567,12.69,8.07,0.0,6.05,5.62,5.77,-0.630527,0.842877,1.175801
2.828992,12.69,8.51,0.0,6.27,5.84,5.98,-0.630521,0.842872,1.175847
2.860286,13.05,8.22,0.0,6.13,5.69,5.91,-0.63056,0.842923,1.175952
2.907128,12.91,8.65,0.0,6.34,5.91,6.13,-0.630677,0.843055,1.176081
2.938347,13.27,8.36,0.0,6.2,5.77,6.05,-0.630768,0.843143,1.176148
2.969763,13.12,8.8,0.0,6.42,6.13,6.27,-0.630848,0.84314,1.176204
3.004461,13.49,8.51,0.0,6.27,5.98,6.2,-0.630993,0.843028,1.176306
3.036003,13.34,9.01,0.0,6.49,6.27,6.42,-0.631209,0.842897,1.176517
3.067042,13.7,8.72,0.0,6.34,6.13,6.27,-0.631281,0.842812,1.176631
3.098357,13.63,9.23,0.0,6.56,6.42,6.56,-0.631273,0.842566,1.176771
3.129435,13.99,8.8,0.0,6.34,6.2,6.42,-0.631078,0.842369,1.176875
3.176543,13.85,9.37,0.0,6.56,6.49,6.63,-0.630906,0.842308,1.176967
3.207805,14.13,9.01,0.0,6.42,6.34,6.49,-0.630808,0.842252,1.177082
3.238921,14.06,9.45,0.0,6.63,6.63,6.78,-0.630789,0.842236,1.177145
3.270249,14.35,9.16,0.0,6.49,6.42,6.7,-0.630744,0.842154,1.177236
3.30144,14.28,9.66,0.0,6.7,6.7,6.92,-0.630705,0.842116,1.177313
3.332687,14.64,9.23,0.0,6.56,6.49,6.78,-0.630822,0.841947,1.177403
3.379389,14.5,9.81,0.0,6.78,6.85,6.99,-0.630964,0.84171,1.177612
3.410755,14.86,9.37,0.0,6.63,6.63,6.92,-0.631056,0.841495,1.177865
3.44199,14.71,9.95,0.0,6.85,6.92,7.14,-0.631082,0.841308,1.178036
3.473259,15.07,9.59,0.0,6.7,6.78,6.99,-0.631069,0.841258,1.178086
3.542938,15.0,10.09,0.0,6.92,6.99,7.28,-0.631216,0.841207,1.178243
3.574109,15.29,9.66,0.0,6.7,6.85,7.06,-0.631272,0.841204,1.178297
3.605168,15.14,10.17,0.0,6.92,7.14,7.35,-0.631439,0.841204,1.178427
3.636624,15.51,9.81,0.0,6.7,6.92,7.21,-0.631503,0.841194,1.178461
3.667863,15.43,10.31,0.0,6.99,7.28,7.5,-0.6316,0.84115,1.178544
3.71459,15.72,9.95,0.0,6.85,7.06,7.35,-0.631616,0.841016,1.178661
3.745822,15.65,10.46,0.0,7.06,7.43,7.64,-0.631704,0.840902,1.178874
3.777119,15.94,10.02,0.0,6.92,7.14,7.5,-0.6318,0.840822,1.179031
3.808336,15.87,10.6,0.0,7.14,7.5,7.79,-0.631827,0.840803,1.179088
3.839425,16.3,10.46,0.0,7.06,7.35,7.71,-0.631826,0.840719,1.179122
3.870647,16.44,10.6,0.0,7.28,7.57,7.93,-0.631861,0.840714,1.179192
3.917508,16.52,10.53,0.0,7.21,7.43,8.0,-0.632064,0.840824,1.179361
3.949007,16.8,10.67,0.14,7.5,7.57,8.22,-0.632103,0.840834,1.179407
3.98029,16.73,10.67,0.0,7.35,7.5,8.22,-0.632072,0.840795,1.179528
4.011439,16.8,10.53,0.0,7.35,7.28,8.15,-0.631927,0.840691,1.179553
4.049009,16.66,10.96,0.0,7.57,7.5,8.36,-0.631829,0.84058,1.179631
4.080071,17.16,10.67,0.0,7.43,7.43,8.22,-0.631701,0.840377,1.179787
4.11159,17.02,11.25,0.07,7.86,7.79,8.65,-0.631675,0.840158,1.179938
4.142692,17.24,10.67,0.0,7.5,7.5,8.36,-0.631689,0.840103,1.180033
4.173913,17.16,11.25,0.0,7.93,7.86,8.72,-0.631756,0.84003,1.180064
4.205308,17.45,10.82,0.0,7.64,7.57,8.51,-0.631754,0.840054,1.180094
4.25205,17.31,11.39,0.0,8.0,7.93,8.8,-0.631851,0.840228,1.180229
4.283333,17.67,10.96,0.0,7.79,7.64,8.58,-0.631882,0.840323,1.180287
4.314537,17.53,11.54,0.0,8.07,8.07,8.94,-0.631965,0.840476,1.180468
4.34568,17.96,11.1,0.0,7.86,7.86,8.8,-0.631929,0.84054,1.180573
4.377033,17.81,11.68,0.0,8.15,8.22,9.08,-0.631876,0.840488,1.180614
4.40825,18.25,11.25,0.0,7.93,8.0,8.87,-0.631929,0.840364,1.180753
4.455233,18.1,11.83,0.0,8.22,8.36,9.16,-0.632094,0.840262,1.180879
4.486535,18.46,11.39,0.0,8.0,8.07,8.94,-0.632229,0.840245,1.181047
4.517698,18.25,11.97,0.0,8.29,8.44,9.3,-0.632269,0.840245,1.18106
4.552984,18.68,11.54,0.0,8.07,8.22,9.08,-0.632284,0.840293,1.181129
4.584224,18.46,12.19,0.0,8.36,8.58,9.45,-0.632257,0.840375,1.181195
4.615559,18.9,11.68,0.0,8.15,8.36,9.23,-0.632261,0.840434,1.181243
4.646815,18.75,12.26,0.0,8.44,8.72,9.59,-0.632256,0.840526,1.181363
4.679019,19.11,11.83,0.0,8.15,8.44,9.37,-0.632296,0.840586,1.181476
4.756911,18.9,12.4,0.0,8.51,8.8,9.73,-0.632642,0.840575,1.181706
4.788089,19.33,11.97,0.0,8.22,8.51,9.52,-0.632733,0.840551,1.181759
4.819534,19.18,12.55,0.0,8.58,8.94,9.88,-0.632807,0.840579,1.181909
4.850686,19.55,12.04,0.0,8.29,8.65,9.66,-0.632778,0.840577,1.181928
4.881997,19.47,12.69,0.0,8.65,9.08,10.02,-0.632745,0.840697,1.181968
4.913232,19.83,12.48,0.0,8.51,8.94,9.88,-0.632785,0.840871,1.182001
4.960268,20.05,12.62,0.0,8.65,9.08,10.09,-0.632932,0.840961,1.182074
4.991423,19.98,12.62,0.0,8.58,9.08,10.09,-0.633121,0.840944,1.182235
5.022493,20.12,12.48,0.0,8.51,8.87,10.02,-0.633109,0.840938,1.182241
5.06037,19.91,12.98,0.0,8.8,9.23,10.38,-0.633187,0.840917,1.182345
5.091633,20.41,12.55,0.0,8.72,9.01,10.17,-0.633211,0.840876,1.182361
5.122814,20.19,13.2,0.0,9.08,9.37,10.53,-0.63324,0.840869,1.182419
5.154024,20.63,12.69,0.0,8.8,9.08,10.31,-0.633325,0.840968,1.182575
5.18523,20.41,13.41,0.0,9.16,9.52,10.74,-0.633326,0.841045,1.182614
5.216512,20.84,12.84,0.0,8.8,9.23,10.38,-0.633412,0.841236,1.18271
5.263219,20.63,13.49,0.0,9.16,9.59,10.74,-0.633463,0.841356,1.18277
5.294649,21.06,12.98,0.0,8.87,9.37,10.46,-0.633552,0.841295,1.182834
5.325944,20.84,13.63,0.0,9.3,9.73,10.89,-0.63396,0.841571,1.183012
5.38829,21.28,13.05,0.0,8.94,9.45,10.53,-0.634101,0.841676,1.183214
5.419584,21.06,13.85,0.0,9.3,9.88,10.96,-0.634104,0.841682,1.183268
5.451037,21.49,13.2,0.0,9.01,9.52,10.6,-0.634044,0.841606,1.183413
5.497694,21.28,13.99,0.0,9.37,9.95,11.03,-0.634035,0.841462,1.183564
5.528805,21.85,13.7,0.0,9.23,9.81,10.96,-0.634113,0.841508,1.183665
5.566514,22.0,13.77,0.0,9.45,9.95,11.18,-0.634174,0.841578,1.183751
5.597681,22.0,13.77,0.0,9.37,9.88,11.18,-0.634213,0.841633,1.183766
5.629157,22.07,13.56,0.0,9.23,9.66,11.03,-0.634198,0.841632,1.183757
5.66038,21.78,14.21,0.0,9.52,10.02,11.32,-0.63433,0.841793,1.183846
5.691666,22.36,13.7,0.0,9.45,9.81,11.18,-0.634384,0.841791,1.183877
5.72274,22.14,14.42,0.0,9.81,10.17,11.54,-0.634428,0.841815,1.184015
5.753896,22.5,13.85,0.0,9.52,9.88,11.25,-0.634398,0.841796,1.184051
5.800919,22.21,14.57,0.0,9.88,10.31,11.68,-0.634364,0.841706,1.184171
5.83223,22.72,13.99,0.0,9.52,9.95,11.32,-0.634402,0.841745,1.184226
5.894712,22.5,14.71,0.0,9.88,10.46,11.75,-0.634687,0.842035,1.184435
5.925952,22.94,14.06,0.0,9.59,10.09,11.47,-0.63474,0.842131,1.184444
5.95716,22.72,14.86,0.0,9.95,10.53,11.9,-0.634735,0.842092,1.184498
6.003831,23.22,14.57,0.0,9.73,10.31,11.83,-0.635086,0.842535,1.184653
6.035324,23.37,14.71,0.0,9.95,10.46,12.04,-0.635262,0.842562,1.184753
6.07125,23.37,14.71,0.0,9.88,10.38,12.04,-0.635239,0.842497,1.184884
6.102587,23.51,14.42,0.0,9.88,10.24,11.97,-0.635177,0.84245,1.184896
6.133797,23.22,15.14,0.0,10.17,10.6,12.4,-0.635138,0.842383,1.185032
6.164941,23.73,14.57,0.0,9.88,10.31,12.04,-0.635168,0.84242,1.185075
6.196143,23.44,15.29,0.0,10.17,10.67,12.48,-0.635337,0.842447,1.185145
6.258809,23.95,14.71,0.0,9.88,10.53,12.11,-0.635664,0.842649,1.185296
6.305663,23.73,15.51,0.0,10.24,10.82,12.62,-0.635807,0.842733,1.185467
6.336801,24.16,14.86,0.0,9.95,10.46,12.26,-0.635852,0.842735,1.185526
6.368215,23.87,15.65,0.0,10.31,10.89,12.76,-0.635989,0.842711,1.18565
6.399496,24.6,15.43,0.0,10.24,10.74,12.69,-0.636035,0.842657,1.18573
6.430531,24.67,15.07,0.0,10.09,10.6,12.55,-0.636198,0.842593,1.185868
6.46165,24.31,15.87,0.0,10.46,11.03,12.98,-0.636156,0.8422,1.186005
6.508523,24.81,15.22,0.0,10.17,10.67,12.62,-0.636339,0.842111,1.186166
6.540005,24.52,16.08,0.0,10.6,11.18,13.12,-0.636381,0.841946,1.186282
6.605718,25.1,15.36,0.0,10.24,10.82,12.84,-0.636584,0.841998,1.18641
6.636785,24.81,16.23,0.0,10.67,11.32,13.27,-0.636679,0.842057,1.186476
6.668235,25.39,15.87,0.0,10.46,11.18,13.12,-0.636805,0.842124,1.18656
6.699558,25.39,15.58,0.0,10.38,10.96,12.91,-0.636821,0.842106,1.186676
6.730703,25.24,16.44,0.07,10.89,11.54,13.49,-0.636825,0.84206,1.186743
6.777528,25.6,15.65,0.0,10.53,11.1,13.05,-0.63692,0.84201,1.186885
6.808843,25.32,16.52,0.0,10.89,11.61,13.56,-0.636934,0.84203,1.186957
6.840054,25.89,15.79,0.0,10.53,11.18,13.2,-0.637061,0.842101,1.18701
6.902343,25.53,16.59,0.0,10.96,11.68,13.63,-0.637219,0.842281,1.187149
6.933699,26.11,15.94,0.0,10.53,11.32,13.27,-0.637235,0.842348,1.187197
6.964827,25.6,16.01,0.0,10.6,11.39,13.34,-0.637273,0.8424,1.187259
7.011872,25.89,16.88,0.0,10.96,11.9,13.7,-0.637584,0.842533,1.187362
7.04325,26.69,16.15,0.07,10.74,11.68,13.49,-0.637681,0.842562,1.187419
7.077636,26.11,17.02,0.0,11.1,12.19,13.92,-0.637801,0.842537,1.187544
7.108845,26.76,16.3,0.0,10.74,11.75,13.49,-0.637916,0.842387,1.187698
7.14,26.4,17.16,0.0,11.18,12.26,13.99,-0.637978,0.842392,1.18778
7.202426,26.9,16.44,0.0,10.82,11.9,13.63,-0.638211,0.842556,1.187846
7.249274,26.61,17.38,0.0,11.25,12.4,14.06,-0.638412,0.842772,1.187974
7.280789,27.26,17.02,0.0,11.03,12.26,13.92,-0.638415,0.842831,1.187947
7.312058,27.26,16.66,0.0,10.89,12.04,13.7,-0.638526,0.84301,1.188081
7.34325,27.05,17.6,0.0,11.47,12.69,14.28,-0.638477,0.842853,1.187979
7.374537,27.41,16.73,0.0,10.96,12.19,13.77,-0.638496,0.842869,1.188013
7.405733,27.19,17.67,0.0,11.47,12.69,14.35,-0.638517,0.842755,1.188138
7.436938,27.7,16.88,0.0,11.03,12.26,13.92,-0.638739,0.842978,1.188196
7.515078,27.41,17.81,0.0,11.54,12.76,14.42,-0.638829,0.843012,1.188456
7.546344,27.91,17.02,0.0,11.18,12.33,13.99,-0.638734,0.843031,1.188491
7.584277,27.62,17.96,0.0,11.61,12.91,14.5,-0.638604,0.842865,1.188571
7.615425,28.35,17.6,0.0,11.47,12.76,14.5,-0.63867,0.842908,1.188617
7.646537,28.27,17.24,0.0,11.32,12.48,14.28,-0.638769,0.842968,1.188715
7.677614,27.99,18.1,0.0,11.75,12.98,14.86,-0.638851,0.842911,1.188834
7.709095,28.49,17.45,0.0,11.32,12.55,14.35,-0.638913,0.842913,1.188892
7.740305,28.27,18.32,0.0,11.83,13.05,14.86,-0.639061,0.842873,1.188972
7.818421,28.71,17.53,0.0,11.47,12.62,14.42,-0.639265,0.842795,1.189187
7.849641,28.42,18.46,0.0,11.9,13.05,15.0,-0.639305,0.842847,1.189259
7.880742,29.14,18.1,0.0,11.68,12.91,14.78,-0.639381,0.842967,1.189309
7.91206,29.07,17.74,0.0,11.54,12.76,14.71,-0.63946,0.843011,1.189399
7.943418,28.92,18.75,0.0,12.11,13.27,15.29,-0.639523,0.843046,1.189449
7.974766,29.14,17.81,0.0,11.61,12.76,14.86,-0.639681,0.843131,1.189537
8.021567,29.07,18.68,0.0,12.11,13.41,15.36,-0.639834,0.843191,1.189613
8.052757,29.5,17.96,0.0,11.75,12.91,14.93,-0.639863,0.843157,1.189715
8.11959,29.28,18.82,0.0,12.19,13.49,15.51,-0.639707,0.842855,1.189893
8.151016,29.72,18.03,0.0,11.83,12.98,15.07,-0.639846,0.842879,1.190058
8.182379,29.43,18.97,0.0,12.33,13.56,15.65,-0.639912,0.842782,1.190133
8.213553,30.15,18.68,0.0,12.11,13.34,15.51,-0.639863,0.842494,1.190196
8.244832,30.15,18.25,0.0,11.97,13.12,15.29,-0.639908,0.842484,1.190212
8.291642,29.79,19.18,0.0,12.33,13.56,15.79,-0.640173,0.842564,1.190349
8.32279,30.37,18.46,0.0,11.97,13.12,15.43,-0.640328,0.842632,1.190384
8.354083,30.01,19.4,0.0,12.48,13.7,16.01,-0.640601,0.842707,1.190478
8.416541,30.58,18.54,0.0,12.04,13.27,15.51,-0.640666,0.842534,1.190606
8.447775,30.22,19.55,0.0,12.48,13.85,16.08,-0.640669,0.842318,1.190735
8.494502,30.87,19.11,0.0,12.26,13.63,15.94,-0.64081,0.842182,1.190866
8.525852,30.87,18.82,0.0,12.04,13.41,15.72,-0.640934,0.842147,1.190981
8.557043,30.73,19.76,0.0,12.62,14.06,16.37,-0.640984,0.842191,1.191043
8.593643,31.02,18.82,0.0,12.19,13.56,15.79,-0.641044,0.842245,1.191097
8.625111,30.8,19.76,0.0,12.76,14.13,16.44,-0.641117,0.84236,1.191186
8.656324,31.38,18.97,0.0,12.33,13.63,15.94,-0.641169,0.84246,1.191213
8.71882,31.02,19.91,0.0,12.76,14.28,16.52,-0.641289,0.842576,1.191419
8.750056,31.59,19.11,0.0,12.4,13.77,16.08,-0.641241,0.842539,1.191352
8.797092,31.09,19.18,0.0,12.4,13.85,16.08,-0.641365,0.842426,1.19154
8.828159,31.38,20.12,0.0,12.91,14.42,16.59,-0.641432,0.842454,1.191608
8.859408,32.24,19.4,0.07,12.62,14.13,16.23,-0.641602,0.842459,1.191697
8.890627,31.59,20.27,0.0,12.98,14.71,16.73,-0.641647,0.842447,1.191732
8.921853,32.31,19.47,0.0,12.55,14.21,16.23,-0.641644,0.842445,1.191781
8.953117,31.81,20.48,0.0,13.05,14.78,16.88,-0.641562,0.8424,1.191812
9.031294,32.39,19.55,0.0,12.55,14.35,16.3,-0.641572,0.842455,1.191998
9.062455,32.03,20.63,0.0,13.05,14.93,16.95,-0.641579,0.842444,1.192071
9.085867,32.67,19.69,0.0,12.55,14.42,16.44,-0.64158,0.842429,1.192114
9.132929,32.24,19.83,0.07,12.69,14.57,16.52,-0.641604,0.84226,1.192274
9.164211,32.31,20.84,0.0,13.12,15.14,17.02,-0.641635,0.842203,1.192356
9.195375,33.04,19.98,0.0,12.62,14.64,16.52,-0.641665,0.842116,1.192448
9.226622,32.6,21.06,0.0,13.05,15.29,17.16,-0.641691,0.842123,1.192527
9.257931,33.32,20.19,0.0,12.62,14.78,16.59,-0.641717,0.842179,1.192554
9.320301,32.75,21.28,0.0,13.2,15.36,17.16,-0.641632,0.84222,1.192647
9.367309,33.4,20.27,0.0,12.69,14.78,16.66,-0.641744,0.842294,1.192746
9.39849,32.96,21.35,0.0,13.2,15.51,17.31,-0.641807,0.842247,1.192821
9.429878,33.83,20.92,0.0,12.98,15.22,17.16,-0.641983,0.842132,1.192921
9.460782,33.97,20.63,0.0,12.91,15.07,16.95,-0.642064,0.842098,1.192949
9.492348,33.32,21.64,0.0,13.34,15.65,17.53,-0.64218,0.842017,1.193039
9.523531,34.05,20.7,0.0,12.84,15.14,17.02,-0.642264,0.84198,1.193171
9.570132,33.54,21.78,0.0,13.41,15.79,17.6,-0.642349,0.841978,1.193238
9.636145,34.19,20.77,0.0,12.91,15.29,17.02,-0.642392,0.84203,1.193334
9.667422,33.83,21.93,0.0,13.41,15.94,17.67,-0.642437,0.842102,1.19337
9.698679,34.48,21.35,0.0,13.2,15.65,17.45,-0.642627,0.84215,1.193471
9.730017,34.48,21.06,0.0,12.91,15.36,17.16,-0.642751,0.842145,1.193522
9.761219,34.26,22.14,0.0,13.63,16.15,17.89,-0.642971,0.842134,1.193595
9.79253,34.62,21.06,0.0,13.05,15.58,17.31,-0.643039,0.842126,1.193663
9.839176,34.41,22.07,0.0,13.7,16.15,17.96,-0.643103,0.84203,1.193761
9.87048,34.91,21.13,0.0,13.2,15.65,17.38,-0.643177,0.842054,1.193821
9.932948,34.55,22.29,0.0,13.7,16.3,18.03,-0.643526,0.84216,1.193959
9.964419,35.06,21.28,0.0,13.2,15.72,17.53,-0.643613,0.842182,1.194029
9.995576,34.69,22.36,0.0,13.77,16.3,18.17,-0.643724,0.842145,1.194074
10.042336,35.56,22.0,0.0,13.56,16.08,18.03,-0.643938,0.842171,1.194184
10.073757,35.63,21.57,0.0,13.41,15.79,17.67,-0.644205,0.842155,1.194286
10.1085,35.13,22.58,0.0,13.85,16.44,18.25,-0.644304,0.842081,1.194391
10.13977,35.7,21.64,0.0,13.41,15.87,17.74,-0.644298,0.842021,1.194428
10.171036,35.27,22.79,0.0,13.92,16.44,18.46,-0.644375,0.841918,1.194519
10.233435,35.85,21.78,0.0,13.41,15.94,17.89,-0.644575,0.841859,1.194684
10.264633,35.49,22.94,0.0,13.99,16.59,18.54,-0.644658,0.841839,1.194718
10.311375,36.21,22.36,0.0,13.77,16.37,18.32,-0.644749,0.841863,1.194903
10.342623,36.21,22.0,0.0,13.56,16.15,18.1,-0.644651,0.841772,1.194941
10.37405,35.99,23.08,0.0,14.21,16.88,18.82,-0.644587,0.841673,1.195052
10.405322,36.35,22.0,0.0,13.63,16.23,18.25,-0.644678,0.841605,1.195131
10.436662,35.99,23.22,0.0,14.21,16.88,18.9,-0.644709,0.841594,1.195168
10.467819,36.64,22.14,0.0,13.7,16.3,18.32,-0.644806,0.841577,1.195258
10.545763,36.21,23.37,0.0,14.28,16.95,19.04,-0.644727,0.841333,1.195527
10.576944,36.86,22.29,0.0,13.77,16.3,18.46,-0.644701,0.841302,1.195559
10.604854,36.43,23.44,0.0,14.28,16.95,19.04,-0.64475,0.841237,1.195638
10.636277,37.29,23.08,0.0,14.13,16.8,18.97,-0.644846,0.841236,1.195719
10.667555,37.29,22.5,0.0,13.99,16.44,18.68,-0.644925,0.841304,1.19581
10.714428,36.71,23.66,0.0,14.5,17.09,19.33,-0.644967,0.841346,1.195897
10.745582,37.51,22.72,0.0,13.92,16.52,18.75,-0.645023,0.841426,1.195987
10.77686,37.0,23.87,0.0,14.57,17.16,19.4,-0.645147,0.841511,1.196087
10.839287,37.65,22.79,0.0,13.99,16.59,18.82,-0.6452,0.841528,1.196189
10.87052,37.15,24.02,0.0,14.57,17.31,19.47,-0.645211,0.841553,1.196237
10.917324,38.09,23.59,0.0,14.28,17.09,19.33,-0.6453,0.841703,1.196362
10.948793,38.01,23.08,0.0,14.06,16.73,18.97,-0.645269,0.841829,1.196346
10.980065,37.72,24.23,0.0,14.78,17.53,19.76,-0.645391,0.842063,1.196409
11.011163,38.16,23.08,0.0,14.13,16.8,19.11,-0.645506,0.842267,1.196502
