time,A0,A1,A2,A5,A6,A7,X,Y,Z
107.5633,73.8,73.8,0.43,67.95,73.15,73.36,-0.713749,0.873144,1.261104
107.59475,73.15,73.8,0.07,68.67,73.8,73.8,-0.713765,0.873138,1.261136
107.626041,73.8,73.8,0.43,67.95,73.15,73.36,-0.713781,0.873144,1.26114
107.657185,73.07,73.51,0.07,69.76,73.8,73.8,-0.71379,0.873138,1.261113
107.703902,73.8,73.72,0.43,68.02,73.15,73.36,-0.713751,0.873129,1.261119
107.766533,73.07,72.93,0.0,68.1,73.15,73.58,-0.713774,0.873153,1.26116
107.797878,73.8,73.8,0.36,67.95,73.15,73.43,-0.713826,0.873145,1.261114
107.829037,73.72,73.29,0.07,68.53,73.8,73.8,-0.713838,0.873133,1.261138
107.860113,73.65,73.36,0.21,68.24,73.15,73.43,-0.713823,0.873141,1.261135
107.891563,73.8,73.65,0.36,68.17,73.29,73.58,-0.713801,0.873135,1.261126
107.938347,73.8,72.42,0.21,68.46,73.51,73.65,-0.71384,0.87314,1.261141
107.969625,73.72,73.43,0.28,67.37,72.5,72.71,-0.713867,0.873121,1.261139
108.000814,73.36,73.36,0.07,68.89,73.8,73.8,-0.713863,0.873126,1.261151
108.070804,73.8,73.72,0.43,68.17,73.07,73.29,-0.713852,0.873116,1.261133
108.102052,73.8,73.58,0.36,68.17,73.65,73.8,-0.713854,0.873118,1.261157
108.133569,73.07,73.8,0.14,69.18,73.8,73.8,-0.713895,0.873109,1.261165
108.164787,73.8,73.8,0.43,68.24,73.07,73.36,-0.71391,0.873099,1.261172
108.195906,73.72,73.8,0.07,68.67,73.58,73.8,-0.713892,0.873094,1.261136
108.242643,73.8,73.65,0.43,68.24,73.07,73.36,-0.713878,0.873084,1.261146
108.274089,73.15,73.8,0.07,69.68,73.8,73.8,-0.713903,0.873076,1.261163
108.30526,73.8,73.8,0.43,68.24,73.0,73.36,-0.713939,0.873067,1.261168
108.367681,73.0,72.5,0.0,68.53,73.72,73.8,-0.713909,0.87306,1.261164
108.398856,73.58,73.8,0.21,69.76,73.8,73.8,-0.713971,0.873058,1.261179
108.430112,73.8,73.65,0.43,68.75,73.29,73.51,-0.713965,0.873052,1.261175
108.476962,73.15,73.8,0.14,68.96,73.72,73.8,-0.713981,0.873046,1.261165
108.508206,73.8,73.8,0.43,68.31,73.0,73.36,-0.713975,0.87304,1.261195
108.539448,73.15,73.58,0.14,68.82,73.51,73.8,-0.714006,0.873031,1.26117
108.574618,73.8,73.58,0.43,68.38,73.0,73.36,-0.714014,0.873018,1.261184
108.605865,73.15,73.8,0.07,70.33,73.8,73.8,-0.71402,0.873009,1.261197
108.668352,73.8,73.72,0.43,68.38,73.0,73.36,-0.714098,0.872987,1.261237
108.699664,73.65,73.43,0.36,68.89,73.8,73.8,-0.714091,0.87296,1.261231
108.746665,72.93,73.8,0.07,70.98,73.8,73.8,-0.714108,0.872955,1.261239
108.777862,73.8,73.8,0.43,68.46,72.93,73.36,-0.714119,0.872926,1.261229
108.808943,73.65,73.72,0.07,68.82,73.43,73.72,-0.714121,0.872927,1.261268
108.840198,73.8,73.72,0.43,68.38,73.0,73.36,-0.714135,0.87291,1.261274
108.871428,73.15,73.8,0.07,69.11,73.72,73.8,-0.71413,0.8729,1.261267
108.902671,73.8,73.8,0.43,68.46,73.0,73.43,-0.714146,0.872897,1.261264
108.980794,73.07,73.22,0.0,68.24,73.22,73.8,-0.71413,0.872905,1.261292
109.012134,73.8,73.51,0.28,68.75,73.22,73.58,-0.714134,0.872903,1.261277
109.043405,73.51,73.22,0.28,68.31,72.5,72.57,-0.714141,0.872891,1.2613
109.080468,73.29,73.65,0.0,70.12,73.8,73.8,-0.714152,0.872881,1.261287
109.11805,73.8,73.8,0.43,68.53,73.0,73.36,-0.714127,0.872869,1.261327
109.14948,73.15,73.72,0.07,69.54,73.8,73.8,-0.714139,0.872851,1.261291
109.180665,73.8,73.72,0.43,68.6,73.0,73.36,-0.714138,0.872838,1.261333
109.21198,72.79,73.8,0.07,69.11,73.58,73.8,-0.714137,0.87282,1.261338
109.274492,73.8,73.72,0.43,68.6,73.0,73.29,-0.714142,0.872778,1.261347
109.305739,73.8,73.72,0.36,69.03,73.8,73.8,-0.714153,0.872771,1.261343
109.352371,73.29,73.8,0.07,69.25,73.8,73.8,-0.71418,0.872746,1.261385
109.38383,73.8,73.8,0.43,68.67,73.0,73.36,-0.714169,0.872719,1.261393
109.414843,73.29,73.36,0.14,69.39,73.72,73.8,-0.714172,0.872704,1.261383
109.446087,73.8,73.72,0.43,68.67,73.0,73.36,-0.714173,0.872689,1.261406
109.477329,73.29,73.8,0.07,68.82,73.22,73.8,-0.714187,0.872684,1.261402
109.508573,73.8,73.58,0.36,68.82,73.15,73.51,-0.714196,0.872676,1.261428
109.588028,72.93,72.79,0.07,68.75,73.29,73.8,-0.714186,0.872681,1.261412
109.612622,73.72,73.51,0.14,69.18,73.43,73.8,-0.714204,0.872704,1.261423
109.643884,73.8,73.65,0.43,68.89,73.15,73.43,-0.714192,0.872705,1.261405
109.675257,73.22,73.8,0.07,70.84,73.8,73.8,-0.714216,0.872713,1.261404
109.722133,73.8,73.72,0.43,68.82,73.0,73.29,-0.714181,0.872723,1.261401
109.753257,73.0,73.8,0.14,69.18,73.43,73.8,-0.714229,0.872726,1.261416
109.784512,73.8,73.58,0.43,68.75,72.86,73.22,-0.714221,0.872716,1.261428
109.815834,73.15,73.29,0.07,69.83,73.8,73.8,-0.714232,0.872699,1.261392
109.878243,73.8,73.65,0.43,68.89,73.0,73.36,-0.714235,0.872673,1.261439
109.924984,73.8,73.51,0.36,68.67,73.43,73.8,-0.714222,0.872662,1.261437
109.956507,73.15,73.8,0.14,70.26,73.8,73.8,-0.714244,0.872655,1.261435
109.987537,73.8,73.8,0.43,68.96,72.93,73.36,-0.714222,0.872642,1.261455
110.018894,73.65,73.51,0.14,69.32,73.43,73.72,-0.714236,0.872643,1.261446
110.05009,73.8,73.65,0.43,69.03,73.0,73.43,-0.71423,0.872629,1.261457
110.08133,73.15,73.8,0.07,69.47,73.8,73.8,-0.71426,0.87262,1.261454
110.120489,73.8,73.72,0.5,68.96,72.93,73.36,-0.714258,0.87261,1.261489
110.182842,73.07,72.71,0.0,69.39,73.65,73.8,-0.714275,0.872586,1.261495
110.214085,73.22,73.8,0.21,69.9,73.8,73.8,-0.714297,0.872583,1.261497
110.260949,73.8,73.65,0.43,69.54,73.15,73.58,-0.714264,0.872561,1.261495
110.292195,73.29,73.8,0.07,69.97,73.8,73.8,-0.714276,0.872552,1.261485
110.323439,73.8,73.8,0.43,69.11,72.93,73.36,-0.714301,0.872528,1.261506
110.354685,73.22,73.8,0.07,69.68,73.58,73.8,-0.714315,0.872532,1.261519
110.385964,73.8,73.36,0.43,69.18,73.0,73.43,-0.714285,0.87251,1.261512
110.417177,73.15,73.8,0.07,70.84,73.8,73.8,-0.714295,0.872515,1.261516
110.495471,73.8,73.72,0.43,69.11,73.0,73.29,-0.714333,0.872481,1.261546
110.526517,73.29,73.15,0.36,69.54,73.8,73.8,-0.714312,0.872463,1.261537
110.557924,73.29,73.8,0.07,71.49,73.8,73.8,-0.714317,0.872462,1.261534
110.588997,73.8,73.8,0.43,69.18,72.93,73.36,-0.714323,0.872444,1.261555
110.624739,73.0,73.8,0.07,69.68,73.43,73.8,-0.714335,0.872434,1.261556
110.656034,73.8,73.72,0.43,69.18,73.0,73.36,-0.714347,0.872422,1.261552
110.697292,73.07,73.8,0.07,70.19,73.8,73.8,-0.714355,0.872424,1.261564
110.728535,73.8,73.72,0.43,69.25,72.93,73.29,-0.714348,0.872412,1.261567
110.791056,73.07,73.22,0.0,69.03,73.0,73.8,-0.714344,0.872395,1.261584
110.822441,73.8,73.72,0.28,69.47,73.15,73.58,-0.714384,0.872394,1.261596
110.853752,73.15,73.07,0.28,69.39,72.79,72.86,-0.71436,0.872382,1.261596
110.90051,73.29,73.8,0.0,71.56,73.8,73.8,-0.714377,0.872367,1.261573
110.931871,73.8,73.8,0.43,69.32,73.0,73.29,-0.714375,0.872357,1.261589
110.963078,73.29,73.8,0.07,70.48,73.8,73.8,-0.714387,0.872352,1.261602
110.994273,73.8,73.65,0.43,69.39,72.93,73.36,-0.714398,0.872341,1.261619
111.025362,72.93,73.8,0.07,69.97,73.58,73.8,-0.714418,0.872332,1.261613
111.088003,73.8,73.65,0.43,69.39,72.86,73.29,-0.714416,0.872299,1.26162
111.123398,73.8,73.65,0.36,69.83,73.72,73.8,-0.714395,0.872252,1.261633
111.154645,73.29,73.8,0.07,70.19,73.65,73.8,-0.714421,0.872221,1.261677
111.201508,73.8,73.72,0.43,69.47,72.93,73.29,-0.714393,0.87218,1.261709
111.23276,73.29,73.8,0.07,70.4,73.8,73.8,-0.714384,0.872161,1.261684
111.263993,73.8,73.72,0.43,69.54,72.93,73.36,-0.714391,0.872128,1.261695
111.295237,73.22,73.8,0.07,71.7,73.8,73.8,-0.714382,0.872103,1.261706
111.32649,73.8,73.72,0.43,69.47,72.93,73.36,-0.714417,0.872085,1.261763
111.405403,72.93,72.28,0.0,69.83,73.36,73.8,-0.714373,0.872107,1.261725
111.439319,73.8,73.8,0.21,69.68,73.07,73.43,-0.714383,0.872103,1.26172
111.470658,73.58,73.51,0.28,69.76,73.22,73.65,-0.714386,0.872115,1.26176
111.501874,73.8,72.93,0.21,69.61,72.93,73.36,-0.714406,0.872123,1.261747
111.532924,73.8,73.65,0.21,69.11,72.57,73.29,-0.714421,0.872113,1.261762
111.564372,73.8,72.71,0.07,69.97,73.43,73.72,-0.714412,0.872092,1.261734
111.595645,73.15,73.43,0.21,69.25,72.5,72.57,-0.71442,0.872094,1.261743
111.631325,73.22,73.43,0.0,71.13,73.8,73.8,-0.714412,0.872066,1.261758
111.693969,73.8,73.8,0.43,69.54,73.07,73.36,-0.714429,0.87203,1.261766
111.740873,73.65,73.36,0.21,69.32,72.79,73.43,-0.714386,0.872003,1.261776
111.772134,73.58,73.72,0.07,70.48,73.8,73.8,-0.714403,0.871992,1.261784
111.803301,73.8,73.65,0.43,69.61,73.07,73.36,-0.71439,0.871968,1.261807
111.834555,73.36,73.8,0.07,71.49,73.8,73.8,-0.714436,0.871938,1.261814
111.865823,73.8,73.72,0.43,69.68,73.07,73.36,-0.714419,0.871934,1.261847
111.897035,72.86,73.8,0.07,70.33,73.8,73.8,-0.714419,0.871912,1.261845
111.943756,73.8,73.72,0.43,69.68,73.07,73.36,-0.714393,0.871888,1.261835
112.006242,73.07,73.15,0.0,69.97,73.72,73.8,-0.714382,0.871864,1.261871
112.037485,73.0,73.8,0.21,70.26,73.51,73.8,-0.714417,0.87186,1.261883
112.068726,73.8,73.65,0.43,70.19,73.29,73.58,-0.714382,0.87185,1.261894
112.099967,73.22,73.8,0.14,70.69,73.8,73.8,-0.714406,0.871843,1.261868
112.135359,73.8,73.8,0.43,69.83,73.07,73.36,-0.714355,0.871815,1.261895
112.166694,73.36,73.8,0.07,70.4,73.65,73.8,-0.714395,0.8718,1.261883
112.213476,73.8,73.58,0.43,69.83,73.07,73.36,-0.714372,0.87177,1.261941
112.244859,73.07,73.8,0.07,71.34,73.8,73.8,-0.714392,0.871751,1.261927
112.307356,73.8,73.72,0.43,69.9,73.0,73.36,-0.714255,0.871637,1.261971
112.338619,73.8,73.07,0.36,70.26,73.8,73.8,-0.714257,0.871616,1.261974
112.36984,73.29,73.8,0.07,72.06,73.8,73.8,-0.714269,0.871598,1.261977
112.401104,73.8,73.72,0.43,69.83,73.0,73.36,-0.714293,0.871582,1.261981
112.448007,72.86,73.8,0.07,70.33,73.65,73.8,-0.714272,0.871564,1.261979
112.479176,73.8,73.65,0.43,69.9,73.0,73.36,-0.714276,0.871562,1.261997
112.510433,73.22,73.29,0.14,70.12,73.36,73.8,-0.714316,0.871542,1.261981
112.541528,73.65,73.29,0.36,70.12,73.15,73.58,-0.714337,0.871537,1.262006
112.604262,73.07,72.93,0.0,69.61,73.07,73.72,-0.714321,0.871524,1.262015
112.640671,73.8,73.8,0.28,70.04,73.29,73.65,-0.71435,0.871529,1.262001
112.672158,72.28,72.57,0.21,70.19,73.15,73.15,-0.714337,0.871519,1.262
112.703395,73.8,73.8,0.14,70.48,73.65,73.8,-0.714374,0.871527,1.262026
112.750061,73.8,73.65,0.43,69.97,73.07,73.36,-0.714375,0.871523,1.262032
112.781375,73.22,73.8,0.07,70.48,73.8,73.8,-0.714413,0.871527,1.261984
112.812705,73.8,73.65,0.43,69.97,73.07,73.36,-0.714406,0.87152,1.262016
112.8443,73.15,73.8,0.07,70.62,73.72,73.8,-0.714408,0.871503,1.262021
112.906785,73.8,73.72,0.43,70.04,73.0,73.36,-0.714454,0.871464,1.262043
112.938041,73.8,73.58,0.36,70.4,73.8,73.8,-0.714423,0.871452,1.262067
112.984892,73.36,73.8,0.14,70.84,73.8,73.8,-0.714455,0.871443,1.262036
113.016159,73.8,73.8,0.43,70.12,73.07,73.36,-0.714457,0.871425,1.26206
113.047569,73.15,73.65,0.07,71.05,73.8,73.8,-0.714469,0.871399,1.26207
113.08302,73.8,73.65,0.43,70.12,73.07,73.36,-0.714472,0.871367,1.262097
113.114298,73.15,73.8,0.07,72.06,73.8,73.8,-0.714489,0.871367,1.262072
113.15219,73.8,73.72,0.43,70.19,73.07,73.36,-0.714488,0.871343,1.262102
113.214679,72.64,72.35,0.0,70.69,73.65,73.8,-0.714492,0.871333,1.262096
113.245921,73.8,73.8,0.21,71.7,73.8,73.8,-0.714535,0.871313,1.262075
113.277164,73.8,73.72,0.43,70.69,73.29,73.58,-0.714527,0.871328,1.262112
113.30841,73.22,73.8,0.07,71.13,73.8,73.8,-0.714545,0.871328,1.262112
113.35527,73.8,73.72,0.43,70.26,73.07,73.36,-0.714545,0.871311,1.262089
113.386512,73.22,73.36,0.07,70.69,73.51,73.72,-0.714589,0.871305,1.262081
113.417755,73.8,73.58,0.43,70.26,73.15,73.22,-0.714576,0.871304,1.262122
113.448998,73.15,73.29,0.07,71.99,73.8,73.8,-0.714604,0.871294,1.262113
113.511488,73.8,73.65,0.43,70.26,73.07,73.36,-0.714586,0.87128,1.262105
113.558517,73.8,73.58,0.43,70.77,73.65,73.8,-0.714557,0.871273,1.262123
113.589706,73.0,73.51,0.07,72.35,73.8,73.8,-0.714649,0.871261,1.262125
113.621018,73.8,73.8,0.43,70.33,73.07,73.36,-0.714642,0.871267,1.262138
113.65935,73.8,73.58,0.28,70.26,72.86,73.15,-0.714677,0.871254,1.262117
113.69062,73.8,73.58,0.28,70.26,73.15,73.51,-0.714642,0.871239,1.262123
113.722036,73.8,72.5,0.21,70.69,73.51,73.8,-0.71469,0.87125,1.262114
113.753159,73.72,73.36,0.28,69.54,72.42,72.79,-0.714702,0.87123,1.26214
113.815753,73.15,73.15,0.0,70.33,73.51,73.8,-0.714684,0.871221,1.262159
113.862447,73.8,73.0,0.21,70.62,73.36,73.51,-0.714708,0.871201,1.262133
113.893911,73.72,73.22,0.14,69.83,72.71,73.07,-0.714712,0.871199,1.26215
113.92504,73.43,73.51,0.07,70.91,73.72,73.8,-0.714757,0.871211,1.262169
113.956412,73.8,73.65,0.43,70.4,73.07,73.36,-0.714737,0.871216,1.262182
113.9876,73.36,73.8,0.14,71.13,73.8,73.8,-0.714754,0.871199,1.262151
114.018788,73.8,73.65,0.43,70.4,73.07,73.43,-0.714736,0.871213,1.262167
114.065513,73.07,73.8,0.07,71.49,73.8,73.8,-0.71476,0.871205,1.262158
114.128138,73.8,73.72,0.43,70.4,73.07,73.36,-0.714751,0.871168,1.262193
114.16452,73.8,73.36,0.36,70.84,73.8,73.8,-0.714742,0.871166,1.262206
114.19767,73.29,73.8,0.07,72.28,73.8,73.8,-0.714739,0.871155,1.262197
114.228938,73.8,73.72,0.43,70.48,73.07,73.36,-0.714753,0.871161,1.262205
114.260141,73.15,73.8,0.07,70.91,73.58,73.72,-0.714769,0.871158,1.262207
114.291303,73.8,73.72,0.43,70.4,73.0,73.29,-0.714769,0.871145,1.262208
114.322603,73.15,73.36,0.07,71.63,73.8,73.8,-0.714755,0.87115,1.262191
114.353837,73.8,73.72,0.43,70.55,73.07,73.36,-0.714766,0.871147,1.262187
114.43176,73.07,73.0,0.0,70.19,73.0,73.72,-0.714777,0.871161,1.262226
114.463185,73.8,73.8,0.36,70.69,73.15,73.43,-0.714792,0.871146,1.262199
114.494466,72.21,72.35,0.14,70.98,73.29,73.43,-0.714752,0.87116,1.262227
114.525693,73.15,73.8,0.0,72.57,73.8,73.8,-0.714801,0.87114,1.262231
114.556917,73.8,73.72,0.43,70.62,73.07,73.36,-0.714808,0.871125,1.262254
114.603594,73.0,73.8,0.07,71.05,73.51,73.8,-0.714859,0.871122,1.262248
114.635037,73.8,73.65,0.43,70.69,73.15,73.36,-0.714792,0.871106,1.26224
114.670978,73.15,73.8,0.07,71.49,73.8,73.8,-0.714839,0.871132,1.262272
114.736374,73.8,73.72,0.43,70.69,73.07,73.29,-0.714813,0.87112,1.262276
114.767521,73.8,73.72,0.43,71.05,73.8,73.8,-0.71479,0.871121,1.262272
114.798905,73.29,73.8,0.07,71.7,73.8,73.8,-0.714843,0.871125,1.262275
114.830028,73.8,73.8,0.43,70.77,73.15,73.36,-0.714786,0.871122,1.262277
114.861432,73.22,73.8,0.07,72.14,73.8,73.8,-0.714811,0.871095,1.262275
114.892593,73.8,73.65,0.43,70.84,73.15,73.36,-0.714819,0.871072,1.262302
114.93927,73.29,73.43,0.07,71.27,73.51,73.8,-0.714814,0.871078,1.262316
114.970749,73.8,73.58,0.43,70.84,73.15,73.43,-0.714796,0.871093,1.262286
115.03323,72.93,72.42,0.0,71.13,73.72,73.8,-0.714806,0.871143,1.262309
115.064365,73.8,73.8,0.28,71.7,73.8,73.8,-0.71486,0.871156,1.26232
115.095695,73.8,73.51,0.43,70.84,73.15,73.36,-0.714819,0.871162,1.26231
115.126898,73.58,73.8,0.28,71.56,73.8,73.8,-0.714845,0.871153,1.262306
115.175008,73.8,73.36,0.43,70.84,73.07,73.29,-0.714769,0.871136,1.262322
115.196776,73.15,73.36,0.14,71.34,73.58,73.8,-0.714791,0.871111,1.262326
115.228063,73.8,73.65,0.43,70.91,73.07,73.36,-0.714805,0.871084,1.262351
115.274971,73.07,73.43,0.07,73.36,73.8,73.8,-0.71478,0.87107,1.262339
115.337358,73.8,73.8,0.07,72.06,73.8,73.8,-0.714813,0.87109,1.262328
115.368656,73.8,73.8,0.07,72.28,73.8,73.8,-0.714857,0.871096,1.26233
115.399708,73.8,73.8,0.0,73.29,73.8,73.8,-0.714828,0.871115,1.262331
115.430943,73.15,73.8,0.0,71.63,73.65,73.8,-0.714877,0.871161,1.262331
115.477805,73.8,73.58,0.36,71.05,73.07,73.36,-0.71486,0.871176,1.262319
115.509289,73.8,73.8,0.14,72.57,73.8,73.8,-0.714862,0.8712,1.262318
115.540527,73.65,73.15,0.28,71.13,73.15,73.36,-0.714884,0.87126,1.262324
115.571693,73.8,73.8,0.07,71.99,73.8,73.8,-0.714832,0.871331,1.262282
115.634146,73.43,73.43,0.43,71.05,73.07,73.29,-0.714782,0.871492,1.262273
115.665257,73.8,73.8,0.28,72.64,73.8,73.8,-0.714765,0.871623,1.262284
115.709378,73.0,73.51,0.72,71.05,73.0,73.36,-0.714787,0.871719,1.262292
115.740845,73.8,73.8,0.79,72.93,73.8,73.8,-0.714818,0.871789,1.262306
115.772085,73.22,73.8,0.79,72.28,73.8,73.8,-0.714792,0.871815,1.26227
115.803337,72.5,73.43,1.15,70.98,73.0,73.29,-0.714792,0.871836,1.262274
115.834543,73.8,73.8,1.0,72.64,73.8,73.8,-0.714781,0.871826,1.262278
115.881227,72.21,73.36,1.29,71.13,73.07,73.36,-0.714807,0.871812,1.262306
115.943823,73.15,73.8,1.29,72.57,73.8,73.8,-0.714833,0.87183,1.262308
115.975139,71.56,73.51,1.58,71.13,73.15,73.43,-0.714792,0.871839,1.262291
116.006334,73.0,73.8,1.44,72.79,73.8,73.8,-0.7148,0.871861,1.26229
116.037631,70.98,73.51,1.51,72.06,73.8,73.8,-0.714828,0.871903,1.262301
116.068846,71.7,73.43,1.8,71.2,73.07,73.36,-0.714863,0.871927,1.262299
116.115711,73.51,73.8,1.73,73.51,73.8,73.8,-0.714857,0.871943,1.2623
116.146931,70.84,73.43,1.94,71.13,73.0,73.36,-0.714847,0.871931,1.262301
116.178142,72.79,73.8,1.87,73.29,73.8,73.8,-0.714864,0.871903,1.262305
116.2478,70.48,73.51,2.16,71.05,73.07,73.36,-0.714902,0.871835,1.262352
116.279089,72.42,73.8,2.16,72.93,73.8,73.8,-0.7149,0.87183,1.262347
116.310267,70.33,73.22,2.38,71.13,73.22,73.51,-0.71486,0.871823,1.262354
116.341393,72.06,73.8,2.38,73.0,73.8,73.8,-0.714864,0.871822,1.262336
116.372553,70.77,73.8,2.38,72.42,73.8,73.8,-0.714878,0.871856,1.262354
116.419655,69.76,73.29,2.66,71.2,73.15,73.43,-0.714932,0.871877,1.262366
116.450836,70.62,73.8,2.66,72.57,73.8,73.8,-0.714933,0.871881,1.262342
116.482086,69.32,73.51,2.95,71.13,73.15,73.43,-0.714916,0.871866,1.262356
116.544619,70.69,73.8,2.88,73.0,73.8,73.8,-0.714956,0.871814,1.262367
116.57579,69.03,73.43,3.17,71.2,73.07,73.29,-0.714956,0.871793,1.262395
116.606951,70.69,73.8,3.1,73.29,73.8,73.8,-0.714964,0.871767,1.262396
116.65388,68.02,73.8,3.02,71.41,73.8,73.8,-0.714941,0.871769,1.262386
116.685141,69.39,73.58,3.46,71.13,73.07,73.36,-0.714963,0.871796,1.262362
116.721771,71.05,73.8,3.39,73.8,73.8,73.8,-0.714967,0.871827,1.262388
116.755184,67.88,73.36,3.53,71.2,72.93,73.0,-0.715,0.871843,1.262371
116.78634,69.9,73.8,3.53,73.07,73.8,73.8,-0.715041,0.871858,1.262367
116.848681,67.66,73.15,3.67,71.27,73.15,73.43,-0.715048,0.871819,1.262356
116.890583,68.75,73.8,3.75,72.86,73.8,73.8,-0.715071,0.871777,1.26238
116.924897,67.37,73.43,3.96,71.2,73.0,73.36,-0.715105,0.871742,1.262419
116.956273,69.11,73.8,4.03,73.22,73.8,73.8,-0.715076,0.871698,1.2624
116.987527,67.37,73.8,4.03,71.99,73.8,73.8,-0.71505,0.871699,1.262387
117.01883,66.87,73.43,4.25,71.2,73.15,73.36,-0.715037,0.871734,1.262368
117.050017,68.1,73.8,4.25,72.93,73.8,73.8,-0.715092,0.871751,1.262364
117.081122,66.44,73.43,4.47,71.13,73.07,73.36,-0.715105,0.871718,1.262385
117.159454,68.24,73.8,4.47,73.22,73.8,73.8,-0.717373,0.868128,1.26187
117.190646,66.15,73.36,4.68,71.27,73.07,73.36,-0.717358,0.868126,1.261864
117.221834,67.16,73.8,4.68,72.71,73.8,73.8,-0.715027,0.871577,1.262443
117.260034,65.14,73.8,4.61,71.7,73.58,73.8,-0.713487,0.871005,1.261009
117.291078,66.08,73.51,4.9,71.2,73.07,73.36,-0.71301,0.870538,1.261077
117.322295,67.81,73.8,4.9,73.8,73.8,73.8,-0.712906,0.8705,1.261129
117.353742,64.99,73.22,4.97,71.34,73.15,73.43,-0.712737,0.870384,1.261143
117.384882,66.58,73.8,5.04,73.15,73.8,73.8,-0.7126,0.87032,1.261152
117.463046,64.85,73.43,5.19,71.2,73.07,73.36,-0.713858,0.87097,1.262676
117.494267,66.73,73.8,5.19,73.51,73.8,73.8,-0.713769,0.870943,1.262719
117.525412,64.42,73.43,5.41,71.13,73.0,73.29,-0.713659,0.870953,1.262712
117.556598,66.22,73.8,5.55,73.29,73.8,73.8,-0.71171,0.86995,1.260548
117.587952,65.21,73.8,5.48,72.71,73.8,73.8,-0.713406,0.87083,1.262765
117.619306,63.77,73.43,5.77,71.13,72.93,73.29,-0.713188,0.870686,1.26277
117.66593,65.43,73.8,5.84,73.22,73.8,73.8,-0.712914,0.87057,1.262831
117.697392,63.62,73.29,5.98,71.34,73.15,73.51,-0.712687,0.870459,1.262842
117.751788,64.78,73.8,6.05,72.93,73.8,73.8,-0.712445,0.870355,1.262914
117.798812,63.26,73.51,6.05,71.27,73.15,73.43,-0.712157,0.870216,1.262921
117.829954,64.63,73.8,6.13,73.29,73.8,73.8,-0.712055,0.870153,1.262965
117.86135,62.4,73.72,6.05,72.42,73.8,73.8,-0.711804,0.869976,1.262995
117.892521,63.12,73.51,6.42,71.27,73.0,73.36,-0.711564,0.869845,1.263043
117.923785,65.14,73.8,6.56,73.8,73.8,73.8,-0.711467,0.869779,1.26308
117.955093,62.18,73.36,6.49,71.27,73.07,73.36,-0.711261,0.869646,1.263095
118.001738,64.06,73.8,6.56,73.58,73.8,73.8,-0.711013,0.869577,1.263113
118.064266,61.82,73.36,6.63,71.34,72.93,73.0,-0.710639,0.869499,1.263127
118.095641,63.48,73.8,6.78,73.15,73.8,73.8,-0.710346,0.869448,1.263186
118.126858,61.6,73.36,6.7,71.41,73.22,73.51,-0.710187,0.869418,1.263194
118.15817,62.97,73.8,6.99,73.15,73.8,73.8,-0.709945,0.86947,1.263184
118.189456,61.96,73.8,7.06,72.57,73.8,73.8,-0.709726,0.869397,1.263187
118.236255,61.03,73.0,7.14,71.41,73.15,73.43,-0.709459,0.869295,1.263255
118.258826,61.82,73.8,7.28,72.71,73.8,73.8,-0.709365,0.869265,1.263269
118.290264,60.74,73.43,7.35,71.27,73.15,73.36,-0.709188,0.869184,1.263258
118.368393,62.11,73.8,7.43,73.43,73.8,73.8,-0.708755,0.869133,1.263301
118.399644,60.23,73.43,7.64,71.27,73.0,73.36,-0.708684,0.869154,1.263285
118.430826,61.89,73.8,7.64,73.36,73.8,73.8,-0.708509,0.869165,1.263266
118.462033,59.37,73.8,7.57,71.56,73.72,73.8,-0.708371,0.869168,1.263239
118.493387,61.17,73.58,7.79,71.27,73.07,73.29,-0.708339,0.869177,1.263268
118.540101,62.18,73.8,8.0,73.8,73.8,73.8,-0.70805,0.86902,1.26327
118.571507,59.15,73.29,8.0,71.34,73.07,73.15,-0.707944,0.868956,1.263293
118.602648,61.03,73.8,8.15,73.43,73.8,73.8,-0.707651,0.868833,1.263319
118.665091,58.86,73.29,8.0,71.41,73.15,73.43,-0.707163,0.868658,1.263347
118.696242,60.23,73.8,8.29,73.22,73.8,73.8,-0.706829,0.868559,1.263412
118.727726,58.5,73.51,8.36,71.27,73.07,73.36,-0.706689,0.868538,1.263436
118.76545,60.16,73.8,8.58,73.51,73.8,73.8,-0.706499,0.868558,1.263414
118.796919,58.79,73.8,8.51,72.28,73.8,73.8,-0.706254,0.868474,1.263448
118.843563,58.07,73.43,8.65,71.34,73.0,73.43,-0.705956,0.868381,1.263464
118.874933,59.44,73.8,8.72,73.65,73.8,73.8,-0.70567,0.86826,1.263515
118.906108,57.56,73.51,8.8,71.27,73.0,73.36,-0.705526,0.868195,1.263533
118.968713,59.22,73.8,9.01,73.43,73.8,73.8,-0.705073,0.868082,1.263617
119.000009,57.27,73.22,8.94,71.41,73.15,73.43,-0.704753,0.868031,1.263597
119.031305,58.36,73.8,9.23,73.15,73.8,73.8,-0.704434,0.867995,1.263621
119.078123,56.84,73.29,8.94,71.49,73.29,73.58,-0.704109,0.867969,1.263664
119.10929,56.7,73.07,9.08,71.63,73.15,73.22,-0.703813,0.867997,1.2637
119.140472,59.15,73.8,9.52,73.8,73.8,73.8,-0.703631,0.867983,1.263706
119.171615,55.98,73.43,9.37,71.34,73.07,73.43,-0.703309,0.867957,1.263686
119.203124,57.85,73.8,9.52,73.65,73.8,73.8,-0.703223,0.867968,1.263712
119.270987,55.9,73.36,9.52,71.27,73.0,73.36,-0.702611,0.86785,1.263749
