time,A0,A1,A2,A5,A6,A7
273.573652,73.58,73.8,73.8,0.0,8.15,25.82
273.604887,73.8,73.65,73.43,0.0,7.79,25.32
273.636147,73.8,73.8,73.8,0.0,7.79,25.89
273.682863,73.8,73.72,73.43,0.0,7.64,25.46
273.714227,73.8,73.8,73.8,0.0,7.64,26.25
273.745466,73.8,73.72,73.43,0.0,7.28,25.68
273.776583,73.22,73.07,73.29,0.0,7.06,25.6
273.807948,73.8,73.58,73.51,0.0,6.92,25.68
273.846342,73.8,73.8,73.8,0.0,6.78,25.82
273.909016,73.8,73.8,73.8,0.0,6.56,26.54
273.9402,73.8,73.65,73.51,0.0,6.2,25.82
273.971457,73.8,73.8,73.8,0.0,5.91,26.61
274.01818,73.8,73.72,73.51,0.0,5.84,25.89
274.049605,73.51,73.8,73.8,0.0,5.62,26.61
274.080835,73.8,73.72,73.51,0.0,5.48,26.04
274.11216,73.8,73.8,73.8,0.0,5.41,26.76
274.143304,73.8,73.72,73.43,0.0,5.12,26.18
274.174566,73.8,73.72,73.72,0.0,4.83,26.33
274.205854,73.8,73.8,73.8,0.0,4.76,27.05
274.252514,73.8,73.8,73.51,0.0,4.54,26.33
274.315104,73.43,73.8,73.8,0.0,4.32,26.9
274.353262,73.8,73.8,73.51,0.0,4.25,26.4
274.384708,73.8,73.8,73.8,0.0,4.03,27.26
274.415961,73.8,73.72,73.51,0.0,3.96,26.54
274.447136,73.8,73.8,73.8,0.0,3.75,27.41
274.47839,73.8,73.65,73.43,0.0,3.46,26.69
274.509518,73.29,73.8,73.8,0.0,3.17,27.48
274.556478,73.8,73.72,73.51,0.0,3.02,26.9
274.587723,73.8,73.72,73.8,0.0,2.81,26.98
274.619078,73.8,73.8,73.8,0.0,2.52,27.77
274.681522,73.8,73.65,73.51,0.0,2.45,26.98
274.712676,73.58,73.8,73.8,0.0,2.16,27.77
274.743799,73.8,73.72,73.51,0.0,2.09,27.12
274.790847,73.8,73.8,73.8,0.0,1.87,27.84
274.822063,73.8,73.72,73.51,0.0,1.73,27.26
274.859322,73.8,73.8,73.8,0.0,1.44,28.06
274.892853,73.8,73.72,73.58,0.0,1.37,27.55
274.924074,73.8,73.8,73.8,0.0,1.08,28.27
274.955351,73.8,73.72,73.36,0.0,1.15,27.7
274.986521,73.8,73.8,73.8,0.0,0.93,27.84
275.017739,73.8,73.8,73.8,0.0,0.72,28.56
275.080319,73.8,73.8,73.58,0.0,0.64,27.77
275.127141,73.8,73.8,73.8,0.0,0.21,28.56
275.158423,73.8,73.8,73.58,0.0,0.28,27.99
275.189649,73.72,73.8,73.8,0.0,0.0,28.71
275.220745,73.8,73.8,73.58,0.07,0.0,28.13
275.252101,73.8,73.8,73.8,0.0,0.0,28.2
275.28346,73.8,73.58,73.51,0.07,0.0,28.13
275.330199,73.72,73.65,73.65,0.0,0.0,28.2
275.362176,73.8,73.8,73.8,0.0,0.0,28.92
275.384555,73.8,73.8,73.51,0.07,0.0,28.27
275.431353,73.43,73.8,73.8,0.0,0.0,28.92
275.493766,73.8,73.8,73.58,0.0,0.0,28.42
275.525125,73.8,73.8,73.8,0.0,0.0,29.0
275.556326,73.8,73.8,73.58,0.07,0.0,28.56
275.587665,73.8,73.8,73.8,0.0,0.0,29.28
275.634305,73.8,73.8,73.58,0.07,0.0,28.71
275.665698,73.65,73.43,73.58,0.0,0.0,28.78
275.696986,73.8,73.8,73.8,0.0,0.0,29.64
275.72814,73.8,73.8,73.58,0.0,0.0,28.92
275.759454,73.8,73.8,73.8,0.0,0.0,29.72
275.790641,73.8,73.8,73.51,0.07,0.0,29.0
275.869262,73.8,73.8,73.8,0.0,0.0,29.86
275.891737,73.8,73.8,73.58,0.07,0.0,29.14
275.923149,73.0,73.8,73.8,0.0,0.0,29.86
275.970058,73.8,73.8,73.58,0.07,0.0,29.21
276.001302,73.8,73.8,73.8,0.0,0.0,30.01
276.032487,73.8,73.8,73.51,0.0,0.0,29.43
276.063789,73.8,73.72,73.72,0.0,0.0,29.43
276.095017,73.8,73.8,73.8,0.0,0.0,30.37
276.126062,73.8,73.8,73.58,0.07,0.0,29.57
276.172925,73.22,73.8,73.8,0.0,0.0,30.29
276.204294,73.8,73.8,73.58,0.0,0.0,29.57
276.266909,73.8,73.8,73.8,0.0,0.0,30.44
276.298076,73.8,73.8,73.51,0.0,0.0,29.72
276.32924,73.8,73.8,73.8,0.0,0.0,30.58
276.360414,73.8,73.8,73.51,0.0,0.0,29.86
276.399594,73.58,73.8,73.8,0.0,0.0,30.65
276.430952,73.8,73.8,73.58,0.07,0.0,30.08
276.462091,73.8,73.8,73.8,0.0,0.0,30.08
276.508987,73.8,73.8,73.8,0.0,0.0,30.94
276.54018,73.8,73.8,73.58,0.07,0.0,30.15
276.571542,73.72,73.8,73.8,0.0,0.0,30.94
276.60261,73.8,73.8,73.58,0.07,0.0,30.22
276.665255,73.29,73.8,73.8,0.0,0.0,30.94
276.696532,73.8,73.8,73.58,0.0,0.0,30.44
276.743366,73.8,73.8,73.8,0.0,0.0,31.3
276.774612,73.8,73.8,73.58,0.07,0.0,30.58
276.805742,73.72,73.65,73.72,0.0,0.0,30.58
276.836914,73.8,73.58,73.51,0.0,0.0,30.58
276.868236,73.65,73.65,73.58,0.0,0.0,30.58
276.907679,73.8,73.8,73.8,0.0,0.0,30.87
276.938952,73.8,73.8,73.58,0.07,0.0,30.73
276.970259,73.72,73.8,73.8,0.0,0.0,31.59
277.032617,73.8,73.8,73.58,0.07,0.0,30.8
277.079518,73.72,73.8,73.8,0.0,0.0,31.66
277.110703,73.8,73.8,73.58,0.07,0.0,31.02
277.141907,73.51,73.8,73.8,0.0,0.0,31.74
277.173293,73.8,73.8,73.58,0.07,0.0,31.16
277.204504,73.8,73.72,73.8,0.0,0.0,31.23
277.235836,73.8,73.8,73.8,0.0,0.0,32.1
277.282446,73.8,73.8,73.8,0.0,0.0,31.95
277.313891,73.8,73.8,73.8,0.0,0.0,32.1
277.345065,73.8,73.72,73.51,0.0,0.0,31.52
277.376365,73.72,73.8,73.8,0.0,0.0,32.17
277.45119,73.8,73.8,73.58,0.0,0.0,31.74
277.482504,73.8,73.8,73.8,0.0,0.0,32.67
277.513767,73.8,73.8,73.58,0.07,0.0,31.88
277.544999,73.58,73.8,73.8,0.0,0.0,32.82
277.57614,73.8,73.8,73.58,0.07,0.0,32.1
277.607369,73.8,73.8,73.8,0.0,0.0,33.04
277.638783,73.8,73.8,73.58,0.07,0.0,32.17
277.685695,73.72,73.65,73.72,0.0,0.0,32.24
277.71685,73.8,73.8,73.8,0.0,0.0,33.18
277.74811,73.8,73.8,73.58,0.07,0.0,32.24
277.779356,73.58,73.8,73.8,0.0,0.0,33.25
277.841792,73.8,73.8,73.58,0.07,0.0,32.39
277.888547,73.8,73.8,73.8,0.0,0.0,33.32
277.911564,73.8,73.8,73.58,0.07,0.0,32.46
277.943036,73.65,73.51,73.58,0.0,0.0,32.46
277.989681,73.8,73.58,73.65,0.0,0.0,32.53
278.021048,73.58,73.43,73.51,0.0,0.0,32.53
278.052338,73.65,73.8,73.8,0.0,0.0,33.4
278.083456,73.8,73.8,73.58,0.0,0.0,32.6
278.114819,73.8,73.8,73.8,0.0,0.0,33.61
278.14611,73.8,73.8,73.58,0.07,0.0,32.75
278.223997,73.72,73.8,73.8,0.0,0.0,33.76
278.255387,73.8,73.8,73.58,0.07,0.0,32.89
278.286636,73.43,73.8,73.8,0.0,0.0,33.76
278.31784,73.8,73.8,73.65,0.07,0.0,32.96
278.349157,73.8,73.8,73.8,0.0,0.0,33.97
278.380403,73.8,73.8,73.58,0.07,0.0,33.11
278.419109,73.8,73.72,73.72,0.0,0.0,33.18
278.450613,73.8,73.8,73.8,0.0,0.0,34.12
278.481736,73.8,73.8,73.58,0.07,0.0,33.32
278.528471,73.22,73.8,73.8,0.0,0.0,33.9
278.559903,73.8,73.8,73.58,0.0,0.0,33.4
278.622423,73.8,73.8,73.8,0.0,0.0,34.41
278.653599,73.8,73.8,73.58,0.0,0.0,33.54
278.684729,73.72,73.8,73.8,0.0,0.0,34.48
278.715918,73.8,73.8,73.58,0.0,0.0,33.61
278.762945,73.43,73.51,73.29,0.0,0.0,33.61
278.794269,73.72,73.51,73.58,0.07,0.0,33.68
278.825441,73.8,73.72,73.72,0.0,0.0,33.76
278.856724,73.8,73.8,73.8,0.0,0.0,34.69
278.887894,73.8,73.8,73.58,0.07,0.0,33.83
278.931718,73.72,73.8,73.8,0.0,0.0,34.77
278.963193,73.8,73.8,73.58,0.07,0.0,33.9
279.025459,73.58,73.8,73.8,0.0,0.0,34.77
279.056921,73.8,73.8,73.58,0.07,0.0,34.12
279.088163,73.8,73.8,73.8,0.0,0.0,35.06
279.119315,73.8,73.8,73.58,0.07,0.0,34.19
279.166051,73.72,73.58,73.65,0.0,0.0,34.26
279.197416,73.8,73.8,73.8,0.0,0.0,35.34
279.228676,73.8,73.8,73.8,0.0,0.0,35.06
279.259913,73.8,73.8,73.8,0.0,0.0,35.2
279.291252,73.8,73.8,73.58,0.07,0.0,34.62
279.322409,73.8,73.8,73.8,0.0,0.0,35.56
279.400508,73.8,73.8,73.58,0.07,0.0,34.77
279.432365,73.58,73.8,73.8,0.0,0.0,35.7
279.459884,73.8,73.8,73.58,0.07,0.0,34.84
279.491008,73.72,73.8,73.8,0.0,0.0,35.63
279.537846,73.8,73.8,73.58,0.0,0.0,34.98
279.569308,73.8,73.72,73.8,0.0,0.0,35.13
279.600417,73.8,73.58,73.51,0.07,0.0,34.98
279.631789,73.72,73.65,73.72,0.0,0.0,35.06
279.663066,73.72,73.8,73.8,0.0,0.0,36.14
279.694121,73.8,73.8,73.58,0.07,0.0,35.13
279.740927,73.8,73.8,73.8,0.0,0.0,36.21
279.803547,73.8,73.8,73.58,0.07,0.0,35.27
279.83482,73.8,73.8,73.8,0.0,0.0,36.35
279.865891,73.8,73.8,73.58,0.07,0.0,35.34
279.897134,73.43,73.8,73.8,0.0,0.0,36.35
279.928606,73.8,73.8,73.58,0.07,0.0,35.49
279.9663,73.8,73.8,73.8,0.0,0.0,35.42
279.997718,73.8,73.65,73.51,0.07,0.0,35.49
280.02896,73.72,73.58,73.72,0.0,0.0,35.49
280.07581,73.8,73.8,73.8,0.0,0.0,36.64
280.106817,73.8,73.8,73.65,0.07,0.0,35.49
280.138197,73.51,73.8,73.8,0.0,0.0,36.57
280.200697,73.8,73.8,73.65,0.0,0.0,35.63
280.232006,73.8,73.8,73.8,0.0,0.0,36.79
280.263293,73.8,73.8,73.65,0.07,0.0,35.78
280.310178,73.72,73.8,73.8,0.0,0.0,36.93
280.341164,73.8,73.8,73.58,0.07,0.0,35.92
280.372546,73.36,73.07,73.15,0.0,0.0,35.85
280.403826,73.8,73.8,73.8,0.0,0.0,37.08
280.434985,73.8,73.8,73.65,0.07,0.0,36.07
280.47411,73.8,73.8,73.8,0.0,0.0,37.22
280.505341,73.8,73.8,73.65,0.0,0.0,36.14
280.56772,73.72,73.8,73.8,0.0,0.0,37.29
280.614437,73.8,73.8,73.65,0.07,0.0,36.21
280.645915,73.22,73.8,73.8,0.0,0.0,37.29
280.677044,73.8,73.8,73.65,0.07,0.0,36.35
280.70828,73.8,73.8,73.8,0.0,0.0,37.65
280.739681,73.8,73.8,73.58,0.07,0.0,36.5
280.770932,73.72,73.65,73.8,0.0,0.0,36.57
280.802055,73.65,73.8,73.8,0.0,0.0,37.58
280.848759,73.8,73.8,73.58,0.0,0.0,36.5
280.880201,73.51,73.8,73.8,0.0,0.0,37.36
280.911449,73.8,73.8,73.65,0.0,0.0,36.64
280.981338,73.8,73.8,73.8,0.0,0.0,37.87
281.012522,73.8,73.8,73.65,0.07,0.0,36.79
281.043729,73.72,73.8,73.8,0.0,0.0,38.01
281.078688,73.8,73.8,73.65,0.0,0.0,36.93
281.111442,73.51,73.8,73.8,0.0,0.0,38.01
281.142919,73.8,73.8,73.65,0.07,0.0,37.08
281.17422,73.8,73.8,73.8,0.0,0.0,37.15
281.220804,73.8,73.8,73.8,0.0,0.0,38.23
281.252179,73.8,73.8,73.58,0.07,0.0,37.15
281.283341,73.58,73.8,73.8,0.0,0.0,38.3
281.314532,73.8,73.8,73.58,0.07,0.0,37.29
281.377168,73.72,73.8,73.8,0.0,0.0,38.23
281.408509,73.8,73.8,73.65,0.0,0.0,37.44
281.455373,73.8,73.8,73.8,0.0,0.0,38.66
281.477678,73.8,73.8,73.58,0.07,0.0,37.51
281.509021,73.72,73.65,73.72,0.0,0.0,37.58
281.555794,73.8,73.51,73.58,0.07,0.0,37.51
281.587186,73.72,73.8,73.8,0.0,0.0,37.58
281.618471,73.8,73.8,73.8,0.0,0.0,38.73
281.64974,73.8,73.8,73.58,0.07,0.0,37.65
281.680999,73.8,73.8,73.8,0.0,0.0,38.81
281.758919,73.8,73.8,73.58,0.07,0.0,37.8
281.790112,73.51,73.8,73.8,0.0,0.0,38.95
281.82143,73.8,73.8,73.58,0.07,0.0,37.87
281.852726,73.8,73.8,73.8,0.0,0.0,38.88
281.88407,73.8,73.8,73.58,0.07,0.0,38.01
281.915289,73.8,73.8,73.8,0.0,0.0,38.09
281.946498,73.72,73.51,73.51,0.07,0.0,38.01
281.984777,73.72,73.58,73.65,0.0,0.0,38.09
282.016091,73.72,73.8,73.8,0.0,0.0,39.24
282.04727,73.8,73.8,73.58,0.0,0.0,38.16
282.094362,73.8,73.8,73.8,0.0,0.0,39.38
282.156763,73.8,73.8,73.58,0.07,0.0,38.3
282.188061,73.8,73.8,73.8,0.0,0.0,39.53
282.219375,73.8,73.8,73.58,0.07,0.0,38.37
282.25046,73.29,73.8,73.8,0.0,0.0,39.46
282.29721,73.8,73.8,73.58,0.07,0.0,38.45
282.328659,73.8,73.8,73.8,0.0,0.0,38.52
282.359938,73.8,73.65,73.58,0.07,0.0,38.45
282.391139,73.72,73.58,73.65,0.0,0.0,38.45
282.422353,73.8,73.8,73.8,0.0,0.0,39.67
282.453646,73.8,73.8,73.65,0.07,0.0,38.45
282.492596,73.51,73.8,73.8,0.0,0.0,39.6
282.55509,73.8,73.8,73.65,0.0,0.0,38.59
282.58651,73.8,73.8,73.8,0.0,0.0,39.89
282.633248,73.8,73.8,73.58,0.0,0.0,38.73
282.66462,73.8,73.8,73.8,0.0,0.0,39.96
282.69584,73.8,73.8,73.58,0.07,0.0,38.81
282.727161,73.15,73.22,73.29,0.0,0.0,38.73
282.758314,73.8,73.8,73.8,0.0,0.0,40.03
282.789474,73.8,73.8,73.65,0.07,0.0,38.88
282.836284,73.8,73.8,73.8,0.0,0.0,40.18
282.867729,73.8,73.8,73.65,0.07,0.0,38.95
282.930021,73.72,73.8,73.8,0.0,0.0,40.25
282.961533,73.8,73.8,73.58,0.07,0.0,39.02
283.000655,73.29,73.8,73.8,0.0,0.0,40.25
283.0321,73.8,73.8,73.58,0.07,0.0,39.17
283.063385,73.8,73.8,73.8,0.0,0.0,40.54
283.094635,73.8,73.8,73.58,0.07,0.0,39.31
283.1258,73.72,73.58,73.72,0.0,0.0,39.31
283.172494,73.72,73.8,73.8,0.0,0.0,40.54
283.20388,73.8,73.8,73.65,0.07,0.0,39.38
283.235124,73.8,73.8,73.8,0.0,0.0,40.47
283.266347,73.8,73.8,73.58,0.07,0.0,39.53
283.328866,73.8,73.8,73.8,0.0,0.0,40.9
283.360099,73.8,73.8,73.65,0.07,0.0,39.67
283.406886,73.65,73.8,73.8,0.0,0.0,40.97
283.43806,73.8,73.8,73.58,0.07,0.0,39.74
283.469434,73.65,73.8,73.8,0.0,0.0,41.04
283.50785,73.8,73.8,73.58,0.07,0.0,39.82
283.539364,73.8,73.72,73.8,0.0,0.0,39.89
283.570464,73.8,73.8,73.8,0.0,0.0,41.12
283.601787,73.8,73.8,73.58,0.07,0.0,39.89
283.632976,73.58,73.8,73.8,0.0,0.0,41.19
283.66408,73.8,73.8,73.58,0.07,0.0,39.96
283.74233,73.8,73.8,73.8,0.0,0.0,41.04
283.77366,73.8,73.8,73.58,0.07,0.0,40.11
283.804799,73.8,73.8,73.8,0.0,0.0,41.48
283.836035,73.8,73.8,73.65,0.07,0.0,40.25
283.867324,73.8,73.8,73.8,0.0,0.0,41.55
283.898528,73.8,73.8,73.58,0.07,0.0,40.32
283.945509,73.8,73.8,73.8,0.0,0.0,40.47
283.976702,73.8,73.8,73.8,0.0,0.0,41.69
284.013671,73.8,73.8,73.58,0.07,0.0,40.39
284.045439,73.8,73.8,73.8,0.0,0.0,41.76
284.107826,73.8,73.8,73.58,0.07,0.0,40.54
284.138961,73.36,73.8,73.8,0.0,0.0,41.91
284.170336,73.8,73.8,73.58,0.07,0.0,40.68
284.201655,73.8,73.8,73.8,0.0,0.0,42.05
284.248559,73.8,73.8,73.58,0.07,0.0,40.75
284.279687,73.8,73.72,73.8,0.0,0.0,40.9
284.310991,73.8,73.58,73.58,0.07,0.0,40.75
284.342197,73.65,73.65,73.65,0.0,0.0,40.83
284.373349,73.8,73.8,73.8,0.0,0.0,42.13
284.404529,73.8,73.8,73.58,0.07,0.0,40.9
284.451391,73.8,73.8,73.8,0.0,0.0,42.34
284.515371,73.8,73.8,73.58,0.07,0.0,41.04
284.551622,73.8,73.8,73.8,0.0,0.0,42.49
284.582857,73.8,73.8,73.58,0.07,0.0,41.12
284.614047,73.58,73.8,73.8,0.0,0.0,42.49
284.645373,73.8,73.8,73.65,0.07,0.0,41.26
284.67654,73.8,73.72,73.72,0.0,0.0,41.26
284.707926,73.8,73.8,73.8,0.0,0.0,42.63
284.754553,73.8,73.8,73.58,0.0,0.0,41.33
284.786012,73.72,73.8,73.8,0.0,0.0,42.7
284.817165,73.8,73.8,73.58,0.0,0.0,41.4
284.848445,73.15,73.8,73.8,0.0,0.0,42.56
284.910967,73.8,73.8,73.58,0.07,0.0,41.48
284.942171,73.8,73.8,73.8,0.0,0.0,42.85
284.989079,73.8,73.8,73.58,0.07,0.0,41.55
285.022643,73.8,73.8,73.8,0.0,0.0,42.99
285.056833,73.8,73.8,73.58,0.07,0.0,41.69
285.088075,73.51,73.43,73.29,0.0,0.0,41.69
285.119522,73.8,73.8,73.8,0.0,0.0,43.14
285.150726,73.8,73.8,73.65,0.07,0.0,41.76
285.182048,73.8,73.8,73.8,0.0,0.0,43.21
285.213186,73.8,73.8,73.58,0.0,0.0,41.84
285.291342,73.72,73.8,73.8,0.0,0.0,43.28
285.322532,73.8,73.8,73.58,0.07,0.0,41.98
285.353638,73.36,73.8,73.8,0.0,0.0,43.28
285.385058,73.8,73.8,73.58,0.0,0.0,42.05
285.416277,73.8,73.8,73.8,0.0,0.0,43.57
285.447544,73.8,73.8,73.58,0.0,0.0,42.13
285.494226,73.72,73.65,73.65,0.0,0.0,42.13
285.527092,73.8,73.8,73.8,0.0,0.0,43.5
285.548863,73.8,73.8,73.58,0.07,0.0,42.2
285.595487,73.8,73.8,73.8,0.0,0.0,43.42
285.626919,73.8,73.8,73.58,0.0,0.0,42.27
285.689454,73.72,73.8,73.8,0.0,0.0,43.78
285.720653,73.8,73.8,73.65,0.07,0.0,42.41
285.751934,73.72,73.8,73.8,0.0,0.0,43.86
285.783061,73.8,73.8,73.58,0.07,0.0,42.49
285.8298,73.8,73.8,73.8,0.0,0.0,44.07
285.861161,73.8,73.8,73.58,0.07,0.0,42.56
285.89249,73.72,73.65,73.65,0.0,0.0,42.56
285.923734,73.8,73.8,73.8,0.0,0.0,44.0
285.954947,73.8,73.8,73.58,0.07,0.0,42.7
285.986146,73.36,73.8,73.8,0.0,0.0,43.93
286.033654,73.8,73.8,73.65,0.07,0.0,42.77
286.08779,73.8,73.8,73.8,0.0,0.0,44.07
286.119231,73.8,73.8,73.58,0.07,0.0,42.92
286.16602,73.8,73.8,73.8,0.0,0.0,44.29
286.197244,73.8,73.8,73.65,0.07,0.0,42.99
286.228536,73.51,73.0,73.51,0.0,0.0,43.06
286.259759,73.8,73.58,73.58,0.07,0.0,43.06
286.291017,73.8,73.8,73.8,0.0,0.0,42.77
286.322151,73.8,73.8,73.8,0.0,0.0,44.51
286.369184,73.8,73.8,73.58,0.07,0.0,43.06
286.400308,73.72,73.8,73.8,0.0,0.0,44.58
286.462676,73.8,73.8,73.58,0.07,0.0,43.14
286.494108,73.0,73.8,73.8,0.0,0.0,44.51
286.525287,73.8,73.8,73.65,0.07,0.0,43.28
286.564548,73.8,73.8,73.8,0.0,0.0,44.79
286.595749,73.8,73.8,73.65,0.07,0.0,43.35
286.626947,73.8,73.72,73.8,0.0,0.0,43.5
286.658281,73.8,73.58,73.58,0.07,0.0,43.35
286.705079,73.65,73.58,73.65,0.0,0.0,43.42
286.736189,73.72,73.8,73.8,0.0,0.0,44.79
286.76769,73.8,73.8,73.58,0.07,0.0,43.42
286.798872,73.8,73.8,73.8,0.0,0.0,45.01
286.861233,73.8,73.8,73.65,0.07,0.0,43.57
286.90804,73.8,73.8,73.8,0.0,0.0,45.16
286.939305,73.8,73.8,73.65,0.07,0.0,43.64
286.970502,73.51,73.8,73.8,0.0,0.0,45.16
287.00189,73.8,73.8,73.65,0.07,0.0,43.78
287.033193,73.8,73.8,73.8,0.0,0.0,43.93
287.071797,73.8,73.58,73.58,0.07,0.0,43.78
287.103112,73.72,73.72,73.72,0.0,0.0,43.86
287.134248,73.8,73.8,73.8,0.0,0.0,45.3
287.165528,73.8,73.8,73.58,0.07,0.0,43.86
287.196673,73.29,73.8,73.8,0.0,0.0,44.94
287.274859,73.8,73.8,73.58,0.07,0.0,44.0
287.306093,73.8,73.8,73.8,0.0,0.0,45.52
287.337435,73.8,73.8,73.58,0.07,0.0,44.07
287.368696,73.65,73.51,73.58,0.0,0.0,44.15
287.399799,73.8,73.58,73.8,0.0,0.0,44.15
287.44656,73.72,73.65,73.51,0.0,0.0,44.15
287.477885,73.8,73.8,73.8,0.0,0.0,45.44
287.50918,73.8,73.8,73.58,0.07,0.0,44.22
287.54046,73.8,73.8,73.8,0.0,0.0,45.73
287.57911,73.8,73.8,73.58,0.07,0.0,44.29
287.641576,73.65,73.8,73.8,0.0,0.0,45.73
287.672691,73.8,73.8,73.58,0.07,0.0,44.36
287.703967,73.65,73.8,73.8,0.0,0.0,45.59
287.735281,73.8,73.8,73.58,0.07,0.0,44.43
287.782156,73.8,73.8,73.8,0.0,0.0,46.09
287.813433,73.8,73.8,73.65,0.07,0.0,44.58
287.844634,73.72,73.65,73.72,0.0,0.0,44.58
287.875845,73.72,73.8,73.8,0.0,0.0,46.02
287.907069,73.8,73.8,73.58,0.07,0.0,44.65
287.938246,73.8,73.8,73.8,0.0,0.0,46.09
287.985049,73.8,73.8,73.58,0.07,0.0,44.72
288.047653,73.8,73.8,73.8,0.0,0.0,46.31
288.075539,73.8,73.8,73.58,0.07,0.0,44.79
288.106906,73.58,73.8,73.8,0.0,0.0,46.31
288.138052,73.8,73.8,73.58,0.07,0.0,44.87
288.185004,73.8,73.8,73.8,0.0,0.0,46.17
288.216342,73.8,73.8,73.58,0.07,0.0,44.94
288.247588,73.8,73.72,73.8,0.0,0.0,45.01
288.278902,73.8,73.8,73.8,0.0,0.0,46.45
288.310112,73.8,73.8,73.58,0.07,0.0,45.08
288.341242,73.51,73.8,73.8,0.0,0.0,46.45
288.388042,73.8,73.8,73.58,0.07,0.0,45.08
288.450651,73.8,73.8,73.8,0.0,0.0,46.67
288.481704,73.8,73.8,73.65,0.07,0.0,45.23
288.51304,73.8,73.8,73.8,0.0,0.0,46.74
288.544315,73.8,73.8,73.58,0.07,0.0,45.23
288.588119,73.43,73.07,73.51,0.0,0.0,45.3
288.619411,73.8,73.65,73.51,0.07,0.0,45.3
288.650861,73.72,73.65,73.72,0.07,0.0,45.3
288.68205,73.8,73.8,73.8,0.0,0.0,46.81
288.713267,73.8,73.8,73.58,0.07,0.0,45.37
288.744541,73.72,73.8,73.8,0.0,0.0,46.89
288.82255,73.8,73.8,73.65,0.07,0.0,45.44
288.853719,73.43,73.8,73.8,0.0,0.0,46.96
288.884931,73.8,73.8,73.58,0.07,0.0,45.59
288.916343,73.8,73.8,73.8,0.0,0.0,47.1
288.947685,73.8,73.8,73.65,0.07,0.0,45.66
288.994283,73.72,73.65,73.72,0.0,0.0,45.73
289.025657,73.8,73.8,73.8,0.0,0.0,47.32
289.05677,73.8,73.8,73.8,0.0,0.0,46.96
289.09433,73.8,73.8,73.8,0.0,0.0,47.03
289.11647,73.8,73.8,73.58,0.07,0.0,46.02
289.14764,73.8,73.8,73.8,0.0,0.0,47.54
289.225757,73.8,73.8,73.65,0.07,0.0,46.17
289.256967,73.72,73.8,73.8,0.0,0.0,47.82
289.288254,73.8,73.8,73.65,0.07,0.0,46.24
289.319485,73.43,73.8,73.8,0.0,0.0,47.75
289.3508,73.8,73.8,73.65,0.07,0.0,46.38
289.397634,73.8,73.8,73.8,0.0,0.0,46.45
289.428926,73.8,73.8,73.8,0.0,0.0,47.97
289.460095,73.8,73.8,73.65,0.07,0.0,46.38
289.491281,73.72,73.8,73.8,0.0,0.0,48.11
289.522597,73.8,73.8,73.65,0.07,0.0,46.53
289.553726,73.72,73.8,73.8,0.0,0.0,48.04
289.621588,73.8,73.8,73.65,0.07,0.0,46.6
289.652863,73.8,73.8,73.8,0.0,0.0,48.33
289.699732,73.8,73.8,73.65,0.07,0.0,46.67
289.730893,73.58,73.43,73.51,0.0,0.0,46.67
289.762106,73.8,73.65,73.8,0.07,0.0,46.89
289.793273,73.8,73.8,73.8,0.0,0.0,48.33
289.824627,73.8,73.8,73.65,0.07,0.0,46.74
289.855972,73.72,73.72,73.72,0.0,0.0,46.89
289.902736,73.8,73.8,73.8,0.0,0.0,48.47
289.934098,73.8,73.8,73.58,0.07,0.0,46.89
289.99645,73.51,73.8,73.8,0.0,0.0,48.47
290.027597,73.8,73.8,73.58,0.07,0.0,46.89
290.059015,73.8,73.8,73.8,0.0,0.0,48.11
290.090218,73.8,73.8,73.65,0.07,0.0,47.03
290.126011,73.8,73.8,73.8,0.0,0.0,48.83
290.172697,73.8,73.8,73.65,0.07,0.0,47.1
290.204168,73.72,73.72,73.72,0.0,0.0,47.25
290.235182,73.8,73.8,73.8,0.0,0.0,48.76
290.266634,73.8,73.8,73.58,0.07,0.0,47.25
290.297854,73.8,73.8,73.8,0.0,0.0,48.91
290.329062,73.8,73.8,73.58,0.07,0.0,47.32
290.407268,73.8,73.8,73.8,0.0,0.0,48.98
290.438405,73.8,73.8,73.65,0.07,0.0,47.39
290.46964,73.43,73.8,73.8,0.0,0.0,49.05
290.500761,73.8,73.8,73.65,0.07,0.0,47.46
290.532096,73.8,73.8,73.8,0.0,0.0,49.2
290.563359,73.8,73.8,73.65,0.07,0.0,47.54
290.610373,73.72,73.65,73.72,0.0,0.0,47.61
290.633673,73.8,73.8,73.8,0.0,0.0,49.2
290.664784,73.8,73.8,73.58,0.07,0.0,47.61
290.71161,73.51,73.8,73.8,0.0,0.0,49.27
290.737592,73.8,73.8,73.58,0.07,0.0,47.75
290.800055,73.8,73.8,73.8,0.0,0.0,49.48
290.831356,73.8,73.8,73.58,0.07,0.0,47.82
290.878171,73.8,73.8,73.8,0.0,0.0,49.56
290.909401,73.8,73.8,73.58,0.07,0.0,47.9
290.940677,73.43,73.29,73.29,0.0,0.0,47.9
290.971889,73.8,73.65,73.58,0.07,0.0,47.9
291.003013,73.72,73.65,73.65,0.07,0.0,47.97
291.034211,73.8,73.8,73.8,0.0,0.0,49.56
291.081071,73.8,73.8,73.65,0.07,0.0,47.97
291.112519,73.8,73.8,73.8,0.0,0.0,49.63
291.182023,73.8,73.8,73.58,0.07,0.0,48.04
291.21344,73.51,73.8,73.8,0.0,0.0,49.7
291.244666,73.8,73.8,73.58,0.07,0.0,48.11
291.275752,73.8,73.8,73.8,0.0,0.0,49.92
