time,A0,A1,A2,A5,A6,A7
0.0,3.02,1.87,0.28,2.45,0.14,0.0
0.046863,2.95,1.8,0.0,1.87,0.0,0.0
0.078058,2.95,1.8,0.07,2.16,0.0,0.0
0.109227,3.02,1.65,0.0,2.01,0.0,0.0
0.140454,3.17,1.8,0.07,2.3,0.07,0.0
0.17169,3.24,1.8,0.0,2.3,0.0,0.0
0.202877,3.39,1.94,0.14,2.52,0.21,0.0
0.24969,3.53,2.01,0.07,2.45,0.21,0.0
0.281049,3.6,2.16,0.14,2.66,0.36,0.0
0.312403,3.82,2.09,0.07,2.66,0.36,0.0
0.34365,3.82,2.3,0.14,2.74,0.5,0.0
0.374839,4.03,2.3,0.07,2.66,0.57,0.0
0.406137,4.11,2.52,0.14,2.88,0.64,0.0
0.437341,4.25,2.52,0.07,2.81,0.64,0.07
0.471892,4.32,2.66,0.14,2.95,0.86,0.21
0.503464,4.54,2.66,0.07,2.95,0.79,0.28
0.550217,4.61,2.88,0.07,3.1,1.0,0.43
0.581372,4.76,2.81,0.07,3.1,1.0,0.43
0.612793,4.83,3.02,0.14,3.17,1.15,0.57
0.64389,4.97,3.02,0.07,3.17,1.15,0.64
0.675235,5.04,3.17,0.07,3.24,1.15,0.72
0.706195,5.26,3.17,0.07,3.31,1.29,0.86
0.753237,5.26,3.31,0.07,3.31,1.44,0.86
0.784486,5.48,3.39,0.07,3.46,1.51,1.0
0.81577,5.48,3.6,0.07,3.53,1.58,1.08
0.847055,5.77,3.67,0.14,3.6,1.73,1.29
0.878305,5.84,3.67,0.0,3.53,1.73,1.22
0.909395,5.91,3.75,0.07,3.75,1.87,1.51
0.94079,6.05,3.75,0.07,3.67,1.87,1.51
0.974502,6.2,3.96,0.07,3.82,2.01,1.65
0.990128,6.34,3.89,0.07,3.75,1.94,1.73
1.021559,6.42,4.18,0.07,3.96,2.09,1.8
1.052902,6.63,4.11,0.0,3.89,2.16,1.8
1.083991,6.63,4.32,0.07,4.03,2.3,1.87
1.115288,6.85,4.25,0.07,4.03,2.3,1.94
1.146564,6.85,4.54,0.07,4.11,2.52,2.09
1.177812,7.06,4.32,0.07,4.03,2.45,2.09
1.224591,7.14,4.61,0.07,4.18,2.66,2.23
1.255763,7.35,4.47,0.07,4.11,2.59,2.3
1.287177,7.35,4.76,0.07,4.25,2.74,2.38
1.318411,7.57,4.68,0.07,4.11,2.74,2.45
1.349692,7.64,4.97,0.07,4.25,2.88,2.59
1.380659,7.86,4.83,0.07,4.18,2.95,2.59
1.427533,7.79,5.12,0.07,4.25,3.1,2.74
1.459902,8.0,4.97,0.07,4.25,3.1,2.74
1.493424,7.93,5.26,0.07,4.4,3.24,2.88
1.525946,8.29,5.19,0.07,4.32,3.24,2.95
1.557061,8.22,5.41,0.07,4.47,3.39,3.02
1.588368,8.51,5.33,0.0,4.4,3.39,3.02
1.619489,8.51,5.62,0.0,4.61,3.53,3.17
1.65069,8.72,5.48,0.0,4.54,3.53,3.17
1.681942,8.65,5.77,0.0,4.61,3.6,3.24
1.729023,8.94,5.62,0.0,4.54,3.6,3.31
1.760176,9.01,5.91,0.0,4.68,3.75,3.46
1.79145,9.37,6.05,0.14,4.97,3.82,3.67
1.822525,9.37,5.98,0.07,4.9,3.75,3.67
1.853875,9.37,5.91,0.0,4.97,3.6,3.67
1.885071,9.37,6.2,0.0,5.04,3.75,3.82
1.931767,9.73,6.27,0.07,5.19,3.96,4.03
1.963374,9.81,6.27,0.0,5.04,3.96,4.03
1.997879,9.88,6.42,0.07,5.26,4.11,4.25
2.029449,9.95,6.27,0.0,5.04,4.03,4.11
2.029449,9.95,6.63,0.07,5.33,4.25,4.4
2.060694,10.24,6.42,0.0,5.19,4.18,4.4
2.091881,10.24,6.85,0.0,5.41,4.4,4.54
2.122859,10.46,6.56,0.0,5.26,4.32,4.47
2.154282,10.46,6.99,0.0,5.48,4.54,4.68
2.201078,10.74,6.78,0.0,5.33,4.47,4.61
2.232494,10.6,7.14,0.0,5.55,4.61,4.83
2.26374,10.89,6.92,0.0,5.41,4.54,4.76
2.294928,10.89,7.28,0.0,5.62,4.76,4.97
2.326291,11.18,6.99,0.0,5.55,4.68,4.83
2.357319,11.1,7.43,0.0,5.77,4.97,5.04
2.404042,11.39,7.21,0.0,5.62,4.9,4.97
2.435408,11.32,7.64,0.0,5.84,5.12,5.19
2.466752,11.54,7.35,0.0,5.69,4.97,5.12
2.500753,11.61,7.79,0.0,5.91,5.19,5.26
2.53221,11.9,7.5,0.0,5.77,5.04,5.19
2.563268,11.83,7.93,0.0,6.05,5.26,5.41
2.59465,12.11,7.64,0.0,5.91,5.19,5.33
2.625801,12.04,8.07,0.0,6.13,5.41,5.55
2.672601,12.33,7.79,0.0,5.98,5.33,5.48
2.703839,12.19,8.22,0.0,6.13,5.62,5.69
2.735288,12.48,7.93,0.0,5.98,5.48,5.62
2.766328,12.48,8.36,0.0,6.27,5.77,5.84
2.797567,12.69,8.07,0.0,6.05,5.62,5.77
2.828992,12.69,8.51,0.0,6.27,5.84,5.98
2.860286,13.05,8.22,0.0,6.13,5.69,5.91
2.907128,12.91,8.65,0.0,6.34,5.91,6.13
2.938347,13.27,8.36,0.0,6.2,5.77,6.05
2.969763,13.12,8.8,0.0,6.42,6.13,6.27
3.004461,13.49,8.51,0.0,6.27,5.98,6.2
3.036003,13.34,9.01,0.0,6.49,6.27,6.42
3.067042,13.7,8.72,0.0,6.34,6.13,6.27
3.098357,13.63,9.23,0.0,6.56,6.42,6.56
3.129435,13.99,8.8,0.0,6.34,6.2,6.42
3.176543,13.85,9.37,0.0,6.56,6.49,6.63
3.207805,14.13,9.01,0.0,6.42,6.34,6.49
3.238921,14.06,9.45,0.0,6.63,6.63,6.78
3.270249,14.35,9.16,0.0,6.49,6.42,6.7
3.30144,14.28,9.66,0.0,6.7,6.7,6.92
3.332687,14.64,9.23,0.0,6.56,6.49,6.78
3.379389,14.5,9.81,0.0,6.78,6.85,6.99
3.410755,14.86,9.37,0.0,6.63,6.63,6.92
3.44199,14.71,9.95,0.0,6.85,6.92,7.14
3.473259,15.07,9.59,0.0,6.7,6.78,6.99
3.542938,15.0,10.09,0.0,6.92,6.99,7.28
3.574109,15.29,9.66,0.0,6.7,6.85,7.06
3.605168,15.14,10.17,0.0,6.92,7.14,7.35
3.636624,15.51,9.81,0.0,6.7,6.92,7.21
3.667863,15.43,10.31,0.0,6.99,7.28,7.5
3.71459,15.72,9.95,0.0,6.85,7.06,7.35
3.745822,15.65,10.46,0.0,7.06,7.43,7.64
3.777119,15.94,10.02,0.0,6.92,7.14,7.5
3.808336,15.87,10.6,0.0,7.14,7.5,7.79
3.839425,16.3,10.46,0.0,7.06,7.35,7.71
3.870647,16.44,10.6,0.0,7.28,7.57,7.93
3.917508,16.52,10.53,0.0,7.21,7.43,8.0
3.949007,16.8,10.67,0.14,7.5,7.57,8.22
3.98029,16.73,10.67,0.0,7.35,7.5,8.22
4.011439,16.8,10.53,0.0,7.35,7.28,8.15
4.049009,16.66,10.96,0.0,7.57,7.5,8.36
4.080071,17.16,10.67,0.0,7.43,7.43,8.22
4.11159,17.02,11.25,0.07,7.86,7.79,8.65
4.142692,17.24,10.67,0.0,7.5,7.5,8.36
4.173913,17.16,11.25,0.0,7.93,7.86,8.72
4.205308,17.45,10.82,0.0,7.64,7.57,8.51
4.25205,17.31,11.39,0.0,8.0,7.93,8.8
4.283333,17.67,10.96,0.0,7.79,7.64,8.58
4.314537,17.53,11.54,0.0,8.07,8.07,8.94
4.34568,17.96,11.1,0.0,7.86,7.86,8.8
4.377033,17.81,11.68,0.0,8.15,8.22,9.08
4.40825,18.25,11.25,0.0,7.93,8.0,8.87
4.455233,18.1,11.83,0.0,8.22,8.36,9.16
4.486535,18.46,11.39,0.0,8.0,8.07,8.94
4.517698,18.25,11.97,0.0,8.29,8.44,9.3
4.552984,18.68,11.54,0.0,8.07,8.22,9.08
4.584224,18.46,12.19,0.0,8.36,8.58,9.45
4.615559,18.9,11.68,0.0,8.15,8.36,9.23
4.646815,18.75,12.26,0.0,8.44,8.72,9.59
4.679019,19.11,11.83,0.0,8.15,8.44,9.37
4.756911,18.9,12.4,0.0,8.51,8.8,9.73
4.788089,19.33,11.97,0.0,8.22,8.51,9.52
4.819534,19.18,12.55,0.0,8.58,8.94,9.88
4.850686,19.55,12.04,0.0,8.29,8.65,9.66
4.881997,19.47,12.69,0.0,8.65,9.08,10.02
4.913232,19.83,12.48,0.0,8.51,8.94,9.88
4.960268,20.05,12.62,0.0,8.65,9.08,10.09
4.991423,19.98,12.62,0.0,8.58,9.08,10.09
5.022493,20.12,12.48,0.0,8.51,8.87,10.02
5.06037,19.91,12.98,0.0,8.8,9.23,10.38
5.091633,20.41,12.55,0.0,8.72,9.01,10.17
5.122814,20.19,13.2,0.0,9.08,9.37,10.53
5.154024,20.63,12.69,0.0,8.8,9.08,10.31
5.18523,20.41,13.41,0.0,9.16,9.52,10.74
5.216512,20.84,12.84,0.0,8.8,9.23,10.38
5.263219,20.63,13.49,0.0,9.16,9.59,10.74
5.294649,21.06,12.98,0.0,8.87,9.37,10.46
5.325944,20.84,13.63,0.0,9.3,9.73,10.89
5.38829,21.28,13.05,0.0,8.94,9.45,10.53
5.419584,21.06,13.85,0.0,9.3,9.88,10.96
5.451037,21.49,13.2,0.0,9.01,9.52,10.6
5.497694,21.28,13.99,0.0,9.37,9.95,11.03
5.528805,21.85,13.7,0.0,9.23,9.81,10.96
5.566514,22.0,13.77,0.0,9.45,9.95,11.18
5.597681,22.0,13.77,0.0,9.37,9.88,11.18
5.629157,22.07,13.56,0.0,9.23,9.66,11.03
5.66038,21.78,14.21,0.0,9.52,10.02,11.32
5.691666,22.36,13.7,0.0,9.45,9.81,11.18
5.72274,22.14,14.42,0.0,9.81,10.17,11.54
5.753896,22.5,13.85,0.0,9.52,9.88,11.25
5.800919,22.21,14.57,0.0,9.88,10.31,11.68
5.83223,22.72,13.99,0.0,9.52,9.95,11.32
5.894712,22.5,14.71,0.0,9.88,10.46,11.75
5.925952,22.94,14.06,0.0,9.59,10.09,11.47
5.95716,22.72,14.86,0.0,9.95,10.53,11.9
6.003831,23.22,14.57,0.0,9.73,10.31,11.83
6.035324,23.37,14.71,0.0,9.95,10.46,12.04
6.07125,23.37,14.71,0.0,9.88,10.38,12.04
6.102587,23.51,14.42,0.0,9.88,10.24,11.97
6.133797,23.22,15.14,0.0,10.17,10.6,12.4
6.164941,23.73,14.57,0.0,9.88,10.31,12.04
6.196143,23.44,15.29,0.0,10.17,10.67,12.48
6.258809,23.95,14.71,0.0,9.88,10.53,12.11
6.305663,23.73,15.51,0.0,10.24,10.82,12.62
6.336801,24.16,14.86,0.0,9.95,10.46,12.26
6.368215,23.87,15.65,0.0,10.31,10.89,12.76
6.399496,24.6,15.43,0.0,10.24,10.74,12.69
6.430531,24.67,15.07,0.0,10.09,10.6,12.55
6.46165,24.31,15.87,0.0,10.46,11.03,12.98
6.508523,24.81,15.22,0.0,10.17,10.67,12.62
6.540005,24.52,16.08,0.0,10.6,11.18,13.12
6.605718,25.1,15.36,0.0,10.24,10.82,12.84
6.636785,24.81,16.23,0.0,10.67,11.32,13.27
6.668235,25.39,15.87,0.0,10.46,11.18,13.12
6.699558,25.39,15.58,0.0,10.38,10.96,12.91
6.730703,25.24,16.44,0.07,10.89,11.54,13.49
6.777528,25.6,15.65,0.0,10.53,11.1,13.05
6.808843,25.32,16.52,0.0,10.89,11.61,13.56
6.840054,25.89,15.79,0.0,10.53,11.18,13.2
6.902343,25.53,16.59,0.0,10.96,11.68,13.63
6.933699,26.11,15.94,0.0,10.53,11.32,13.27
6.964827,25.6,16.01,0.0,10.6,11.39,13.34
7.011872,25.89,16.88,0.0,10.96,11.9,13.7
7.04325,26.69,16.15,0.07,10.74,11.68,13.49
7.077636,26.11,17.02,0.0,11.1,12.19,13.92
7.108845,26.76,16.3,0.0,10.74,11.75,13.49
7.14,26.4,17.16,0.0,11.18,12.26,13.99
7.202426,26.9,16.44,0.0,10.82,11.9,13.63
7.249274,26.61,17.38,0.0,11.25,12.4,14.06
7.280789,27.26,17.02,0.0,11.03,12.26,13.92
7.312058,27.26,16.66,0.0,10.89,12.04,13.7
7.34325,27.05,17.6,0.0,11.47,12.69,14.28
7.374537,27.41,16.73,0.0,10.96,12.19,13.77
7.405733,27.19,17.67,0.0,11.47,12.69,14.35
7.436938,27.7,16.88,0.0,11.03,12.26,13.92
7.515078,27.41,17.81,0.0,11.54,12.76,14.42
7.546344,27.91,17.02,0.0,11.18,12.33,13.99
7.584277,27.62,17.96,0.0,11.61,12.91,14.5
7.615425,28.35,17.6,0.0,11.47,12.76,14.5
7.646537,28.27,17.24,0.0,11.32,12.48,14.28
7.677614,27.99,18.1,0.0,11.75,12.98,14.86
7.709095,28.49,17.45,0.0,11.32,12.55,14.35
7.740305,28.27,18.32,0.0,11.83,13.05,14.86
7.818421,28.71,17.53,0.0,11.47,12.62,14.42
7.849641,28.42,18.46,0.0,11.9,13.05,15.0
7.880742,29.14,18.1,0.0,11.68,12.91,14.78
7.91206,29.07,17.74,0.0,11.54,12.76,14.71
7.943418,28.92,18.75,0.0,12.11,13.27,15.29
7.974766,29.14,17.81,0.0,11.61,12.76,14.86
8.021567,29.07,18.68,0.0,12.11,13.41,15.36
8.052757,29.5,17.96,0.0,11.75,12.91,14.93
8.11959,29.28,18.82,0.0,12.19,13.49,15.51
8.151016,29.72,18.03,0.0,11.83,12.98,15.07
8.182379,29.43,18.97,0.0,12.33,13.56,15.65
8.213553,30.15,18.68,0.0,12.11,13.34,15.51
8.244832,30.15,18.25,0.0,11.97,13.12,15.29
8.291642,29.79,19.18,0.0,12.33,13.56,15.79
8.32279,30.37,18.46,0.0,11.97,13.12,15.43
8.354083,30.01,19.4,0.0,12.48,13.7,16.01
8.416541,30.58,18.54,0.0,12.04,13.27,15.51
8.447775,30.22,19.55,0.0,12.48,13.85,16.08
8.494502,30.87,19.11,0.0,12.26,13.63,15.94
8.525852,30.87,18.82,0.0,12.04,13.41,15.72
8.557043,30.73,19.76,0.0,12.62,14.06,16.37
8.593643,31.02,18.82,0.0,12.19,13.56,15.79
8.625111,30.8,19.76,0.0,12.76,14.13,16.44
8.656324,31.38,18.97,0.0,12.33,13.63,15.94
8.71882,31.02,19.91,0.0,12.76,14.28,16.52
8.750056,31.59,19.11,0.0,12.4,13.77,16.08
8.797092,31.09,19.18,0.0,12.4,13.85,16.08
8.828159,31.38,20.12,0.0,12.91,14.42,16.59
8.859408,32.24,19.4,0.07,12.62,14.13,16.23
8.890627,31.59,20.27,0.0,12.98,14.71,16.73
8.921853,32.31,19.47,0.0,12.55,14.21,16.23
8.953117,31.81,20.48,0.0,13.05,14.78,16.88
9.031294,32.39,19.55,0.0,12.55,14.35,16.3
9.062455,32.03,20.63,0.0,13.05,14.93,16.95
9.085867,32.67,19.69,0.0,12.55,14.42,16.44
9.132929,32.24,19.83,0.07,12.69,14.57,16.52
9.164211,32.31,20.84,0.0,13.12,15.14,17.02
9.195375,33.04,19.98,0.0,12.62,14.64,16.52
9.226622,32.6,21.06,0.0,13.05,15.29,17.16
9.257931,33.32,20.19,0.0,12.62,14.78,16.59
9.320301,32.75,21.28,0.0,13.2,15.36,17.16
9.367309,33.4,20.27,0.0,12.69,14.78,16.66
9.39849,32.96,21.35,0.0,13.2,15.51,17.31
9.429878,33.83,20.92,0.0,12.98,15.22,17.16
9.460782,33.97,20.63,0.0,12.91,15.07,16.95
9.492348,33.32,21.64,0.0,13.34,15.65,17.53
9.523531,34.05,20.7,0.0,12.84,15.14,17.02
9.570132,33.54,21.78,0.0,13.41,15.79,17.6
9.636145,34.19,20.77,0.0,12.91,15.29,17.02
9.667422,33.83,21.93,0.0,13.41,15.94,17.67
9.698679,34.48,21.35,0.0,13.2,15.65,17.45
9.730017,34.48,21.06,0.0,12.91,15.36,17.16
9.761219,34.26,22.14,0.0,13.63,16.15,17.89
9.79253,34.62,21.06,0.0,13.05,15.58,17.31
9.839176,34.41,22.07,0.0,13.7,16.15,17.96
9.87048,34.91,21.13,0.0,13.2,15.65,17.38
9.932948,34.55,22.29,0.0,13.7,16.3,18.03
9.964419,35.06,21.28,0.0,13.2,15.72,17.53
9.995576,34.69,22.36,0.0,13.77,16.3,18.17
10.042336,35.56,22.0,0.0,13.56,16.08,18.03
10.073757,35.63,21.57,0.0,13.41,15.79,17.67
10.1085,35.13,22.58,0.0,13.85,16.44,18.25
10.13977,35.7,21.64,0.0,13.41,15.87,17.74
10.171036,35.27,22.79,0.0,13.92,16.44,18.46
10.233435,35.85,21.78,0.0,13.41,15.94,17.89
10.264633,35.49,22.94,0.0,13.99,16.59,18.54
10.311375,36.21,22.36,0.0,13.77,16.37,18.32
10.342623,36.21,22.0,0.0,13.56,16.15,18.1
10.37405,35.99,23.08,0.0,14.21,16.88,18.82
10.405322,36.35,22.0,0.0,13.63,16.23,18.25
10.436662,35.99,23.22,0.0,14.21,16.88,18.9
10.467819,36.64,22.14,0.0,13.7,16.3,18.32
10.545763,36.21,23.37,0.0,14.28,16.95,19.04
10.576944,36.86,22.29,0.0,13.77,16.3,18.46
10.604854,36.43,23.44,0.0,14.28,16.95,19.04
10.636277,37.29,23.08,0.0,14.13,16.8,18.97
10.667555,37.29,22.5,0.0,13.99,16.44,18.68
10.714428,36.71,23.66,0.0,14.5,17.09,19.33
10.745582,37.51,22.72,0.0,13.92,16.52,18.75
10.77686,37.0,23.87,0.0,14.57,17.16,19.4
10.839287,37.65,22.79,0.0,13.99,16.59,18.82
10.87052,37.15,24.02,0.0,14.57,17.31,19.47
10.917324,38.09,23.59,0.0,14.28,17.09,19.33
10.948793,38.01,23.08,0.0,14.06,16.73,18.97
10.980065,37.72,24.23,0.0,14.78,17.53,19.76
11.011163,38.16,23.08,0.0,14.13,16.8,19.11
11.04226,37.72,24.31,0.0,14.78,17.6,19.83
11.073695,38.45,23.22,0.0,14.21,16.95,19.18
11.148277,37.94,24.45,0.0,14.78,17.67,19.83
11.179453,38.66,23.37,0.0,14.21,17.02,19.26
11.210764,38.16,24.67,0.0,14.86,17.74,19.98
11.242007,39.17,24.23,0.0,14.71,17.53,19.91
11.273195,39.1,23.59,0.0,14.5,17.09,19.47
11.320055,38.37,24.81,0.0,15.07,17.81,20.19
11.351271,39.31,23.73,0.0,14.5,17.16,19.55
11.382611,38.66,24.96,0.0,15.14,17.96,20.19
11.445004,39.38,23.8,0.0,14.57,17.31,19.55
11.476102,38.81,25.1,0.0,15.14,18.03,20.34
11.522959,39.6,23.95,0.0,14.64,17.38,19.62
11.554486,38.81,24.09,0.0,14.64,17.45,19.62
11.585681,39.31,25.46,0.0,15.43,18.25,20.41
11.620718,39.89,24.16,0.0,14.78,17.53,19.69
11.652165,39.38,25.39,0.0,15.43,18.25,20.48
11.683373,40.11,24.23,0.0,14.86,17.6,19.83
11.745827,39.53,25.46,0.0,15.51,18.32,20.56
11.777097,40.32,24.31,0.0,14.93,17.74,19.83
11.824116,39.74,25.6,0.0,15.51,18.46,20.63
11.855197,40.75,25.1,0.0,15.36,18.17,20.41
11.886552,40.68,24.52,0.0,15.0,17.81,20.05
11.917686,40.03,25.82,0.0,15.58,18.54,20.77
11.948967,40.83,24.67,0.0,15.0,17.81,20.19
11.980302,40.25,25.97,0.0,15.65,18.54,20.92
12.058123,40.97,24.81,0.0,15.07,17.89,20.27
12.089604,40.39,26.11,0.0,15.72,18.68,21.06
12.127515,41.26,24.88,0.0,15.14,18.03,20.34
12.159027,40.39,24.96,0.0,15.22,18.1,20.34
12.190243,40.97,26.4,0.0,15.94,18.9,21.06
12.221464,41.4,25.03,0.0,15.29,18.17,20.34
12.252609,40.97,26.4,0.0,15.94,19.04,21.13
12.28381,41.76,25.17,0.0,15.36,18.32,20.48
12.362061,41.19,26.47,0.0,15.94,19.11,21.2
12.393218,41.84,25.32,0.0,15.36,18.39,20.56
12.424497,41.33,26.61,0.0,16.01,19.11,21.28
12.455692,42.34,26.11,0.0,15.79,18.9,21.13
12.486964,42.34,25.53,0.0,15.51,18.46,20.77
12.533683,41.62,26.76,0.0,16.08,19.18,21.49
12.565097,42.34,25.68,0.0,15.58,18.54,20.84
12.596298,41.84,26.98,0.0,16.23,19.33,21.57
12.666291,42.63,25.82,0.0,15.58,18.61,20.92
12.697384,42.05,27.05,0.0,16.23,19.4,21.71
12.728544,42.77,25.89,0.0,15.65,18.68,21.06
12.75975,41.98,25.97,0.0,15.65,18.82,20.99
12.790928,42.49,27.34,0.0,16.37,19.62,21.71
12.822382,42.92,25.97,0.0,15.72,18.82,21.13
12.869133,42.49,27.34,0.0,16.37,19.62,21.85
12.900409,43.21,26.11,0.0,15.79,18.97,21.2
12.962969,42.7,27.41,0.0,16.44,19.69,21.93
12.994128,43.42,26.25,0.0,15.87,19.04,21.28
13.025278,42.92,27.62,0.0,16.52,19.76,22.0
13.056638,43.86,27.12,0.0,16.3,19.55,21.85
13.103475,43.86,26.47,0.0,16.01,19.11,21.49
13.138454,43.21,27.77,0.0,16.66,19.91,22.21
13.171914,44.0,26.61,0.0,16.01,19.26,21.57
13.203282,43.35,27.99,0.0,16.66,19.98,22.36
13.265668,44.22,26.76,0.0,16.01,19.26,21.64
13.297056,43.64,28.13,0.0,16.8,20.05,22.43
13.328338,44.29,26.83,0.0,16.08,19.33,21.71
13.359502,43.5,26.9,0.0,16.15,19.33,21.78
13.406284,44.07,28.35,0.0,16.88,20.12,22.58
13.437515,44.51,26.9,0.0,16.15,19.4,21.85
13.468795,44.07,28.35,0.0,16.88,20.19,22.72
13.49987,44.87,27.05,0.0,16.23,19.47,21.93
13.562525,44.29,28.56,0.0,16.95,20.34,22.79
13.609218,45.08,27.19,0.0,16.3,19.55,22.0
13.642902,44.43,28.63,0.0,16.95,20.41,22.79
13.676327,45.52,28.06,0.0,16.8,20.12,22.58
13.707426,45.52,27.41,0.0,16.52,19.69,22.21
13.738822,44.72,28.85,0.0,17.16,20.48,23.01
13.770017,45.59,27.48,0.0,16.44,19.76,22.29
13.801504,44.94,28.92,0.0,17.16,20.63,23.08
13.863778,45.8,27.62,0.0,16.52,19.91,22.36
13.910656,45.16,29.07,0.0,17.16,20.77,23.22
13.941746,46.02,27.7,0.0,16.52,19.98,22.43
13.973255,45.01,27.77,0.0,16.59,20.05,22.43
14.004549,45.66,29.36,0.0,17.38,20.92,23.3
14.035756,46.17,27.84,0.0,16.66,20.12,22.5
14.066963,45.59,29.28,0.0,17.38,20.99,23.3
14.113869,46.45,27.99,0.0,16.73,20.27,22.5
14.179143,45.66,29.43,0.0,17.53,21.06,23.44
14.210341,46.6,28.06,0.0,16.8,20.34,22.58
14.241625,46.02,29.5,0.0,17.6,21.2,23.44
14.272912,47.18,29.0,0.0,17.31,20.92,23.22
14.303899,47.18,28.27,0.0,17.09,20.41,22.72
14.335497,46.24,29.72,0.0,17.67,21.28,23.59
14.382115,47.18,28.42,0.0,17.02,20.48,22.79
14.413418,46.45,29.93,0.0,17.74,21.42,23.73
14.475845,47.39,28.49,0.0,17.02,20.63,22.94
14.506976,46.6,30.01,0.0,17.81,21.57,23.8
14.538552,47.46,28.63,0.0,17.09,20.77,23.01
14.585349,46.53,28.71,0.0,17.16,20.84,23.01
14.616326,47.18,30.29,0.0,17.96,21.78,23.87
14.651985,47.68,28.78,0.0,17.24,20.84,23.08
14.683372,47.1,30.22,0.0,17.96,21.78,23.87
14.714708,47.97,28.92,0.0,17.31,20.99,23.15
14.777196,47.32,30.37,0.0,18.03,21.85,23.95
14.808446,48.11,29.0,0.0,17.31,21.06,23.22
14.855071,47.46,30.58,0.0,18.1,21.93,24.02
14.886498,48.55,29.86,0.0,17.81,21.57,23.8
14.917812,48.69,29.36,0.0,17.53,21.28,23.44
14.948938,47.68,30.73,0.0,18.17,22.14,24.23
14.980293,48.62,29.36,0.0,17.45,21.35,23.51
15.011479,47.97,30.94,0.0,18.17,22.14,24.38
15.089657,48.76,29.5,0.0,17.45,21.35,23.59
15.120802,48.11,31.09,0.0,18.25,22.29,24.45
15.154948,48.91,29.57,0.0,17.53,21.49,23.59
15.186394,48.04,29.64,0.0,17.6,21.64,23.66
15.217504,48.55,31.23,0.0,18.39,22.5,24.52
15.248898,49.12,29.72,0.0,17.6,21.64,23.73
15.280281,48.62,31.23,0.0,18.39,22.58,24.6
15.311442,49.41,29.79,0.0,17.67,21.78,23.8
15.389391,48.83,31.38,0.0,18.46,22.65,24.67
15.420525,49.56,29.93,0.0,17.67,21.85,23.95
15.451942,48.98,31.52,0.0,18.46,22.72,24.81
15.48315,50.06,30.87,0.0,18.17,22.5,24.6
15.514412,50.13,30.15,0.0,17.89,22.0,24.16
15.561351,49.27,31.66,0.0,18.61,22.86,24.96
15.592391,50.06,30.29,0.0,17.81,22.0,24.16
15.623592,49.48,31.81,0.0,18.61,22.94,25.03
15.692953,50.35,30.37,0.0,17.89,22.07,24.31
15.724149,49.7,31.95,0.0,18.68,23.01,25.17
15.755427,50.49,30.44,0.0,17.89,22.07,24.38
15.786453,49.56,30.51,0.0,17.96,22.21,24.38
15.817719,50.13,32.1,0.0,18.82,23.15,25.32
15.864545,50.64,30.58,0.0,18.03,22.29,24.45
15.895975,50.2,32.24,0.0,18.82,23.22,25.39
15.927156,51.0,30.65,0.0,18.17,22.43,24.45
15.98985,50.35,32.24,0.0,18.97,23.37,25.39
16.020935,51.14,30.8,0.0,18.25,22.43,24.6
16.052198,50.42,32.39,0.0,19.04,23.44,25.53
16.099077,51.79,31.81,0.0,18.75,23.08,25.32
16.130411,51.72,31.02,0.0,18.39,22.58,24.81
16.165393,50.78,32.67,0.0,19.11,23.44,25.68
16.196941,51.65,31.09,0.0,18.32,22.58,24.81
16.228127,50.93,32.82,0.0,19.11,23.59,25.75
16.290396,51.94,31.23,0.0,18.39,22.72,24.88
16.321797,51.14,32.89,0.0,19.18,23.66,25.82
16.368651,52.01,31.38,0.0,18.39,22.79,24.96
16.399981,51.0,31.38,0.0,18.46,22.86,25.03
16.431244,51.65,33.11,0.0,19.26,23.8,25.97
16.462348,52.22,31.45,0.0,18.46,22.86,25.1
16.49369,51.58,33.11,0.0,19.33,23.87,26.04
16.524922,52.59,31.59,0.0,18.54,23.01,25.17
16.603039,51.79,33.18,0.0,19.33,23.95,26.04
16.634232,52.73,31.66,0.0,18.61,23.08,25.24
16.671261,52.01,33.47,0.0,19.47,24.02,26.33
16.702867,53.23,32.67,0.0,19.04,23.73,25.97
16.733969,53.31,32.03,0.0,18.75,23.22,25.46
16.76501,52.15,33.54,0.0,19.47,24.23,26.33
16.796393,53.31,32.03,0.0,18.75,23.22,25.46
16.827637,52.44,33.61,0.0,19.55,24.23,26.4
16.905795,53.38,32.17,0.0,18.75,23.37,25.46
16.937068,52.66,33.83,0.0,19.55,24.38,26.4
16.968338,53.52,32.24,0.0,18.82,23.44,25.53
16.999517,52.51,32.31,0.0,18.9,23.51,25.53
17.030557,53.16,33.97,0.0,19.76,24.52,26.47
17.061918,53.81,32.31,0.0,18.82,23.59,25.6
17.108916,53.09,34.05,0.0,19.76,24.67,26.61
17.140043,54.1,32.53,0.0,18.9,23.73,25.68
17.207243,53.31,34.19,0.0,19.76,24.74,26.69
17.238428,54.24,32.6,0.0,18.97,23.8,25.75
17.269693,53.6,34.26,0.0,19.76,24.81,26.76
17.300801,54.68,33.54,0.0,19.33,24.52,26.47
17.332027,54.82,32.89,0.0,19.11,24.02,25.97
17.378745,53.67,34.48,0.0,19.83,24.96,26.9
17.41011,54.68,33.25,0.0,19.04,24.02,25.97
17.441356,53.96,34.69,0.0,19.91,25.03,26.98
17.503923,54.89,33.04,0.0,19.11,24.09,26.04
17.535076,54.17,34.69,0.0,19.98,25.17,27.05
