X,Y,Z,A0,A1,A2,A5,A6,A7
43.411765,-0.793799,0.493789,73.22,52.87,0.0,31.45,48.11,42.05
43.470588,-0.793899,0.493857,73.51,55.98,0.0,32.96,49.92,43.28
43.529412,-0.794109,0.493919,73.8,53.09,0.0,31.52,48.11,41.98
43.588235,-0.794305,0.493910,73.72,55.62,0.0,32.89,50.13,43.64
43.647059,-0.794484,0.493921,73.8,53.31,0.0,31.52,48.26,42.13
43.705882,-0.794591,0.493992,73.58,55.98,0.0,32.89,50.2,43.64
43.764706,-0.794747,0.494126,73.8,53.31,0.0,31.74,48.33,42.2
43.823529,-0.794874,0.494146,73.07,55.98,0.0,32.89,49.84,43.42
43.882353,-0.794921,0.494144,73.8,54.82,0.0,32.6,49.77,43.42
43.941176,-0.794887,0.494336,73.8,53.45,0.0,31.95,48.55,42.27
44.000000,-0.794923,0.494319,73.43,56.19,0.0,32.89,50.2,43.78
44.058824,-0.795088,0.494214,73.8,53.6,0.0,31.74,48.69,42.27
44.117647,-0.795097,0.494387,73.65,56.26,0.0,33.25,50.71,43.93
44.176471,-0.795210,0.494410,73.8,53.67,0.0,31.88,48.76,42.41
44.235294,-0.795298,0.494327,73.65,56.55,0.0,33.32,50.71,44.07
44.294118,-0.795312,0.494367,73.8,53.81,0.0,31.88,48.83,42.56
44.352941,-0.795181,0.494576,73.0,53.88,0.0,31.95,48.76,42.56
44.411765,-0.795091,0.494609,73.8,56.41,0.0,33.54,50.93,44.15
44.470588,-0.795079,0.494586,73.8,53.81,0.0,32.17,48.91,42.63
44.529412,-0.794937,0.494738,73.65,56.55,0.0,33.54,50.93,44.15
44.588235,-0.794876,0.494838,73.8,54.1,0.0,32.31,49.05,42.7
44.647059,-0.794989,0.494807,73.22,56.63,0.0,33.54,50.71,44.0
44.705882,-0.795096,0.494805,73.8,54.1,0.0,32.31,49.12,42.85
44.764706,-0.795002,0.494960,73.65,56.55,0.0,33.68,51.21,44.43
44.823529,-0.795148,0.495017,73.8,55.76,0.0,33.18,50.49,44.07
44.882353,-0.795276,0.494955,73.8,54.32,0.0,32.53,49.27,43.06
44.941176,-0.795147,0.495120,73.51,56.48,0.0,33.76,51.29,44.58
45.000000,-0.795035,0.495184,73.8,54.32,0.0,32.39,49.41,42.92
45.058824,-0.795116,0.495131,73.65,57.13,0.0,33.76,51.5,44.58
45.117647,-0.795237,0.495246,73.8,54.53,0.0,32.53,49.56,42.99
45.176471,-0.795269,0.495320,73.43,57.35,0.0,33.47,51.36,44.43
45.235294,-0.795403,0.495359,73.8,54.68,0.0,32.46,49.63,43.14
45.294118,-0.795533,0.495372,72.93,54.68,0.0,32.6,49.77,43.06
45.352941,-0.795450,0.495505,73.72,57.56,0.0,33.9,51.72,44.65
45.411765,-0.795455,0.495535,73.8,54.75,0.0,32.67,49.77,43.28
45.470588,-0.795601,0.495520,73.07,57.42,0.0,34.05,51.58,44.58
45.529412,-0.795697,0.495637,73.8,54.75,0.0,32.67,49.77,43.28
45.588235,-0.795745,0.495702,73.58,57.35,0.0,34.12,52.01,44.94
45.647059,-0.795857,0.495662,73.8,54.82,0.0,32.82,49.99,43.35
45.705882,-0.795927,0.495716,73.65,57.78,0.0,34.12,52.01,44.94
45.764706,-0.795866,0.495881,73.8,56.55,0.0,33.54,51.5,44.72
45.823529,-0.795769,0.495923,73.8,55.18,0.0,32.96,50.28,43.64
45.882353,-0.795806,0.495949,73.58,58.0,0.0,34.19,52.15,45.16
45.941176,-0.795701,0.496064,73.8,55.25,0.0,32.89,50.2,43.64
46.000000,-0.795483,0.496164,72.86,58.0,0.0,34.05,51.79,45.08
46.058824,-0.795574,0.496177,73.8,55.18,0.0,33.04,50.28,43.71
46.117647,-0.795550,0.496142,73.58,57.85,0.0,34.41,52.37,45.3
46.176471,-0.795536,0.496321,73.8,55.33,0.0,33.11,50.49,43.78
46.235294,-0.795508,0.496420,73.22,55.54,0.0,33.25,50.64,43.86
46.294118,-0.795348,0.496410,73.72,58.28,0.0,34.62,52.66,45.3
46.352941,-0.795152,0.496498,73.8,55.47,0.0,33.25,50.64,43.86
46.411765,-0.795158,0.496677,73.72,58.21,0.0,34.69,52.8,45.59
46.470588,-0.795221,0.496745,73.8,55.62,0.0,33.25,50.71,44.0
46.529412,-0.795197,0.496672,73.51,58.57,0.0,34.62,52.66,45.59
46.588235,-0.795264,0.496815,73.8,55.62,0.0,33.32,50.78,44.15
46.647059,-0.795327,0.496917,73.15,58.43,0.0,34.77,52.51,45.37
46.705882,-0.795414,0.496812,73.8,57.13,0.0,34.19,52.3,45.3
46.764706,-0.795390,0.496937,73.8,55.9,0.0,33.61,51.0,44.29
46.823529,-0.795624,0.496982,73.07,58.72,0.0,34.77,52.8,45.44
46.882353,-0.795838,0.496938,73.8,55.98,0.0,33.54,51.14,44.29
46.941176,-0.795990,0.497041,73.72,58.36,0.0,34.84,53.23,46.02
47.000000,-0.796141,0.497100,73.8,56.05,0.0,33.47,51.14,44.43
47.058824,-0.796245,0.497044,73.58,58.93,0.0,34.91,53.16,46.09
47.117647,-0.796309,0.497174,73.8,55.98,0.0,33.61,51.29,44.51
47.176471,-0.796218,0.497306,72.93,56.12,0.0,33.4,51.14,44.43
47.235294,-0.796171,0.497279,73.8,58.79,0.0,35.27,53.45,46.09
47.294118,-0.796282,0.497324,73.8,56.12,0.0,33.83,51.5,44.51
47.352941,-0.796366,0.497406,73.58,59.08,0.0,35.2,53.45,46.02
47.411765,-0.796379,0.497554,73.8,56.19,0.0,33.76,51.5,44.51
47.470588,-0.796674,0.497773,73.36,59.01,0.0,35.27,53.38,46.02
47.529412,-0.796908,0.497505,73.8,56.34,0.0,33.83,51.65,44.65
47.588235,-0.796968,0.497633,73.65,59.01,0.0,35.27,53.67,46.38
47.647059,-0.797051,0.497656,73.8,57.85,0.0,34.77,53.16,46.09
47.705882,-0.797147,0.497639,73.8,56.48,0.0,34.05,51.86,45.01
47.764706,-0.797018,0.497760,73.51,59.08,0.0,35.42,53.81,46.45
47.823529,-0.796733,0.497909,73.8,56.48,0.0,34.05,51.86,44.87
47.882353,-0.796828,0.497871,73.72,59.58,0.0,35.34,54.03,46.53
47.941176,-0.796822,0.497935,73.8,56.63,0.0,34.05,52.01,44.87
48.000000,-0.796777,0.497993,73.43,59.66,0.0,35.27,53.67,46.53
48.058824,-0.796748,0.498116,73.8,56.84,0.0,34.19,52.01,45.01
48.117647,-0.796737,0.498155,73.0,56.41,0.0,34.19,52.15,45.01
48.176471,-0.796889,0.498148,73.72,59.8,0.0,35.49,54.1,46.67
48.235294,-0.797008,0.498263,73.8,56.84,0.0,34.33,52.22,45.08
48.294118,-0.797180,0.498256,73.43,59.66,0.0,35.78,54.32,46.74
48.352941,-0.797264,0.498243,73.8,56.84,0.0,34.41,52.3,45.16
48.411765,-0.797293,0.498395,73.65,59.8,0.0,35.99,54.53,46.89
48.470588,-0.797261,0.498459,73.8,57.13,0.0,34.48,52.37,45.23
48.529412,-0.797265,0.498483,73.65,60.23,0.0,35.78,54.53,46.89
48.588235,-0.797253,0.498556,73.8,58.86,0.0,35.34,54.03,46.67
48.647059,-0.797288,0.498656,73.8,57.35,0.0,34.62,52.66,45.44
48.705882,-0.797339,0.498641,73.51,60.23,0.0,35.85,54.68,47.18
48.764706,-0.797385,0.498715,73.8,57.2,0.0,34.62,52.51,45.52
48.823529,-0.797375,0.498879,73.07,60.09,0.0,35.85,54.39,46.96
48.882353,-0.797305,0.498864,73.8,57.42,0.0,34.62,52.73,45.59
48.941176,-0.797218,0.498940,73.65,59.87,0.0,36.21,55.04,47.25
49.000000,-0.797055,0.499175,73.8,57.64,0.0,34.77,52.87,45.73
49.058824,-0.796935,0.499211,73.29,57.71,0.0,34.77,53.02,45.73
49.117647,-0.796828,0.499181,73.36,57.64,0.0,34.91,53.16,45.8
49.176471,-0.796623,0.499369,73.36,58.0,0.0,34.55,53.02,45.73
49.235294,-0.796415,0.499506,73.65,60.52,0.0,36.21,55.33,47.46
49.294118,-0.796449,0.499459,73.8,57.85,0.0,34.91,53.23,45.73
49.352941,-0.796492,0.499534,73.51,60.67,0.0,36.21,55.33,47.39
49.411765,-0.796333,0.499691,73.8,57.85,0.0,34.91,53.23,45.59
49.470588,-0.796404,0.499677,73.29,60.81,0.0,36.35,55.47,47.18
49.529412,-0.796439,0.499643,73.8,59.51,0.0,35.92,54.97,46.96
49.588235,-0.796431,0.499725,73.8,58.21,0.0,34.98,53.6,46.02
49.647059,-0.796489,0.499759,73.29,61.17,0.0,36.21,55.47,47.39
49.705882,-0.796691,0.499785,73.8,58.21,0.0,34.98,53.74,46.02
49.764706,-0.796663,0.499802,73.58,60.95,0.0,36.5,55.83,47.9
49.823529,-0.796616,0.499909,73.8,58.21,0.0,35.06,53.67,46.02
49.882353,-0.796781,0.500024,73.43,61.46,0.0,36.5,55.98,47.9
49.941176,-0.796869,0.499998,73.8,58.28,0.0,35.2,53.67,46.17
50.000000,-0.796877,0.500037,72.79,58.5,0.0,34.98,53.52,45.95
50.058824,-0.796912,0.500134,73.8,61.46,0.0,36.79,56.12,47.9
50.117647,-0.797135,0.500133,73.8,58.5,0.0,35.42,54.03,46.17
50.176471,-0.797032,0.500180,73.43,61.68,0.0,36.5,56.05,47.75
50.235294,-0.796981,0.500296,73.8,58.5,0.0,35.42,54.1,46.31
50.294118,-0.797069,0.500347,73.36,61.31,0.0,36.79,56.26,47.9
50.352941,-0.797161,0.500326,73.8,58.72,0.0,35.42,54.1,46.53
50.411765,-0.797381,0.500435,73.65,61.39,0.0,37.08,56.41,48.19
50.470588,-0.797413,0.500510,73.8,60.16,0.0,36.5,55.69,47.75
50.529412,-0.797445,0.500475,73.8,58.65,0.0,35.78,54.32,46.45
50.588235,-0.797493,0.500574,73.58,61.39,0.0,37.08,56.63,48.33
50.647059,-0.797552,0.500685,73.8,59.08,0.0,35.63,54.39,46.53
50.705882,-0.797694,0.500582,73.65,61.96,0.0,37.0,56.7,48.26
50.764706,-0.797785,0.500728,73.8,59.01,0.0,35.63,54.53,46.74
50.823529,-0.797606,0.500889,73.22,61.96,0.0,36.93,56.41,47.97
50.882353,-0.797604,0.500834,73.8,59.15,0.0,35.63,54.61,46.74
50.941176,-0.797677,0.500844,73.15,58.57,0.0,35.85,54.68,46.74
51.000000,-0.797909,0.500935,73.43,62.04,0.0,37.08,56.48,48.4
51.058824,-0.798003,0.500996,73.8,59.08,0.0,35.92,54.68,46.89
51.117647,-0.797918,0.501003,73.72,61.82,0.0,37.29,57.13,48.47
51.176471,-0.797995,0.501139,73.8,59.22,0.0,35.85,54.89,46.81
51.235294,-0.798017,0.501156,73.72,62.25,0.0,37.51,57.2,48.47
51.294118,-0.797950,0.501127,73.8,59.37,0.0,35.85,55.04,46.96
51.352941,-0.798032,0.501193,73.65,62.25,0.0,37.22,57.13,48.62
51.411765,-0.798106,0.501292,73.8,60.95,0.0,36.79,56.63,48.33
51.470588,-0.798274,0.501249,73.8,59.58,0.0,36.14,55.11,47.25
51.529412,-0.798405,0.501314,73.51,62.4,0.0,37.58,57.35,48.91
51.588235,-0.798338,0.501426,73.8,59.51,0.0,36.07,55.18,47.32
51.647059,-0.798271,0.501384,73.22,62.47,0.0,37.65,57.2,48.62
51.705882,-0.798431,0.501443,73.8,59.58,0.0,36.21,55.4,47.25
51.764706,-0.798463,0.501607,73.72,62.47,0.0,37.8,57.49,49.12
51.823529,-0.798561,0.501544,73.8,59.73,0.0,36.14,55.54,47.25
51.882353,-0.798929,0.501625,73.22,59.87,0.0,36.21,55.62,47.54
51.941176,-0.799016,0.501758,73.36,59.29,0.0,36.43,55.76,47.46
52.000000,-0.799016,0.501727,73.07,60.02,0.0,36.07,55.33,47.32
52.058824,-0.799135,0.501829,73.65,62.76,0.0,37.8,57.85,49.2
52.117647,-0.799237,0.501894,73.8,60.02,0.0,36.35,55.76,47.54
52.176471,-0.799153,0.501924,73.43,63.05,0.0,37.8,57.78,49.12
52.235294,-0.799056,0.501989,73.8,59.94,0.0,36.43,55.83,47.46
52.294118,-0.799178,0.502057,73.51,62.97,0.0,38.09,58.14,49.2
52.352941,-0.799297,0.502005,73.8,61.82,0.0,37.44,57.56,48.83
52.411765,-0.799502,0.502024,73.8,60.45,0.0,36.5,56.12,47.82
52.470588,-0.799655,0.502107,73.43,63.33,0.0,38.01,58.14,49.2
52.529412,-0.799915,0.502033,73.8,60.45,0.0,36.43,56.12,47.75
52.588235,-0.800001,0.502051,73.58,63.12,0.0,38.01,58.28,49.56
52.647059,-0.800135,0.502160,73.8,60.3,0.0,36.57,56.12,47.9
52.705882,-0.800181,0.502151,73.51,63.55,0.0,38.01,58.28,49.63
52.764706,-0.800132,0.502212,73.8,60.38,0.0,36.64,56.12,47.82
52.823529,-0.800122,0.502378,72.64,60.59,0.0,36.43,56.12,47.32
52.882353,-0.800172,0.502390,73.8,63.84,0.0,38.37,58.65,49.7
52.941176,-0.800299,0.502370,73.8,60.59,0.0,36.79,56.41,47.9
53.000000,-0.800525,0.502453,73.36,63.84,0.0,38.01,58.28,49.63
53.058824,-0.800513,0.502571,73.8,60.74,0.0,36.86,56.55,47.97
53.117647,-0.800406,0.502594,73.43,63.41,0.0,38.37,58.86,49.77
53.176471,-0.800604,0.502578,73.8,60.81,0.0,36.93,56.48,48.11
53.235294,-0.800640,0.502711,73.51,63.91,0.0,38.52,59.01,49.99
53.294118,-0.800625,0.502752,73.8,62.69,0.0,38.01,58.43,49.56
53.352941,-0.800717,0.502716,73.8,61.03,0.0,37.08,56.84,48.26
53.411765,-0.800794,0.502739,73.65,64.2,0.0,38.66,59.29,50.06
53.470588,-0.800845,0.503026,73.8,61.03,0.0,36.93,56.99,48.26
53.529412,-0.800893,0.502805,73.65,64.27,0.0,38.37,59.22,50.2
53.588235,-0.800947,0.502834,73.8,61.24,0.0,37.08,57.06,48.55
53.647059,-0.801125,0.502919,73.07,64.2,0.0,38.45,59.01,49.92
53.705882,-0.801328,0.502943,73.8,61.31,0.0,37.15,56.99,48.55
53.764706,-0.801481,0.502937,73.15,60.88,0.0,37.44,57.2,48.47
53.823529,-0.801712,0.503012,73.43,64.42,0.0,38.81,59.22,50.2
53.882353,-0.802098,0.503028,73.8,61.31,0.0,37.36,57.2,48.4
53.941176,-0.802206,0.503099,73.65,63.98,0.0,39.1,59.87,50.35
54.000000,-0.802405,0.503080,73.8,61.46,0.0,37.44,57.27,48.55
54.058824,-0.802537,0.503132,73.72,64.49,0.0,39.1,59.8,50.35
54.117647,-0.802577,0.503241,73.8,61.53,0.0,37.36,57.56,48.69
54.176471,-0.802599,0.503212,73.58,64.63,0.0,38.73,59.73,50.28
54.235294,-0.802578,0.503323,73.8,63.33,0.0,38.37,59.22,50.06
54.294118,-0.802653,0.503391,73.8,61.6,0.0,37.72,57.49,48.98
54.352941,-0.802802,0.503291,73.43,64.71,0.0,39.1,60.02,50.64
54.411765,-0.802819,0.503336,73.8,61.68,0.0,37.65,57.64,48.91
54.470588,-0.802891,0.503524,73.51,64.71,0.0,39.38,60.02,50.42
54.529412,-0.803037,0.503464,73.8,61.89,0.0,37.72,57.78,48.91
54.588235,-0.802921,0.503464,73.8,64.78,0.0,39.38,60.09,50.64
54.647059,-0.803088,0.503640,73.8,61.89,0.0,37.72,58.0,49.05
54.705882,-0.803194,0.503642,73.29,62.04,0.0,37.72,58.0,49.2
54.764706,-0.803296,0.503567,73.8,64.71,0.0,39.46,60.23,50.78
54.823529,-0.803345,0.503697,73.8,61.96,0.0,37.87,58.0,49.2
54.882353,-0.803375,0.503760,73.65,65.07,0.0,39.53,60.23,51.0
54.941176,-0.803629,0.503649,73.8,62.04,0.0,37.87,58.14,49.05
55.000000,-0.803805,0.503702,73.51,64.99,0.0,39.31,60.02,50.78
55.058824,-0.803838,0.503810,73.8,62.18,0.0,38.09,58.21,49.2
55.117647,-0.803786,0.503808,73.72,65.21,0.0,39.67,60.45,51.0
55.176471,-0.803882,0.503846,73.8,63.91,0.0,39.02,59.94,50.71
55.235294,-0.804171,0.504014,73.8,62.4,0.0,38.09,58.36,49.41
55.294118,-0.804148,0.503951,73.43,65.21,0.0,39.74,60.74,51.0
55.352941,-0.804217,0.503974,73.8,62.32,0.0,38.09,58.43,49.48
55.411765,-0.804463,0.504150,73.65,65.28,0.0,39.82,60.59,51.36
55.470588,-0.804476,0.504137,73.8,62.25,0.0,38.23,58.5,49.56
55.529412,-0.804376,0.504096,73.51,65.57,0.0,39.67,60.74,51.36
55.588235,-0.804542,0.504127,73.8,62.4,0.0,38.3,58.72,49.56
55.647059,-0.804456,0.504230,72.71,62.61,0.0,38.3,58.5,49.34
55.705882,-0.804484,0.504146,73.8,65.86,0.0,39.96,60.95,51.43
55.764706,-0.804576,0.504172,73.8,62.61,0.0,38.45,58.86,49.7
55.823529,-0.804554,0.504257,73.07,65.86,0.0,39.82,60.74,51.21
55.882353,-0.804446,0.504318,73.8,62.76,0.0,38.59,58.79,49.77
55.941176,-0.804551,0.504318,73.72,65.64,0.0,40.18,61.24,51.79
56.000000,-0.804709,0.504319,73.8,62.61,0.0,38.59,58.79,49.92
56.058824,-0.804669,0.504353,73.51,65.93,0.0,40.11,61.17,51.65
56.117647,-0.804742,0.504410,73.8,64.56,0.0,39.67,60.59,51.21
56.176471,-0.804845,0.504440,73.8,63.12,0.0,38.88,59.15,49.99
56.235294,-0.804753,0.504474,73.58,66.22,0.0,40.25,61.46,51.94
56.294118,-0.804656,0.504511,73.8,63.05,0.0,38.66,59.22,50.13
56.352941,-0.804842,0.504616,73.58,66.36,0.0,39.96,61.46,52.01
56.411765,-0.804770,0.504613,73.8,63.26,0.0,38.66,59.15,50.28
56.470588,-0.804787,0.504688,73.15,66.08,0.0,40.32,61.31,51.79
56.529412,-0.804827,0.504708,73.8,63.19,0.0,38.81,59.15,50.35
56.588235,-0.804689,0.504813,73.15,62.97,0.0,38.95,59.37,50.35
56.647059,-0.804958,0.505129,73.36,66.36,0.0,40.47,61.6,51.79
56.705882,-0.805084,0.504808,73.8,63.19,0.0,39.02,59.58,50.28
56.764706,-0.805100,0.504820,73.58,66.22,0.0,40.68,62.04,52.22
56.823529,-0.805167,0.504840,73.8,63.41,0.0,38.95,59.58,50.49
56.882353,-0.805268,0.504943,73.65,66.51,0.0,40.68,62.04,52.37
56.941176,-0.805161,0.504928,73.8,63.62,0.0,39.02,59.66,50.57
57.000000,-0.805151,0.504993,73.43,66.65,0.0,40.47,61.53,52.15
57.058824,-0.805089,0.505159,73.8,65.21,0.0,40.18,61.39,52.08
57.117647,-0.805068,0.505129,73.8,63.48,0.0,39.24,59.8,50.78
57.176471,-0.805000,0.505134,73.36,66.8,0.0,40.54,62.25,52.37
57.235294,-0.804944,0.505228,73.8,63.77,0.0,39.24,60.02,50.71
57.294118,-0.805046,0.505268,73.58,67.01,0.0,41.04,62.54,52.3
57.352941,-0.805063,0.505260,73.8,63.98,0.0,39.24,60.16,50.78
57.411765,-0.805168,0.505331,73.8,67.01,0.0,41.04,62.61,52.8
57.470588,-0.805273,0.505352,73.8,64.06,0.0,39.17,60.3,50.93
57.529412,-0.805494,0.505322,73.15,64.13,0.0,39.24,60.09,51.0
57.588235,-0.805459,0.505359,73.8,66.8,0.0,41.12,62.76,52.8
57.647059,-0.805582,0.505431,73.8,63.98,0.0,39.46,60.23,51.07
57.705882,-0.805775,0.505497,73.65,67.23,0.0,41.19,62.69,52.8
57.764706,-0.805929,0.505506,73.8,64.13,0.0,39.6,60.52,51.0
57.823529,-0.806112,0.505481,73.51,67.3,0.0,41.19,62.54,52.59
57.882353,-0.805915,0.505556,73.8,64.27,0.0,39.6,60.59,51.0
57.941176,-0.806042,0.505652,73.65,67.09,0.0,41.26,62.83,53.16
58.000000,-0.806199,0.505613,73.8,66.15,0.0,40.75,62.4,52.73
58.058824,-0.806070,0.505612,73.8,64.56,0.0,39.74,60.74,51.36
58.117647,-0.806066,0.505710,73.58,67.16,0.0,41.33,62.97,53.16
58.176471,-0.806187,0.505801,73.8,64.34,0.0,39.74,60.67,51.36
58.235294,-0.806113,0.505718,73.65,67.74,0.0,41.48,63.05,53.23
58.294118,-0.806174,0.505783,73.8,64.42,0.0,39.82,60.81,51.36
58.352941,-0.806441,0.505892,73.65,67.81,0.0,41.4,63.26,53.38
58.411765,-0.806436,0.505850,73.8,64.56,0.0,39.96,61.03,51.36
58.470588,-0.806574,0.505905,72.79,64.78,0.0,39.89,61.03,51.29
58.529412,-0.806475,0.506005,73.8,67.95,0.0,41.55,63.48,53.38
58.588235,-0.806521,0.505912,73.8,64.71,0.0,39.89,61.17,51.58
58.647059,-0.806730,0.506014,73.07,67.95,0.0,41.48,63.05,53.23
58.705882,-0.806782,0.506099,73.8,64.71,0.0,40.11,61.1,51.65
58.764706,-0.806798,0.506001,73.58,67.74,0.0,41.69,63.55,53.67
58.823529,-0.807022,0.506083,73.8,64.71,0.0,40.11,61.17,51.58
58.882353,-0.807096,0.506171,73.65,68.17,0.0,41.76,63.91,53.67
58.941176,-0.807000,0.506099,73.8,66.87,0.0,41.26,63.05,53.16
59.000000,-0.807084,0.506166,73.8,65.14,0.0,40.25,61.46,51.86
59.058824,-0.807035,0.506315,73.65,68.31,0.0,41.76,63.84,53.88
59.117647,-0.806988,0.506362,73.8,64.99,0.0,40.18,61.53,51.94
59.176471,-0.806831,0.506322,73.29,68.38,0.0,41.4,63.55,53.81
59.235294,-0.806909,0.506353,73.8,65.07,0.0,40.25,61.39,52.01
59.294118,-0.807097,0.506453,73.22,68.31,0.0,42.05,63.84,53.88
59.352941,-0.807166,0.506358,73.8,65.21,0.0,40.32,61.39,52.01
59.411765,-0.807311,0.506357,73.29,65.07,0.0,40.54,61.75,52.08
59.470588,-0.807420,0.506457,73.58,68.6,0.0,42.2,64.13,53.81
59.529412,-0.807468,0.506476,73.8,65.28,0.0,40.61,61.82,51.94
59.588235,-0.807518,0.506505,73.65,68.46,0.0,42.13,64.27,54.1
59.647059,-0.807650,0.506558,73.8,65.35,0.0,40.61,61.82,52.22
59.705882,-0.807586,0.506565,73.58,68.75,0.0,42.2,64.42,54.1
59.764706,-0.807680,0.506677,73.8,65.57,0.0,40.54,61.75,52.3
59.823529,-0.807704,0.506703,73.15,68.6,0.0,42.13,63.91,53.74
59.882353,-0.807482,0.506676,73.8,67.37,0.0,41.76,63.77,53.88
59.941176,-0.807596,0.506809,73.8,65.57,0.0,40.9,61.89,52.3
60.000000,-0.807723,0.506881,73.36,68.89,0.0,42.2,64.13,54.17
60.058824,-0.807389,0.506841,73.8,65.86,0.0,40.83,62.18,52.51
60.117647,-0.807180,0.506900,73.72,68.82,0.0,42.49,64.78,54.46
60.176471,-0.807411,0.507000,73.8,65.86,0.0,40.75,62.32,52.73
60.235294,-0.807228,0.507043,73.8,69.03,0.0,42.7,64.92,54.46
60.294118,-0.807311,0.507070,73.8,66.0,0.0,40.83,62.4,52.66
60.352941,-0.807617,0.507109,73.07,65.93,0.0,40.83,62.32,52.73
60.411765,-0.807637,0.507097,73.8,68.96,0.0,42.77,64.92,54.61
60.470588,-0.807643,0.507197,73.8,65.86,0.0,41.04,62.32,52.66
60.529412,-0.807546,0.507309,73.65,69.11,0.0,42.85,64.99,54.39
60.588235,-0.807685,0.507189,73.8,66.15,0.0,41.19,62.61,52.73
60.647059,-0.807734,0.507243,73.36,69.32,0.0,42.92,64.78,54.17
60.705882,-0.807716,0.507449,73.8,66.15,0.0,41.12,62.76,52.87
60.764706,-0.807749,0.507371,73.8,69.11,0.0,42.92,65.21,54.82
60.823529,-0.807903,0.507262,73.8,68.17,0.0,42.2,64.56,54.39
60.882353,-0.807829,0.507439,73.8,66.29,0.0,41.26,62.76,53.09
60.941176,-0.807938,0.507549,73.58,68.96,0.0,43.06,65.21,54.97
61.000000,-0.808151,0.507364,73.8,66.44,0.0,41.26,62.9,53.09
61.058824,-0.808186,0.507418,73.72,69.47,0.0,43.14,65.43,54.89
61.117647,-0.808312,0.507590,73.8,66.51,0.0,41.33,63.19,53.09
61.176471,-0.808180,0.507501,73.58,70.04,0.0,42.7,65.35,55.04
61.235294,-0.808208,0.507436,73.8,66.65,0.0,41.4,63.26,53.16
61.294118,-0.808262,0.507606,72.93,66.65,0.0,41.48,63.19,53.16
61.352941,-0.808326,0.507623,73.8,69.97,0.0,43.14,65.64,55.11
61.411765,-0.808412,0.507590,73.8,66.8,0.0,41.48,63.48,53.38
61.470588,-0.808634,0.507626,73.29,69.83,0.0,43.35,65.57,55.11
61.529412,-0.808600,0.507653,73.8,66.65,0.0,41.62,63.41,53.45
61.588235,-0.808598,0.507709,73.58,69.76,0.0,43.35,65.79,55.4
61.647059,-0.808688,0.507782,73.8,66.65,0.0,41.69,63.62,53.38
61.705882,-0.808685,0.507782,73.65,70.26,0.0,43.42,66.15,55.4
61.764706,-0.808905,0.507795,73.8,68.67,0.0,42.85,65.35,54.97
61.823529,-0.808923,0.507857,73.8,67.09,0.0,41.76,63.77,53.67
61.882353,-0.808923,0.507907,73.72,70.4,0.0,43.42,66.22,55.69
61.941176,-0.809121,0.507848,73.8,67.16,0.0,41.84,63.84,53.67
62.000000,-0.809311,0.507883,73.36,70.48,0.0,43.28,65.72,55.54
62.058824,-0.809344,0.507986,73.8,66.94,0.0,42.05,63.77,53.74
62.117647,-0.809461,0.507981,73.51,70.26,0.0,43.64,66.44,55.83
62.176471,-0.809504,0.507933,73.8,67.16,0.0,41.98,63.84,53.74
62.235294,-0.809498,0.507893,73.22,67.37,0.0,42.13,64.2,53.81
62.294118,-0.809643,0.508020,73.8,70.69,0.0,43.86,66.51,55.76
62.352941,-0.809676,0.507982,73.8,67.3,0.0,42.13,64.2,53.88
62.411765,-0.809780,0.507904,73.72,70.55,0.0,43.78,66.73,56.05
62.470588,-0.809758,0.507995,73.8,67.45,0.0,42.2,64.2,53.96
62.529412,-0.809744,0.508142,73.43,70.91,0.0,43.78,66.73,55.98
62.588235,-0.809835,0.508103,73.8,67.45,0.0,42.27,64.06,54.1
62.647059,-0.809761,0.508051,73.15,70.69,0.0,44.0,66.65,55.76
62.705882,-0.809748,0.508246,73.8,69.54,0.0,43.5,66.08,55.69
62.764706,-0.809766,0.508293,73.8,67.59,0.0,42.49,64.49,54.1
62.823529,-0.809727,0.508257,73.15,71.34,0.0,43.86,66.65,55.9
62.882353,-0.809683,0.508263,73.8,67.66,0.0,42.41,64.56,54.17
62.941176,-0.809744,0.508360,73.65,70.55,0.0,44.22,67.23,56.48
63.000000,-0.809736,0.508356,73.8,67.74,0.0,42.34,64.56,54.39
63.058824,-0.809827,0.508451,73.72,71.27,0.0,44.22,67.09,56.41
63.117647,-0.809916,0.508462,73.8,67.74,0.0,42.49,64.56,54.46
63.176471,-0.809920,0.508405,73.07,67.66,0.0,42.2,64.49,54.39
63.235294,-0.810064,0.508607,73.8,70.98,0.0,44.29,67.37,56.48
63.294118,-0.810042,0.508639,73.8,67.81,0.0,42.7,64.78,54.32
63.352941,-0.810070,0.508523,73.65,71.34,0.0,44.36,67.37,56.34
63.411765,-0.810201,0.508621,73.8,68.02,0.0,42.63,64.78,54.53
63.470588,-0.810451,0.508754,73.51,71.34,0.0,44.51,67.52,56.34
63.529412,-0.810611,0.508681,73.8,68.17,0.0,42.56,65.07,54.61
63.588235,-0.810842,0.508617,73.8,71.27,0.0,44.58,67.52,56.7
63.647059,-0.810931,0.508781,73.8,69.97,0.0,43.93,66.87,56.34
63.705882,-0.810769,0.508828,73.8,68.24,0.0,42.92,64.92,54.82
63.764706,-0.810843,0.508825,73.58,71.13,0.0,44.65,67.74,56.7
63.823529,-0.811074,0.508833,73.8,68.24,0.0,42.77,65.14,54.82
63.882353,-0.811085,0.508935,73.8,71.49,0.0,44.72,67.81,56.7
