X,Y,Z,A0,A1,A2,A5,A6,A7
558.941176,,,73.8,73.65,73.72,73.36,19.47,0.0
559.000000,-0.746864,0.488984,73.65,73.51,73.51,73.29,19.33,0.0
559.058824,-0.746855,0.489034,73.8,73.65,73.51,73.29,19.55,0.0
559.117647,,,73.8,73.72,73.58,73.43,19.83,0.0
559.176471,-0.746882,0.488990,73.29,73.51,73.58,73.29,19.76,0.0
559.235294,,,73.8,73.72,73.65,73.22,19.83,0.0
559.294118,,,73.72,73.58,73.8,73.36,19.76,0.0
559.352941,-0.746879,0.488929,73.72,73.58,73.36,72.86,19.69,0.0
559.411765,,,73.8,73.8,73.8,73.65,19.98,0.0
559.470588,-0.746892,0.489014,73.07,73.36,73.72,73.22,19.69,0.0
559.529412,-0.746930,0.489066,73.72,73.29,73.22,73.15,19.83,0.0
559.588235,,,73.72,73.51,73.51,73.29,19.76,0.0
559.647059,-0.746861,0.489064,73.8,73.8,73.65,73.43,19.98,0.0
559.705882,,,73.36,73.51,73.65,73.65,19.91,0.0
559.764706,,,73.8,73.72,73.65,73.15,20.12,0.0
559.823529,-0.746823,0.489100,73.43,73.65,73.8,73.36,19.98,0.0
559.882353,,,73.51,73.43,73.43,73.07,20.05,0.0
559.941176,-0.746869,0.489113,73.8,73.8,73.8,73.58,20.41,0.0
560.000000,,,73.8,73.65,73.58,73.15,20.19,0.0
560.058824,,,73.51,73.51,73.58,73.29,20.34,0.0
560.117647,,,73.36,73.51,73.58,73.58,20.19,0.0
560.176471,,,73.8,73.8,73.43,73.07,20.41,0.0
560.235294,,,73.51,73.43,73.8,73.29,20.34,0.0
560.294118,,,73.8,73.65,73.58,73.22,20.48,0.0
560.352941,,,73.8,73.8,73.8,73.8,20.7,0.0
560.411765,-0.746880,0.489119,73.15,73.51,73.58,73.15,20.48,0.0
560.470588,-0.746967,0.489181,73.8,73.8,73.8,73.43,20.63,0.0
560.529412,,,73.65,73.36,73.36,73.07,20.56,0.0
560.588235,-0.746946,0.489294,73.8,73.65,73.72,73.36,20.77,0.0
560.647059,,,73.65,73.36,73.65,73.36,20.48,0.0
560.705882,,,73.8,73.43,73.15,73.22,20.77,0.0
560.764706,-0.746988,0.489145,73.29,73.58,73.51,73.29,20.63,0.0
560.823529,,,73.72,73.65,73.58,73.22,20.77,0.0
560.882353,-0.746972,0.489375,73.8,73.51,73.51,73.15,20.99,0.0
560.941176,-0.746996,0.489412,73.36,73.65,73.8,73.36,20.92,0.0
561.000000,,,73.65,73.58,73.58,73.15,21.06,0.0
561.058824,-0.746992,0.489348,73.72,73.65,73.72,73.65,21.35,0.0
561.117647,,,73.8,73.65,73.72,73.43,21.35,0.0
561.176471,,,73.58,73.43,73.8,73.51,21.2,0.0
561.235294,-0.747068,0.489310,73.8,73.72,73.51,73.36,21.42,0.0
561.294118,,,73.8,73.8,73.58,73.36,21.49,0.0
561.352941,-0.747000,0.489471,73.07,73.43,73.43,73.22,21.2,0.0
561.411765,-0.746927,0.489565,73.8,73.72,73.65,73.29,21.49,0.0
561.470588,,,73.29,73.51,73.65,73.15,21.42,0.0
561.529412,-0.747025,0.489343,73.58,73.15,73.22,72.86,21.49,0.0
561.588235,,,73.29,73.36,73.72,73.72,21.42,0.0
561.647059,,,73.8,73.72,73.8,73.36,21.64,0.0
561.705882,-0.746924,0.489460,73.8,73.72,73.8,73.8,21.71,0.0
561.764706,,,73.8,73.72,73.58,73.36,21.78,0.0
561.823529,-0.746799,0.489637,73.8,73.8,73.58,73.36,21.85,0.0
561.882353,-0.746835,0.489543,73.22,73.43,73.51,73.15,21.64,0.0
561.941176,,,73.8,73.72,73.65,73.29,21.93,0.0
562.000000,-0.746805,0.489426,73.29,73.58,73.65,73.29,21.64,0.0
562.058824,,,73.8,73.51,73.58,73.15,21.93,0.0
562.117647,,,73.58,73.51,73.8,73.51,21.85,0.0
562.176471,-0.746489,0.489555,73.8,73.65,73.58,73.15,21.93,0.0
562.235294,,,73.8,73.72,73.72,73.43,22.14,0.0
562.294118,-0.746450,0.489546,73.29,73.36,73.51,73.22,21.93,0.0
562.352941,-0.746447,0.489649,73.8,73.65,73.22,73.0,22.0,0.0
562.411765,,,73.29,73.43,73.51,73.22,22.07,0.0
562.470588,-0.746411,0.489460,73.8,73.8,73.65,73.36,22.21,0.0
562.529412,,,73.58,73.72,73.8,73.8,22.36,0.0
562.588235,,,73.8,73.8,73.72,73.22,22.29,0.0
562.647059,,,73.8,73.58,73.8,73.51,22.14,0.0
562.705882,,,73.36,73.22,73.43,73.15,22.21,0.0
562.764706,,,73.8,73.72,73.72,73.43,22.58,0.0
562.823529,,,73.8,73.65,73.51,73.22,22.36,0.0
562.882353,,,73.43,73.58,73.43,73.29,22.58,0.0
562.941176,-0.746340,0.489478,73.72,73.58,73.51,73.51,22.36,0.0
563.000000,,,73.8,73.8,73.51,73.07,22.5,0.0
563.058824,,,73.72,73.43,73.8,73.36,22.5,0.0
563.117647,-0.746250,0.489513,73.8,73.8,73.72,73.29,22.65,0.0
563.176471,,,73.8,73.8,73.8,73.72,22.79,0.0
563.235294,-0.746264,0.489584,73.07,73.29,73.51,73.29,22.5,0.0
563.294118,-0.746201,0.489591,73.8,73.72,73.8,73.51,22.72,0.0
563.352941,,,73.15,73.15,73.29,73.0,22.36,0.0
563.411765,-0.746101,0.489521,73.8,73.8,73.58,73.36,22.86,0.0
563.470588,,,73.22,73.51,73.43,73.29,22.65,0.0
563.529412,,,73.8,73.43,73.15,73.0,22.86,0.0
563.588235,-0.746176,0.489609,73.58,73.65,73.65,73.22,22.79,0.0
563.647059,,,73.72,73.72,73.65,73.22,22.86,0.0
563.705882,-0.746124,0.489591,73.8,73.8,73.8,73.8,23.08,0.0
563.764706,-0.746095,0.489546,73.22,73.29,73.51,73.22,22.94,0.0
563.823529,,,73.8,73.8,73.72,73.29,23.15,0.0
563.882353,-0.746046,0.489538,73.72,73.51,73.65,73.51,23.15,0.0
563.941176,,,73.8,73.72,73.58,73.43,23.37,0.0
564.000000,,,73.58,73.51,73.8,73.43,23.22,0.0
564.058824,-0.746069,0.489629,73.8,73.65,73.51,73.29,23.37,0.0
564.117647,,,73.8,73.8,73.65,73.29,23.37,0.0
564.176471,-0.745840,0.489677,73.65,73.8,73.8,73.29,23.3,0.0
564.235294,-0.745819,0.489623,73.8,73.8,73.65,73.22,23.51,0.0
564.294118,,,73.15,73.43,73.65,73.22,23.37,0.0
564.352941,-0.745836,0.489648,73.58,73.51,73.15,73.0,23.37,0.0
564.411765,,,73.15,73.36,73.72,73.29,23.37,0.0
564.470588,,,73.8,73.72,73.65,73.43,23.59,0.0
564.529412,-0.745731,0.489732,73.8,73.8,73.8,73.8,23.59,0.0
564.588235,,,73.8,73.72,73.58,73.36,23.73,0.0
564.647059,-0.745652,0.489784,73.8,73.72,73.51,73.22,23.8,0.0
564.705882,-0.745665,0.489743,73.22,73.43,73.65,73.15,23.59,0.0
564.764706,,,73.8,73.8,73.72,73.29,23.8,0.0
564.823529,-0.745691,0.489604,73.22,73.43,73.65,73.29,23.59,0.0
564.882353,,,73.72,73.29,73.51,73.29,23.8,0.0
564.941176,,,73.29,73.43,73.8,73.43,23.66,0.0
565.000000,-0.745543,0.489782,73.8,73.72,73.58,73.22,23.8,0.0
565.058824,,,73.8,73.8,73.65,73.43,24.02,0.0
565.117647,,,73.22,73.43,73.51,73.29,23.8,0.0
565.176471,,,73.8,73.72,73.43,72.93,23.87,0.0
565.235294,,,73.29,73.43,73.58,73.15,24.02,0.0
565.294118,,,73.8,73.8,73.8,73.36,24.16,0.0
565.352941,,,73.43,73.65,73.8,73.72,24.23,0.0
565.411765,,,73.8,73.72,73.65,73.36,24.23,0.0
565.470588,,,73.36,73.58,73.8,73.43,24.16,0.0
565.529412,,,73.43,73.36,73.29,73.07,24.16,0.0
565.588235,-0.745551,0.489700,73.8,73.72,73.58,73.36,24.52,0.0
565.647059,-0.745513,0.489649,73.8,73.58,73.51,73.29,24.38,0.0
565.705882,,,73.8,73.43,73.22,73.15,24.52,0.0
565.764706,-0.745488,0.489761,73.29,73.43,73.51,73.22,24.45,0.0
565.823529,,,73.8,73.8,73.72,73.15,24.6,0.0
565.882353,,,73.58,73.58,73.8,73.8,24.6,0.0
565.941176,-0.745451,0.489786,73.8,73.72,73.72,73.29,24.67,0.0
566.000000,,,73.8,73.8,73.8,73.72,24.81,0.0
566.058824,-0.745446,0.489646,73.0,73.29,73.51,73.29,24.52,0.0
566.117647,-0.745414,0.489702,73.8,73.8,73.72,73.43,24.88,0.0
566.176471,,,73.8,73.58,73.36,73.07,24.67,0.0
566.235294,-0.745711,0.489920,73.72,73.72,73.51,73.29,24.74,0.0
566.294118,,,73.58,73.51,73.65,73.22,24.67,0.0
566.352941,,,73.72,73.65,73.22,72.86,24.74,0.0
566.411765,-0.745456,0.489733,73.8,73.72,73.72,73.36,24.74,0.0
566.470588,,,73.65,73.65,73.72,73.36,24.88,0.0
566.529412,-0.745415,0.489767,73.8,73.8,73.8,73.8,25.17,0.0
566.588235,-0.745403,0.489814,73.22,73.29,73.58,73.22,24.88,0.0
566.647059,,,73.8,73.8,73.65,73.36,25.1,0.0
566.705882,-0.745405,0.489821,73.8,73.65,73.65,73.58,25.24,0.0
566.764706,,,73.8,73.72,73.51,73.36,25.32,0.0
566.823529,,,73.58,73.43,73.8,73.22,25.17,0.0
566.882353,-0.745370,0.489849,73.65,73.43,73.43,73.07,25.03,0.0
566.941176,,,73.8,73.8,73.8,73.51,25.53,0.0
567.000000,-0.745372,0.489853,73.8,73.58,73.58,73.0,25.32,0.0
567.058824,-0.745317,0.489895,73.43,73.36,73.51,73.29,25.39,0.0
567.117647,,,73.29,73.43,73.72,73.36,25.32,0.0
567.176471,-0.745770,0.490765,73.8,73.65,73.51,73.15,25.46,0.0
567.235294,,,73.36,73.36,73.58,73.22,25.39,0.0
567.294118,,,73.8,73.8,73.72,73.51,25.68,0.0
567.352941,-0.745200,0.489976,73.8,73.72,73.8,73.58,25.6,0.0
567.411765,,,73.8,73.51,73.51,73.15,25.53,0.0
567.470588,-0.745151,0.489883,73.8,73.8,73.8,73.29,25.75,0.0
567.529412,-0.745150,0.489870,73.58,73.43,73.36,72.86,25.46,0.0
567.588235,,,73.72,73.65,73.72,73.43,25.82,0.0
567.647059,-0.745139,0.489954,73.65,73.43,73.65,73.29,25.6,0.0
567.705882,,,73.8,73.29,73.43,73.22,25.82,0.0
567.764706,,,73.36,73.36,73.51,73.29,25.75,0.0
567.823529,,,73.8,73.72,73.58,73.29,25.82,0.0
567.882353,,,73.8,73.8,73.8,73.72,26.18,0.0
567.941176,,,73.29,73.43,73.51,73.15,25.89,0.0
568.000000,,,73.8,73.8,73.65,73.0,25.89,0.0
568.058824,,,73.8,73.65,73.65,73.22,26.18,0.0
568.117647,-0.745078,0.490011,73.8,73.65,73.72,73.36,26.25,0.0
568.176471,,,73.22,73.36,73.65,73.65,26.11,0.0
568.235294,,,73.8,73.58,73.65,73.36,26.25,0.0
568.294118,-0.744877,0.490129,73.36,73.43,73.58,73.36,26.18,0.0
568.352941,,,73.43,73.51,73.15,72.93,26.11,0.0
568.411765,-0.745076,0.489987,73.8,73.8,73.72,73.51,26.61,0.0
568.470588,-0.745203,0.490067,73.29,73.43,73.43,73.15,26.4,0.0
568.529412,,,73.58,73.22,73.07,72.93,26.54,0.0
568.588235,-0.745106,0.490175,73.22,73.58,73.65,73.43,26.54,0.0
568.647059,,,73.8,73.8,73.72,73.22,26.69,0.0
568.705882,,,73.72,73.58,73.8,73.8,26.98,0.0
568.764706,-0.745156,0.490047,73.8,73.65,73.72,73.29,26.9,0.0
568.823529,,,73.8,73.65,73.72,73.36,26.69,0.0
568.882353,-0.745148,0.490152,73.36,73.43,73.51,73.29,26.61,0.0
568.941176,-0.745120,0.490198,73.8,73.8,73.58,73.36,26.9,0.0
569.000000,,,73.22,73.43,73.36,73.07,26.54,0.0
569.058824,-0.745039,0.490299,73.8,73.65,73.51,73.15,26.9,0.0
569.117647,,,73.65,73.65,73.8,73.43,26.83,0.0
569.176471,,,73.8,73.65,73.43,72.93,26.76,0.0
569.235294,-0.745048,0.490169,73.8,73.51,73.8,73.51,26.9,0.0
569.294118,,,73.65,73.51,73.65,73.36,26.98,0.0
569.352941,-0.744991,0.490198,73.8,73.8,73.8,73.65,27.34,0.0
569.411765,-0.745009,0.490335,73.22,73.29,73.43,73.29,27.12,0.0
569.470588,,,73.8,73.8,73.65,73.43,27.34,0.0
569.529412,-0.745073,0.490202,73.43,73.65,73.65,73.58,27.41,0.0
569.588235,,,73.8,73.72,73.58,73.22,27.41,0.0
569.647059,,,73.72,73.51,73.8,73.29,27.34,0.0
569.705882,-0.745029,0.490207,73.58,73.22,73.29,72.86,27.19,0.0
569.764706,,,73.8,73.8,73.8,73.36,27.7,0.0
569.823529,-0.745047,0.490345,73.65,73.58,73.72,73.29,27.55,0.0
569.882353,-0.745030,0.490327,73.51,73.36,73.51,73.29,27.62,0.0
569.941176,,,73.36,73.43,73.58,73.36,27.48,0.0
570.000000,-0.745027,0.490277,73.8,73.8,73.58,73.29,27.62,0.0
570.058824,,,73.29,73.43,73.58,73.29,27.55,0.0
570.117647,,,73.8,73.72,73.65,73.29,27.84,0.0
570.176471,-0.744937,0.490390,73.8,73.72,73.8,73.36,27.77,0.0
570.235294,,,73.65,73.58,73.58,73.22,27.77,0.0
570.294118,,,73.8,73.8,73.8,73.43,27.99,0.0
570.352941,,,73.58,73.43,73.43,73.07,27.77,0.0
570.411765,,,73.65,73.58,73.72,73.36,27.91,0.0
570.470588,,,73.22,73.36,73.51,73.22,27.77,0.0
570.529412,,,73.72,73.15,73.15,73.07,27.99,0.0
570.588235,,,73.51,73.51,73.51,73.29,27.99,0.0
570.647059,-0.744965,0.490445,73.72,73.72,73.58,73.29,27.99,0.0
570.705882,,,73.8,73.8,73.8,73.72,28.42,0.0
570.764706,-0.744936,0.490398,73.29,73.43,73.58,73.15,28.06,0.0
570.823529,-0.744937,0.490477,73.8,73.8,73.8,73.36,28.2,0.0
570.882353,,,73.72,73.58,73.65,73.29,28.42,0.0
570.941176,-0.744982,0.490580,73.8,73.65,73.72,73.43,28.49,0.0
571.000000,,,73.22,73.36,73.51,73.22,28.35,0.0
571.058824,,,73.8,73.43,73.51,73.29,28.56,0.0
571.117647,-0.744938,0.490483,73.29,73.58,73.58,73.36,28.49,0.0
571.176471,,,73.65,73.58,73.36,72.93,28.42,0.0
571.235294,-0.744904,0.490650,73.8,73.8,73.65,73.29,28.85,0.0
571.294118,-0.744908,0.490693,73.36,73.51,73.65,73.22,28.85,0.0
571.352941,,,73.51,73.58,73.15,72.64,28.63,0.0
571.411765,-0.744908,0.490592,73.22,73.43,73.65,73.43,28.92,0.0
571.470588,,,73.8,73.72,73.72,73.36,29.0,0.0
571.529412,,,73.51,73.51,73.8,73.8,29.28,0.0
571.588235,-0.744858,0.490569,73.8,73.65,73.51,73.29,29.07,0.0
571.647059,,,73.8,73.8,73.8,73.43,29.07,0.0
571.705882,-0.744885,0.490707,73.51,73.72,73.72,73.51,28.92,0.0
571.764706,-0.744837,0.490708,73.8,73.72,73.58,73.15,29.21,0.0
571.823529,,,73.29,73.51,73.72,73.22,29.14,0.0
571.882353,-0.744785,0.490590,73.8,73.36,73.51,73.15,29.28,0.0
571.941176,,,73.51,73.51,73.8,73.36,29.07,0.0
572.000000,,,73.8,73.72,73.58,73.22,29.14,0.0
572.058824,-0.744712,0.490781,73.29,73.58,73.8,73.43,29.21,0.0
572.117647,,,73.72,73.51,73.51,73.29,29.28,0.0
572.176471,-0.744631,0.490795,73.8,73.8,73.8,73.8,29.86,0.0
572.235294,-0.744624,0.490694,73.22,73.36,73.43,73.29,29.36,0.0
572.294118,,,73.8,73.8,73.58,73.29,29.64,0.0
572.352941,-0.744586,0.490678,73.36,73.58,73.65,73.51,29.72,0.0
572.411765,,,73.8,73.8,73.65,73.29,29.72,0.0
572.470588,,,73.29,73.43,73.8,73.22,29.5,0.0
572.529412,-0.744527,0.490871,73.22,73.0,73.29,73.07,29.5,0.0
572.588235,,,73.8,73.8,73.8,73.51,29.86,0.0
572.647059,-0.744552,0.490654,73.22,73.36,73.65,73.29,29.57,0.0
572.705882,-0.744649,0.490654,73.8,73.43,73.29,73.22,29.86,0.0
572.764706,,,73.29,73.51,73.51,73.29,29.72,0.0
572.823529,,,73.8,73.8,73.65,73.22,30.01,0.0
572.882353,,,73.36,73.43,73.65,73.58,30.01,0.0
572.941176,,,73.8,73.8,73.8,73.29,30.15,0.0
573.000000,,,73.58,73.72,73.65,73.22,30.01,0.0
573.058824,,,73.51,73.29,73.51,73.22,30.01,0.0
573.117647,,,73.8,73.8,73.8,73.8,30.44,0.0
573.176471,,,73.29,73.29,73.58,73.22,30.15,0.0
573.235294,,,73.8,73.58,73.51,73.36,30.37,0.0
573.294118,-0.744508,0.490904,73.29,73.51,73.43,73.36,30.22,0.0
573.352941,,,73.72,73.65,73.15,73.0,30.29,0.0
573.411765,,,73.29,73.43,73.51,73.22,30.44,0.0
573.470588,-0.744591,0.490787,73.8,73.72,73.8,73.29,30.44,0.0
573.529412,,,73.8,73.15,73.07,72.93,30.44,0.0
573.588235,-0.744475,0.490904,73.36,73.43,73.65,73.22,30.51,0.0
573.647059,-0.744400,0.490860,73.8,73.8,73.8,73.43,30.58,0.0
573.705882,,,73.43,73.72,73.8,73.51,30.73,0.0
573.764706,-0.744293,0.490839,73.8,73.65,73.58,73.36,30.8,0.0
573.823529,,,73.22,73.43,73.58,73.43,30.8,0.0
573.882353,,,73.8,73.43,73.29,73.07,30.8,0.0
573.941176,-0.744279,0.490950,73.36,73.43,73.51,73.15,30.8,0.0
574.000000,,,73.8,73.8,73.65,73.07,30.73,0.0
574.058824,-0.744131,0.490876,73.8,73.8,73.8,73.51,31.09,0.0
574.117647,,,73.15,73.36,73.58,73.22,30.94,0.0
574.176471,,,73.8,73.65,73.51,72.86,30.8,0.0
574.235294,-0.744009,0.490958,73.22,73.36,73.72,73.51,31.16,0.0
574.294118,,,73.8,73.72,73.65,73.36,31.16,0.0
574.352941,-0.744001,0.491011,73.65,73.51,73.8,73.8,31.16,0.0
574.411765,-0.743957,0.491023,73.8,73.8,73.58,73.36,31.3,0.0
574.470588,,,73.8,73.72,73.58,73.29,31.3,0.0
574.529412,-0.743880,0.490935,73.15,73.22,73.43,73.15,31.09,0.0
574.588235,,,73.8,73.72,73.72,73.29,31.38,0.0
574.647059,,,73.22,73.51,73.65,73.22,31.23,0.0
574.705882,-0.743915,0.490963,73.65,73.29,73.29,73.15,31.3,0.0
574.764706,,,73.29,73.43,73.8,73.43,31.23,0.0
574.823529,-0.743734,0.491077,73.8,73.72,73.72,73.29,31.38,0.0
574.882353,-0.743664,0.491087,73.43,73.58,73.65,73.43,31.38,0.0
574.941176,,,73.8,73.58,73.58,73.36,31.45,0.0
575.000000,-0.743674,0.490924,73.8,73.8,73.72,73.43,31.74,0.0
575.058824,,,73.22,73.43,73.51,73.15,31.52,0.0
575.117647,,,73.8,73.8,73.72,73.36,31.81,0.0
575.176471,-0.743628,0.490967,73.22,73.58,73.65,73.15,31.52,0.0
575.235294,,,73.8,73.58,73.65,73.22,31.74,0.0
575.294118,-0.743568,0.491108,73.29,73.43,73.8,73.36,31.59,0.0
575.352941,-0.743539,0.491087,73.8,73.51,73.51,73.0,31.74,0.0
575.411765,,,73.8,73.72,73.65,73.36,31.95,0.0
575.470588,,,73.22,73.43,73.51,73.29,31.74,0.0
575.529412,,,73.8,73.43,73.22,73.15,31.88,0.0
575.588235,,,73.22,73.43,73.51,73.15,31.74,0.0
575.647059,,,73.8,73.8,73.8,73.36,31.95,0.0
575.705882,,,73.51,73.72,73.8,73.8,32.17,0.0
575.764706,-0.743545,0.491129,73.8,73.72,73.72,73.29,32.03,0.0
575.823529,-0.743585,0.491078,73.22,73.58,73.72,73.51,31.88,0.0
575.882353,,,73.51,73.36,73.51,73.22,31.88,0.0
575.941176,-0.743496,0.490970,73.8,73.72,73.65,73.43,32.24,0.0
576.000000,,,73.8,73.58,73.51,73.15,31.88,0.0
576.058824,,,73.58,73.58,73.51,73.36,32.24,0.0
576.117647,-0.743394,0.491235,73.36,73.58,73.58,73.29,32.1,0.0
576.176471,,,73.8,73.72,73.51,72.93,32.17,0.0
576.235294,-0.743390,0.491209,73.8,73.58,73.8,73.36,32.24,0.0
576.294118,-0.743403,0.491087,73.8,73.8,73.72,73.29,32.39,0.0
576.352941,,,73.8,73.8,73.8,73.8,32.75,0.0
576.411765,-0.743345,0.491171,73.07,73.36,73.58,73.29,32.17,0.0
576.470588,,,73.8,73.8,73.8,73.51,32.31,0.0
576.529412,,,73.58,73.51,73.58,73.36,32.39,0.0
576.588235,-0.743284,0.491320,73.8,73.8,73.58,73.36,32.53,0.0
576.647059,,,73.36,73.43,73.58,73.36,32.39,0.0
576.705882,-0.743258,0.491286,73.8,73.43,73.36,73.07,32.75,0.0
576.764706,-0.743252,0.491264,73.51,73.72,73.8,73.43,32.67,0.0
576.823529,,,73.72,73.72,73.65,73.22,32.6,0.0
576.882353,-0.743261,0.491326,73.8,73.22,73.51,73.15,32.75,0.0
576.941176,,,73.36,73.43,73.72,73.43,32.75,0.0
577.000000,,,73.65,73.51,73.65,73.22,32.75,0.0
577.058824,-0.743215,0.491344,73.8,73.51,73.51,73.51,32.89,0.0
577.117647,,,73.8,73.8,73.58,73.36,33.11,0.0
577.176471,-0.743225,0.491343,73.58,73.43,73.8,73.51,32.96,0.0
577.235294,-0.743177,0.491361,73.8,73.72,73.51,73.22,33.18,0.0
577.294118,,,73.8,73.8,73.8,73.29,33.25,0.0
577.352941,-0.743163,0.491282,73.36,73.8,73.8,73.43,33.18,0.0
577.411765,,,73.8,73.72,73.65,73.15,33.25,0.0
577.470588,,,73.22,73.36,73.65,73.36,33.25,0.0
577.529412,-0.743063,0.491442,73.72,73.29,73.29,73.0,33.18,0.0
577.588235,,,73.29,73.29,73.65,73.29,33.18,0.0
577.647059,-0.743012,0.491431,73.8,73.8,73.65,73.43,33.47,0.0
577.705882,-0.743031,0.491405,73.8,73.72,73.8,73.58,33.47,0.0
577.764706,,,73.8,73.72,73.58,73.29,33.61,0.0
577.823529,-0.743079,0.491481,73.8,73.58,73.65,73.22,33.47,0.0
577.882353,,,73.8,73.72,73.72,73.29,33.61,0.0
577.941176,,,73.8,73.72,73.72,73.29,33.76,0.0
578.000000,,,73.22,73.43,73.58,73.43,33.54,0.0
578.058824,,,73.8,73.43,73.58,73.36,33.76,0.0
578.117647,,,73.29,73.43,73.58,73.22,33.61,0.0
578.176471,,,73.65,73.43,73.43,72.86,33.61,0.0
578.235294,,,73.8,73.8,73.72,73.51,34.12,0.0
578.294118,,,73.29,73.43,73.51,73.22,33.9,0.0
578.352941,,,73.65,73.65,73.15,72.86,33.97,0.0
578.411765,,,73.36,73.51,73.72,73.15,34.12,0.0
578.470588,-0.743068,0.491552,73.8,73.8,73.8,73.43,34.12,0.0
578.529412,,,73.43,73.58,73.8,73.72,34.48,0.0
578.588235,-0.743146,0.491619,73.8,73.65,73.72,73.43,34.33,0.0
578.647059,-0.743184,0.491626,73.22,73.43,73.65,73.29,34.05,0.0
578.705882,,,73.36,73.22,73.29,73.15,34.05,0.0
578.764706,-0.743166,0.491686,73.8,73.8,73.65,73.51,34.48,0.0
578.823529,,,73.8,73.8,73.58,73.22,34.33,0.0
578.882353,,,73.43,73.51,73.43,73.22,34.26,0.0
578.941176,-0.743095,0.491780,73.43,73.58,73.72,73.51,34.41,0.0
579.000000,,,73.8,73.8,73.65,73.07,34.26,0.0
579.058824,-0.743075,0.491767,73.51,73.43,73.8,73.8,34.48,0.0
579.117647,-0.743056,0.491722,73.8,73.65,73.72,73.36,34.55,0.0
579.176471,,,73.8,73.8,73.8,73.72,34.69,0.0
579.235294,-0.743009,0.491711,73.07,73.29,73.51,73.22,34.33,0.0
579.294118,,,73.8,73.8,73.72,73.51,34.69,0.0
579.352941,,,73.8,73.65,73.58,73.43,34.69,0.0
579.411765,-0.742975,0.491821,73.8,73.72,73.58,73.29,34.77,0.0
579.470588,,,73.43,73.43,73.72,73.29,34.62,0.0
579.529412,-0.742936,0.491728,73.8,73.29,73.29,72.86,34.69,0.0
579.588235,-0.742896,0.491736,73.29,73.58,73.72,73.29,34.62,0.0
579.647059,,,73.65,73.58,73.65,73.36,34.62,0.0
579.705882,-0.742777,0.491856,73.8,73.8,73.8,73.8,35.13,0.0
579.764706,,,73.22,73.29,73.51,73.22,34.62,0.0
579.823529,,,73.8,73.8,73.65,73.29,34.84,0.0
579.882353,-0.742827,0.491876,73.8,73.65,73.58,73.58,35.06,0.0
579.941176,,,73.8,73.72,73.58,73.29,35.06,0.0
580.000000,-0.742802,0.491849,73.22,73.43,73.58,73.22,34.84,0.0
580.058824,-0.742799,0.491869,73.65,73.43,73.51,73.15,34.98,0.0
580.117647,,,73.8,73.8,73.8,73.65,35.27,0.0
580.176471,-0.742766,0.491953,73.8,73.43,73.51,72.86,34.91,0.0
580.235294,,,73.51,73.51,73.65,73.36,34.98,0.0
580.294118,,,73.22,73.36,73.65,73.29,34.98,0.0
580.352941,-0.742577,0.491958,73.72,73.58,73.07,73.0,35.13,0.0
580.411765,,,73.29,73.43,73.58,73.36,35.13,0.0
580.470588,-0.742636,0.491918,73.8,73.8,73.65,73.51,35.42,0.0
580.529412,,,73.8,73.72,73.8,73.8,35.49,0.0
580.588235,,,73.8,73.51,73.65,73.15,35.42,0.0
580.647059,,,73.8,73.8,73.72,73.22,35.49,0.0
580.705882,,,73.8,73.72,73.8,73.36,35.49,0.0
580.764706,,,73.8,73.65,73.65,73.36,35.63,0.0
580.823529,,,73.22,73.43,73.65,73.43,35.56,0.0
580.882353,,,73.8,73.43,73.51,73.29,35.78,0.0
580.941176,-0.742578,0.492075,73.51,73.43,73.8,73.36,35.78,0.0
581.000000,-0.742591,0.492072,73.8,73.8,73.58,73.29,35.63,0.0
581.058824,,,73.8,73.8,73.65,73.29,35.92,0.0
581.117647,-0.742532,0.492056,73.22,73.43,73.58,73.15,35.7,0.0
581.176471,,,73.8,73.72,73.51,72.71,35.63,0.0
581.235294,,,73.29,73.43,73.65,73.15,35.85,0.0
581.294118,-0.742563,0.492091,73.8,73.72,73.8,73.43,35.92,0.0
581.352941,,,73.36,73.58,73.8,73.8,36.14,0.0
581.411765,-0.742501,0.492055,73.8,73.72,73.65,73.36,35.92,0.0
581.470588,-0.742473,0.492085,73.36,73.58,73.58,73.36,35.85,0.0
581.529412,,,73.43,73.29,73.22,73.07,35.78,0.0
581.588235,-0.742583,0.492054,73.8,73.8,73.72,73.36,36.21,0.0
581.647059,,,73.29,73.43,73.51,73.15,36.14,0.0
581.705882,,,73.8,73.15,73.29,73.07,36.21,0.0
581.764706,-0.742493,0.492109,73.29,73.58,73.65,73.51,36.14,0.0
581.823529,,,73.8,73.8,73.72,73.22,36.14,0.0
581.882353,-0.742391,0.492036,73.72,73.65,73.8,73.8,36.71,0.0
581.941176,-0.742441,0.492091,73.8,73.65,73.72,73.36,36.43,0.0
582.000000,,,73.36,73.72,73.72,73.36,36.21,0.0
582.058824,-0.742387,0.492219,73.8,73.72,73.51,73.29,36.43,0.0
582.117647,,,73.8,73.8,73.65,73.43,36.57,0.0
582.176471,,,73.36,73.51,73.58,73.22,36.64,0.0
582.235294,-0.742243,0.492081,73.8,73.72,73.65,73.22,36.71,0.0
582.294118,,,73.43,73.51,73.72,73.36,36.71,0.0
582.352941,-0.742249,0.492192,73.72,73.51,73.29,72.86,36.5,0.0
582.411765,-0.742238,0.492225,73.36,73.58,73.72,73.51,36.71,0.0
582.470588,,,73.58,73.58,73.72,73.36,36.71,0.0
