A0,A1,A2,A5,A6,A7
73.07,40.61,0.00,24.38,35.70,33.04
71.78,42.63,0.00,25.10,36.86,33.97
73.80,41.98,0.00,25.17,36.79,33.97
73.36,40.90,0.00,24.67,35.92,33.18
71.99,43.06,0.00,25.24,37.00,34.12
73.80,41.19,0.00,24.74,36.14,33.40
72.14,42.99,0.00,25.32,37.44,34.41
73.51,41.26,0.00,24.67,36.21,33.47
72.64,43.06,0.00,25.53,37.58,34.55
73.80,42.41,0.00,25.17,37.15,34.41
73.80,41.33,0.00,24.88,36.50,33.61
72.79,41.33,0.00,24.88,36.57,33.61
71.99,41.55,0.00,24.60,36.50,33.40
72.86,43.71,0.00,25.60,38.09,34.62
73.80,41.62,0.00,24.81,36.79,33.68
72.28,43.86,0.00,25.53,38.09,34.62
73.80,41.98,0.00,24.81,36.93,33.83
72.71,43.71,0.00,25.82,38.23,34.77
73.80,43.14,0.00,25.60,38.01,34.84
73.80,41.91,0.00,25.17,37.00,33.97
72.71,43.78,0.00,25.89,38.23,34.77
73.80,42.20,0.00,25.24,37.29,34.05
73.07,44.36,0.00,26.04,38.73,35.13
73.80,42.49,0.00,25.10,37.29,34.05
72.42,44.58,0.00,25.75,38.73,35.27
73.80,43.64,0.00,25.53,38.45,35.06
73.80,42.85,0.00,25.32,37.51,34.41
72.64,42.99,0.00,25.17,37.65,34.48
72.79,42.77,0.00,25.24,37.72,34.41
73.00,45.08,0.00,26.18,38.95,35.20
73.80,42.85,0.00,25.32,37.80,34.41
73.36,44.79,0.00,26.47,39.46,35.56
73.80,43.06,0.00,25.39,38.01,34.48
73.29,45.37,0.00,26.40,39.53,35.70
73.80,44.43,0.00,26.11,39.10,35.42
73.80,43.35,0.00,25.60,38.16,34.77
73.22,45.37,0.00,26.54,39.53,35.78
73.80,43.64,0.00,25.82,38.30,34.91
72.86,45.80,0.00,26.33,39.46,35.85
73.80,43.78,0.00,25.75,38.30,34.84
72.79,45.73,0.00,26.61,39.74,35.78
73.80,44.87,0.00,26.25,39.38,35.70
73.80,44.00,0.00,25.82,38.66,35.13
72.79,44.07,0.00,25.60,38.52,34.91
73.07,44.36,0.00,25.75,38.88,35.20
73.29,46.17,0.00,26.76,40.39,36.28
73.80,44.15,0.00,25.82,39.02,35.13
73.36,46.45,0.00,26.83,40.47,36.35
73.80,44.29,0.00,25.97,39.02,35.20
72.42,44.51,0.00,25.68,38.88,35.06
73.80,46.74,0.00,27.12,40.61,36.35
73.80,44.43,0.00,26.04,39.31,35.27
73.29,46.81,0.00,26.76,40.68,36.50
73.80,44.58,0.00,26.04,39.46,35.49
73.15,46.67,0.00,27.12,40.83,36.57
73.80,44.65,0.00,26.18,39.46,35.56
73.51,46.81,0.00,27.26,40.97,36.86
73.80,45.95,0.00,26.83,40.54,36.50
73.80,44.94,0.00,26.40,39.67,35.85
73.51,47.03,0.00,27.26,41.26,37.08
73.80,45.01,0.00,26.33,39.82,35.92
73.51,47.39,0.00,27.34,41.40,37.15
73.80,45.23,0.00,26.33,39.96,35.92
72.93,47.68,0.00,27.19,41.19,36.86
73.80,45.37,0.00,26.40,39.96,35.99
73.15,45.01,0.00,26.47,40.03,36.14
73.51,47.61,0.00,27.41,41.40,37.15
73.80,45.37,0.00,26.61,40.11,36.07
73.58,47.54,0.00,27.77,41.84,37.44
73.80,45.59,0.00,26.69,40.32,36.14
73.65,47.90,0.00,27.77,41.91,37.44
73.80,45.73,0.00,26.69,40.39,36.28
73.43,47.97,0.00,27.62,41.84,37.51
73.80,47.03,0.00,27.41,41.48,37.29
73.80,45.95,0.00,27.05,40.54,36.50
73.36,48.26,0.00,27.91,42.20,37.72
73.80,45.95,0.00,26.90,40.68,36.43
73.15,48.26,0.00,27.99,42.05,37.51
73.80,46.17,0.00,26.98,40.68,36.50
73.58,48.33,0.00,28.06,42.27,37.94
73.80,46.31,0.00,26.98,40.83,36.71
73.22,46.45,0.00,27.05,40.97,36.71
73.22,46.17,0.00,27.12,41.04,36.71
73.07,46.67,0.00,26.98,40.83,36.64
73.51,48.83,0.00,28.13,42.70,38.01
73.80,46.60,0.00,27.19,41.26,36.71
73.36,48.83,0.00,27.99,42.70,37.87
73.80,46.89,0.00,27.19,41.33,36.71
73.36,48.91,0.00,28.35,42.99,37.94
73.80,48.04,0.00,27.84,42.56,37.80
73.80,46.96,0.00,27.41,41.69,37.15
73.15,49.20,0.00,28.35,43.06,38.16
73.80,47.03,0.00,27.26,41.55,37.15
73.51,49.12,0.00,28.42,43.28,38.45
73.80,47.03,0.00,27.34,41.69,37.22
73.51,49.48,0.00,28.42,43.35,38.52
73.80,47.18,0.00,27.34,41.84,37.15
72.57,47.39,0.00,27.26,41.69,36.86
73.80,49.84,0.00,28.63,43.64,38.52
73.80,47.32,0.00,27.55,42.13,37.36
72.93,49.77,0.00,28.42,43.42,38.37
73.80,47.46,0.00,27.55,42.20,37.51
73.43,49.48,0.00,28.78,43.86,38.81
73.80,47.46,0.00,27.77,42.13,37.58
73.51,49.99,0.00,28.92,43.93,38.52
73.80,48.91,0.00,28.35,43.57,38.59
73.80,47.90,0.00,27.99,42.56,37.72
73.58,50.20,0.00,29.00,44.22,39.02
73.80,47.90,0.00,27.70,42.49,37.80
73.58,50.42,0.00,28.85,44.22,39.24
73.80,48.04,0.00,27.84,42.63,37.94
73.07,50.42,0.00,28.85,44.07,39.02
73.80,48.11,0.00,27.91,42.70,38.09
73.07,47.82,0.00,28.06,42.85,38.09
73.51,50.57,0.00,29.14,44.15,39.24
73.80,48.19,0.00,28.20,42.99,38.01
73.58,50.42,0.00,29.43,44.65,39.38
73.80,48.33,0.00,28.20,42.99,38.09
73.72,50.78,0.00,29.28,44.72,39.60
73.80,48.55,0.00,28.20,43.14,38.23
73.29,51.00,0.00,29.07,44.51,39.46
73.80,49.92,0.00,28.92,44.22,39.24
73.80,48.76,0.00,28.49,43.35,38.52
73.36,51.00,0.00,29.43,44.87,39.67
73.80,48.62,0.00,28.42,43.42,38.45
73.29,51.21,0.00,29.57,45.01,39.60
73.80,48.98,0.00,28.42,43.42,38.59
73.65,51.14,0.00,29.57,45.16,39.96
73.80,49.05,0.00,28.49,43.57,38.66
73.07,49.12,0.00,28.49,43.71,38.66
73.80,51.36,0.00,29.86,45.52,40.11
73.80,49.20,0.00,28.78,43.71,38.81
73.51,51.58,0.00,29.93,45.44,40.11
73.80,49.27,0.00,28.78,43.78,38.81
73.43,51.72,0.00,29.79,45.30,40.03
73.80,49.34,0.00,28.85,43.86,38.81
73.65,51.72,0.00,30.01,45.73,40.32
73.80,50.78,0.00,29.57,45.23,39.96
73.80,49.70,0.00,29.00,44.29,39.17
73.29,51.94,0.00,30.22,45.88,40.47
73.80,49.56,0.00,29.00,44.22,39.24
73.58,52.08,0.00,30.22,46.09,40.61
73.80,49.70,0.00,29.07,44.29,39.24
73.58,52.30,0.00,30.22,46.24,40.68
73.80,49.92,0.00,29.14,44.43,39.31
72.79,49.99,0.00,29.14,44.36,39.10
73.80,52.59,0.00,30.44,46.24,40.83
73.80,49.92,0.00,29.28,44.72,39.38
72.93,52.51,0.00,30.29,46.24,40.54
73.80,49.99,0.00,29.43,44.79,39.46
73.65,52.22,0.00,30.65,46.60,40.97
73.80,50.06,0.00,29.43,44.87,39.53
73.65,52.59,0.00,30.73,46.74,41.04
73.80,51.50,0.00,30.29,46.17,40.54
73.80,50.35,0.00,29.79,45.16,39.74
73.58,52.95,0.00,30.80,46.96,41.19
73.80,50.49,0.00,29.57,45.16,39.82
73.43,53.02,0.00,30.65,46.96,41.19
73.80,50.49,0.00,29.57,45.23,39.82
73.22,52.95,0.00,30.87,46.89,41.04
73.80,50.49,0.00,29.64,45.30,39.96
73.15,50.42,0.00,29.86,45.59,39.96
73.36,53.23,0.00,31.02,47.18,41.04
73.80,50.71,0.00,29.86,45.52,39.96
73.65,53.02,0.00,31.09,47.46,41.40
73.80,50.85,0.00,29.86,45.66,40.11
73.72,53.45,0.00,31.16,47.54,41.55
73.80,50.85,0.00,29.93,45.73,40.25
73.29,53.38,0.00,31.02,47.18,41.40
73.80,52.30,0.00,30.73,47.03,41.26
73.80,51.07,0.00,30.22,45.95,40.39
73.43,53.60,0.00,31.09,47.68,41.69
73.80,51.21,0.00,30.15,46.02,40.39
73.43,53.81,0.00,31.38,47.97,41.84
73.80,51.36,0.00,30.15,46.17,40.61
73.72,53.88,0.00,31.45,48.11,42.05
73.80,51.43,0.00,30.15,46.31,40.61
73.00,51.50,0.00,30.15,46.31,40.61
73.80,53.81,0.00,31.74,48.19,42.13
73.80,51.36,0.00,30.37,46.38,40.61
73.58,54.10,0.00,31.66,48.19,41.98
73.80,51.58,0.00,30.51,46.60,40.75
73.15,54.24,0.00,31.66,48.04,41.84
73.80,51.79,0.00,30.58,46.67,40.90
73.65,54.10,0.00,31.88,48.47,42.41
73.80,53.31,0.00,31.23,47.97,41.91
73.80,52.15,0.00,30.73,46.81,41.12
73.43,53.96,0.00,31.95,48.55,42.49
73.80,52.01,0.00,30.65,46.74,41.12
73.58,54.68,0.00,31.95,48.69,42.56
73.80,52.08,0.00,30.80,46.96,41.12
73.51,54.89,0.00,31.88,48.76,42.56
73.80,52.22,0.00,30.80,47.10,41.26
72.79,52.37,0.00,30.87,47.03,41.12
73.80,55.11,0.00,32.17,49.05,42.77
73.80,52.37,0.00,30.94,47.25,41.33
73.00,54.97,0.00,32.17,48.83,42.56
73.80,52.37,0.00,31.09,47.25,41.40
73.51,54.75,0.00,32.39,49.20,42.92
73.80,52.44,0.00,31.09,47.39,41.48
73.65,55.25,0.00,32.46,49.41,43.06
73.80,54.03,0.00,31.88,48.83,42.56
73.80,52.80,0.00,31.30,47.68,41.76
73.65,55.54,0.00,32.53,49.70,43.28
73.80,52.80,0.00,31.16,47.75,41.76
73.36,55.54,0.00,32.17,49.48,43.21
73.80,52.80,0.00,31.30,47.75,41.84
73.36,55.33,0.00,32.60,49.70,43.28
73.80,52.95,0.00,31.30,47.90,41.98
73.22,52.87,0.00,31.45,48.11,42.05
73.51,55.98,0.00,32.96,49.92,43.28
73.80,53.09,0.00,31.52,48.11,41.98
73.72,55.62,0.00,32.89,50.13,43.64
73.80,53.31,0.00,31.52,48.26,42.13
73.58,55.98,0.00,32.89,50.20,43.64
73.80,53.31,0.00,31.74,48.33,42.20
73.07,55.98,0.00,32.89,49.84,43.42
73.80,54.82,0.00,32.60,49.77,43.42
73.80,53.45,0.00,31.95,48.55,42.27
73.43,56.19,0.00,32.89,50.20,43.78
73.80,53.60,0.00,31.74,48.69,42.27
73.65,56.26,0.00,33.25,50.71,43.93
73.80,53.67,0.00,31.88,48.76,42.41
73.65,56.55,0.00,33.32,50.71,44.07
73.80,53.81,0.00,31.88,48.83,42.56
73.00,53.88,0.00,31.95,48.76,42.56
73.80,56.41,0.00,33.54,50.93,44.15
73.80,53.81,0.00,32.17,48.91,42.63
73.65,56.55,0.00,33.54,50.93,44.15
73.80,54.10,0.00,32.31,49.05,42.70
73.22,56.63,0.00,33.54,50.71,44.00
73.80,54.10,0.00,32.31,49.12,42.85
73.65,56.55,0.00,33.68,51.21,44.43
73.80,55.76,0.00,33.18,50.49,44.07
73.80,54.32,0.00,32.53,49.27,43.06
73.51,56.48,0.00,33.76,51.29,44.58
73.80,54.32,0.00,32.39,49.41,42.92
73.65,57.13,0.00,33.76,51.50,44.58
73.80,54.53,0.00,32.53,49.56,42.99
73.43,57.35,0.00,33.47,51.36,44.43
73.80,54.68,0.00,32.46,49.63,43.14
72.93,54.68,0.00,32.60,49.77,43.06
73.72,57.56,0.00,33.90,51.72,44.65
73.80,54.75,0.00,32.67,49.77,43.28
73.07,57.42,0.00,34.05,51.58,44.58
73.80,54.75,0.00,32.67,49.77,43.28
73.58,57.35,0.00,34.12,52.01,44.94
73.80,54.82,0.00,32.82,49.99,43.35
73.65,57.78,0.00,34.12,52.01,44.94
73.80,56.55,0.00,33.54,51.50,44.72
73.80,55.18,0.00,32.96,50.28,43.64
73.58,58.00,0.00,34.19,52.15,45.16
73.80,55.25,0.00,32.89,50.20,43.64
72.86,58.00,0.00,34.05,51.79,45.08
73.80,55.18,0.00,33.04,50.28,43.71
73.58,57.85,0.00,34.41,52.37,45.30
73.80,55.33,0.00,33.11,50.49,43.78
73.22,55.54,0.00,33.25,50.64,43.86
73.72,58.28,0.00,34.62,52.66,45.30
73.80,55.47,0.00,33.25,50.64,43.86
73.72,58.21,0.00,34.69,52.80,45.59
73.80,55.62,0.00,33.25,50.71,44.00
73.51,58.57,0.00,34.62,52.66,45.59
73.80,55.62,0.00,33.32,50.78,44.15
73.15,58.43,0.00,34.77,52.51,45.37
73.80,57.13,0.00,34.19,52.30,45.30
73.80,55.90,0.00,33.61,51.00,44.29
73.07,58.72,0.00,34.77,52.80,45.44
73.80,55.98,0.00,33.54,51.14,44.29
73.72,58.36,0.00,34.84,53.23,46.02
73.80,56.05,0.00,33.47,51.14,44.43
73.58,58.93,0.00,34.91,53.16,46.09
73.80,55.98,0.00,33.61,51.29,44.51
72.93,56.12,0.00,33.40,51.14,44.43
73.80,58.79,0.00,35.27,53.45,46.09
73.80,56.12,0.00,33.83,51.50,44.51
73.58,59.08,0.00,35.20,53.45,46.02
73.80,56.19,0.00,33.76,51.50,44.51
73.36,59.01,0.00,35.27,53.38,46.02
73.80,56.34,0.00,33.83,51.65,44.65
73.65,59.01,0.00,35.27,53.67,46.38
73.80,57.85,0.00,34.77,53.16,46.09
73.80,56.48,0.00,34.05,51.86,45.01
73.51,59.08,0.00,35.42,53.81,46.45
73.80,56.48,0.00,34.05,51.86,44.87
73.72,59.58,0.00,35.34,54.03,46.53
73.80,56.63,0.00,34.05,52.01,44.87
73.43,59.66,0.00,35.27,53.67,46.53
73.80,56.84,0.00,34.19,52.01,45.01
73.00,56.41,0.00,34.19,52.15,45.01
73.72,59.80,0.00,35.49,54.10,46.67
73.80,56.84,0.00,34.33,52.22,45.08
73.43,59.66,0.00,35.78,54.32,46.74
73.80,56.84,0.00,34.41,52.30,45.16
73.65,59.80,0.00,35.99,54.53,46.89
73.80,57.13,0.00,34.48,52.37,45.23
73.65,60.23,0.00,35.78,54.53,46.89
73.80,58.86,0.00,35.34,54.03,46.67
73.80,57.35,0.00,34.62,52.66,45.44
73.51,60.23,0.00,35.85,54.68,47.18
73.80,57.20,0.00,34.62,52.51,45.52
73.07,60.09,0.00,35.85,54.39,46.96
73.80,57.42,0.00,34.62,52.73,45.59
73.65,59.87,0.00,36.21,55.04,47.25
73.80,57.64,0.00,34.77,52.87,45.73
73.29,57.71,0.00,34.77,53.02,45.73
73.36,57.64,0.00,34.91,53.16,45.80
73.36,58.00,0.00,34.55,53.02,45.73
73.65,60.52,0.00,36.21,55.33,47.46
73.80,57.85,0.00,34.91,53.23,45.73
73.51,60.67,0.00,36.21,55.33,47.39
73.80,57.85,0.00,34.91,53.23,45.59
73.29,60.81,0.00,36.35,55.47,47.18
73.80,59.51,0.00,35.92,54.97,46.96
73.80,58.21,0.00,34.98,53.60,46.02
73.29,61.17,0.00,36.21,55.47,47.39
73.80,58.21,0.00,34.98,53.74,46.02
73.58,60.95,0.00,36.50,55.83,47.90
73.80,58.21,0.00,35.06,53.67,46.02
73.43,61.46,0.00,36.50,55.98,47.90
73.80,58.28,0.00,35.20,53.67,46.17
72.79,58.50,0.00,34.98,53.52,45.95
73.80,61.46,0.00,36.79,56.12,47.90
73.80,58.50,0.00,35.42,54.03,46.17
73.43,61.68,0.00,36.50,56.05,47.75
73.80,58.50,0.00,35.42,54.10,46.31
73.36,61.31,0.00,36.79,56.26,47.90
73.80,58.72,0.00,35.42,54.10,46.53
73.65,61.39,0.00,37.08,56.41,48.19
73.80,60.16,0.00,36.50,55.69,47.75
73.80,58.65,0.00,35.78,54.32,46.45
73.58,61.39,0.00,37.08,56.63,48.33
73.80,59.08,0.00,35.63,54.39,46.53
73.65,61.96,0.00,37.00,56.70,48.26
73.80,59.01,0.00,35.63,54.53,46.74
73.22,61.96,0.00,36.93,56.41,47.97
73.80,59.15,0.00,35.63,54.61,46.74
73.15,58.57,0.00,35.85,54.68,46.74
73.43,62.04,0.00,37.08,56.48,48.40
73.80,59.08,0.00,35.92,54.68,46.89
73.72,61.82,0.00,37.29,57.13,48.47
73.80,59.22,0.00,35.85,54.89,46.81
73.72,62.25,0.00,37.51,57.20,48.47
73.80,59.37,0.00,35.85,55.04,46.96
73.65,62.25,0.00,37.22,57.13,48.62
73.80,60.95,0.00,36.79,56.63,48.33
73.80,59.58,0.00,36.14,55.11,47.25
73.51,62.40,0.00,37.58,57.35,48.91
73.80,59.51,0.00,36.07,55.18,47.32
73.22,62.47,0.00,37.65,57.20,48.62
73.80,59.58,0.00,36.21,55.40,47.25
73.72,62.47,0.00,37.80,57.49,49.12
73.80,59.73,0.00,36.14,55.54,47.25
73.22,59.87,0.00,36.21,55.62,47.54
73.36,59.29,0.00,36.43,55.76,47.46
73.07,60.02,0.00,36.07,55.33,47.32
73.65,62.76,0.00,37.80,57.85,49.20
73.80,60.02,0.00,36.35,55.76,47.54
73.43,63.05,0.00,37.80,57.78,49.12
73.80,59.94,0.00,36.43,55.83,47.46
73.51,62.97,0.00,38.09,58.14,49.20
73.80,61.82,0.00,37.44,57.56,48.83
73.80,60.45,0.00,36.50,56.12,47.82
73.43,63.33,0.00,38.01,58.14,49.20
73.80,60.45,0.00,36.43,56.12,47.75
73.58,63.12,0.00,38.01,58.28,49.56
73.80,60.30,0.00,36.57,56.12,47.90
73.51,63.55,0.00,38.01,58.28,49.63
73.80,60.38,0.00,36.64,56.12,47.82
72.64,60.59,0.00,36.43,56.12,47.32
73.80,63.84,0.00,38.37,58.65,49.70
73.80,60.59,0.00,36.79,56.41,47.90
73.36,63.84,0.00,38.01,58.28,49.63
73.80,60.74,0.00,36.86,56.55,47.97
73.43,63.41,0.00,38.37,58.86,49.77
73.80,60.81,0.00,36.93,56.48,48.11
73.51,63.91,0.00,38.52,59.01,49.99
73.80,62.69,0.00,38.01,58.43,49.56
73.80,61.03,0.00,37.08,56.84,48.26
73.65,64.20,0.00,38.66,59.29,50.06
73.80,61.03,0.00,36.93,56.99,48.26
73.65,64.27,0.00,38.37,59.22,50.20
73.80,61.24,0.00,37.08,57.06,48.55
73.07,64.20,0.00,38.45,59.01,49.92
73.80,61.31,0.00,37.15,56.99,48.55
73.15,60.88,0.00,37.44,57.20,48.47
73.43,64.42,0.00,38.81,59.22,50.20
73.80,61.31,0.00,37.36,57.20,48.40
73.65,63.98,0.00,39.10,59.87,50.35
73.80,61.46,0.00,37.44,57.27,48.55
73.72,64.49,0.00,39.10,59.80,50.35
73.80,61.53,0.00,37.36,57.56,48.69
73.58,64.63,0.00,38.73,59.73,50.28
73.80,63.33,0.00,38.37,59.22,50.06
73.80,61.60,0.00,37.72,57.49,48.98
73.43,64.71,0.00,39.10,60.02,50.64
73.80,61.68,0.00,37.65,57.64,48.91
73.51,64.71,0.00,39.38,60.02,50.42
73.80,61.89,0.00,37.72,57.78,48.91
73.80,64.78,0.00,39.38,60.09,50.64
73.80,61.89,0.00,37.72,58.00,49.05
73.29,62.04,0.00,37.72,58.00,49.20
73.80,64.71,0.00,39.46,60.23,50.78
73.80,61.96,0.00,37.87,58.00,49.20
73.65,65.07,0.00,39.53,60.23,51.00
73.80,62.04,0.00,37.87,58.14,49.05
73.51,64.99,0.00,39.31,60.02,50.78
73.80,62.18,0.00,38.09,58.21,49.20
73.72,65.21,0.00,39.67,60.45,51.00
73.80,63.91,0.00,39.02,59.94,50.71
73.80,62.40,0.00,38.09,58.36,49.41
73.43,65.21,0.00,39.74,60.74,51.00
73.80,62.32,0.00,38.09,58.43,49.48
73.65,65.28,0.00,39.82,60.59,51.36
73.80,62.25,0.00,38.23,58.50,49.56
73.51,65.57,0.00,39.67,60.74,51.36
73.80,62.40,0.00,38.30,58.72,49.56
72.71,62.61,0.00,38.30,58.50,49.34
73.80,65.86,0.00,39.96,60.95,51.43
73.80,62.61,0.00,38.45,58.86,49.70
73.07,65.86,0.00,39.82,60.74,51.21
73.80,62.76,0.00,38.59,58.79,49.77
73.72,65.64,0.00,40.18,61.24,51.79
73.80,62.61,0.00,38.59,58.79,49.92
73.51,65.93,0.00,40.11,61.17,51.65
73.80,64.56,0.00,39.67,60.59,51.21
73.80,63.12,0.00,38.88,59.15,49.99
73.58,66.22,0.00,40.25,61.46,51.94
73.80,63.05,0.00,38.66,59.22,50.13
73.58,66.36,0.00,39.96,61.46,52.01
73.80,63.26,0.00,38.66,59.15,50.28
73.15,66.08,0.00,40.32,61.31,51.79
73.80,63.19,0.00,38.81,59.15,50.35
73.15,62.97,0.00,38.95,59.37,50.35
73.36,66.36,0.00,40.47,61.60,51.79
73.80,63.19,0.00,39.02,59.58,50.28
73.58,66.22,0.00,40.68,62.04,52.22
73.80,63.41,0.00,38.95,59.58,50.49
73.65,66.51,0.00,40.68,62.04,52.37
73.80,63.62,0.00,39.02,59.66,50.57
73.43,66.65,0.00,40.47,61.53,52.15
73.80,65.21,0.00,40.18,61.39,52.08
73.80,63.48,0.00,39.24,59.80,50.78
73.36,66.80,0.00,40.54,62.25,52.37
73.80,63.77,0.00,39.24,60.02,50.71
73.58,67.01,0.00,41.04,62.54,52.30
73.80,63.98,0.00,39.24,60.16,50.78
73.80,67.01,0.00,41.04,62.61,52.80
73.80,64.06,0.00,39.17,60.30,50.93
73.15,64.13,0.00,39.24,60.09,51.00
73.80,66.80,0.00,41.12,62.76,52.80
73.80,63.98,0.00,39.46,60.23,51.07
73.65,67.23,0.00,41.19,62.69,52.80
73.80,64.13,0.00,39.60,60.52,51.00
73.51,67.30,0.00,41.19,62.54,52.59
73.80,64.27,0.00,39.60,60.59,51.00
73.65,67.09,0.00,41.26,62.83,53.16
73.80,66.15,0.00,40.75,62.40,52.73
73.80,64.56,0.00,39.74,60.74,51.36
73.58,67.16,0.00,41.33,62.97,53.16
73.80,64.34,0.00,39.74,60.67,51.36
73.65,67.74,0.00,41.48,63.05,53.23
73.80,64.42,0.00,39.82,60.81,51.36
73.65,67.81,0.00,41.40,63.26,53.38
73.80,64.56,0.00,39.96,61.03,51.36
72.79,64.78,0.00,39.89,61.03,51.29
73.80,67.95,0.00,41.55,63.48,53.38
73.80,64.71,0.00,39.89,61.17,51.58
73.07,67.95,0.00,41.48,63.05,53.23
73.80,64.71,0.00,40.11,61.10,51.65
73.58,67.74,0.00,41.69,63.55,53.67
73.80,64.71,0.00,40.11,61.17,51.58
73.65,68.17,0.00,41.76,63.91,53.67
73.80,66.87,0.00,41.26,63.05,53.16
73.80,65.14,0.00,40.25,61.46,51.86
73.65,68.31,0.00,41.76,63.84,53.88
73.80,64.99,0.00,40.18,61.53,51.94
73.29,68.38,0.00,41.40,63.55,53.81
73.80,65.07,0.00,40.25,61.39,52.01
73.22,68.31,0.00,42.05,63.84,53.88
73.80,65.21,0.00,40.32,61.39,52.01
73.29,65.07,0.00,40.54,61.75,52.08
73.58,68.60,0.00,42.20,64.13,53.81
73.80,65.28,0.00,40.61,61.82,51.94
73.65,68.46,0.00,42.13,64.27,54.10
73.80,65.35,0.00,40.61,61.82,52.22
73.58,68.75,0.00,42.20,64.42,54.10
73.80,65.57,0.00,40.54,61.75,52.30
73.15,68.60,0.00,42.13,63.91,53.74
73.80,67.37,0.00,41.76,63.77,53.88
73.80,65.57,0.00,40.90,61.89,52.30
73.36,68.89,0.00,42.20,64.13,54.17
73.80,65.86,0.00,40.83,62.18,52.51
73.72,68.82,0.00,42.49,64.78,54.46
73.80,65.86,0.00,40.75,62.32,52.73
73.80,69.03,0.00,42.70,64.92,54.46
73.80,66.00,0.00,40.83,62.40,52.66
73.07,65.93,0.00,40.83,62.32,52.73
73.80,68.96,0.00,42.77,64.92,54.61
73.80,65.86,0.00,41.04,62.32,52.66
73.65,69.11,0.00,42.85,64.99,54.39
73.80,66.15,0.00,41.19,62.61,52.73
73.36,69.32,0.00,42.92,64.78,54.17
73.80,66.15,0.00,41.12,62.76,52.87
73.80,69.11,0.00,42.92,65.21,54.82
73.80,68.17,0.00,42.20,64.56,54.39
73.80,66.29,0.00,41.26,62.76,53.09
73.58,68.96,0.00,43.06,65.21,54.97
73.80,66.44,0.00,41.26,62.90,53.09
73.72,69.47,0.00,43.14,65.43,54.89
73.80,66.51,0.00,41.33,63.19,53.09
73.58,70.04,0.00,42.70,65.35,55.04
73.80,66.65,0.00,41.40,63.26,53.16
72.93,66.65,0.00,41.48,63.19,53.16
73.80,69.97,0.00,43.14,65.64,55.11
73.80,66.80,0.00,41.48,63.48,53.38
73.29,69.83,0.00,43.35,65.57,55.11
73.80,66.65,0.00,41.62,63.41,53.45
73.58,69.76,0.00,43.35,65.79,55.40
73.80,66.65,0.00,41.69,63.62,53.38
73.65,70.26,0.00,43.42,66.15,55.40
73.80,68.67,0.00,42.85,65.35,54.97
73.80,67.09,0.00,41.76,63.77,53.67
73.72,70.40,0.00,43.42,66.22,55.69
73.80,67.16,0.00,41.84,63.84,53.67
73.36,70.48,0.00,43.28,65.72,55.54
73.80,66.94,0.00,42.05,63.77,53.74
73.51,70.26,0.00,43.64,66.44,55.83
73.80,67.16,0.00,41.98,63.84,53.74
73.22,67.37,0.00,42.13,64.20,53.81
73.80,70.69,0.00,43.86,66.51,55.76
73.80,67.30,0.00,42.13,64.20,53.88
73.72,70.55,0.00,43.78,66.73,56.05
73.80,67.45,0.00,42.20,64.20,53.96
73.43,70.91,0.00,43.78,66.73,55.98
73.80,67.45,0.00,42.27,64.06,54.10
73.15,70.69,0.00,44.00,66.65,55.76
73.80,69.54,0.00,43.50,66.08,55.69
73.80,67.59,0.00,42.49,64.49,54.10
73.15,71.34,0.00,43.86,66.65,55.90
73.80,67.66,0.00,42.41,64.56,54.17
73.65,70.55,0.00,44.22,67.23,56.48
73.80,67.74,0.00,42.34,64.56,54.39
73.72,71.27,0.00,44.22,67.09,56.41
73.80,67.74,0.00,42.49,64.56,54.46
73.07,67.66,0.00,42.20,64.49,54.39
73.80,70.98,0.00,44.29,67.37,56.48
73.80,67.81,0.00,42.70,64.78,54.32
73.65,71.34,0.00,44.36,67.37,56.34
73.80,68.02,0.00,42.63,64.78,54.53
73.51,71.34,0.00,44.51,67.52,56.34
73.80,68.17,0.00,42.56,65.07,54.61
73.80,71.27,0.00,44.58,67.52,56.70
73.80,69.97,0.00,43.93,66.87,56.34
73.80,68.24,0.00,42.92,64.92,54.82
73.58,71.13,0.00,44.65,67.74,56.70
73.80,68.24,0.00,42.77,65.14,54.82
73.80,71.49,0.00,44.72,67.81,56.70
73.80,68.38,0.00,42.99,65.28,54.82
73.65,71.70,0.00,44.51,67.74,56.70
73.80,68.46,0.00,42.85,65.50,54.97
73.22,68.38,0.00,42.99,65.50,55.11
73.80,71.99,0.00,44.79,68.02,56.91
73.80,68.46,0.00,43.14,65.50,55.11
73.58,71.56,0.00,45.01,68.10,56.99
73.80,68.38,0.00,43.21,65.64,55.11
73.80,71.92,0.00,45.08,68.31,57.13
73.80,68.67,0.00,43.28,65.72,55.04
73.72,72.14,0.00,45.01,68.38,57.20
73.80,70.48,0.00,44.51,67.74,56.77
73.80,68.89,0.00,43.28,66.00,55.47
73.65,72.28,0.00,45.08,68.53,57.35
73.80,68.75,0.00,43.28,65.93,55.40
73.07,72.28,0.00,44.94,67.95,57.13
73.80,68.75,0.00,43.42,66.00,55.40
73.72,71.92,0.00,45.30,68.67,57.49
73.80,68.96,0.00,43.57,66.08,55.40
73.22,69.18,0.00,43.50,66.36,55.54
73.80,72.57,0.00,45.37,68.75,57.56
73.80,69.11,0.00,43.64,66.44,55.62
73.65,72.57,0.00,45.52,69.03,57.71
73.80,69.03,0.00,43.71,66.36,55.69
