Format Version,1.1,Take Name,Take 2025-06-26 05.40.56 PM,Capture Frame Rate,51.000000,Export Frame Rate,51.000000,Capture Start Time,2025-06-26 05.40.56.279 PM,Total Frames,288,Rotation Type,Quaternion

,,Marker,Marker,Marker
93,1.823529,-0.626500,1.169568,0.838413
94,1.843137,-0.626508,1.169551,0.838417
95,1.862745,-0.626523,1.169580,0.838422
96,1.882353,-0.626520,1.169600,0.838425
97,1.901961,-0.626512,1.169582,0.838415
98,1.921569,-0.626508,1.169565,0.838416
99,1.941176,-0.626494,1.169545,0.838411
100,1.960784,-0.626484,1.169569,0.838417
101,1.980392,-0.626465,1.169562,0.838405
102,2.000000,-0.626474,1.169593,0.838416
103,2.019608,-0.626484,1.169598,0.838411
104,2.039216,-0.626487,1.169633,0.838419
105,2.058824,-0.626494,1.169628,0.838417
106,2.078431,-0.626473,1.169629,0.838415
107,2.098039,-0.626204,1.169507,0.838237
108,2.117647,-0.623867,1.169136,0.836844
109,2.137255,-0.619811,1.168735,0.834902
110,2.156863,-0.615801,1.168695,0.833933
111,2.176471,-0.613118,1.168978,0.833724
112,2.196078,-0.611529,1.169140,0.833144
113,2.215686,-0.611243,1.169062,0.832720
114,2.235294,-0.612774,1.169025,0.833356
115,2.254902,-0.615317,1.169127,0.834746
116,2.274510,-0.617991,1.169277,0.836012
117,2.294118,-0.620526,1.169362,0.837054
118,2.313725,-0.622947,1.169297,0.838187
119,2.333333,-0.624733,1.169237,0.838993
120,2.352941,-0.625612,1.171493,0.841024
121,2.372549,-0.626158,1.171519,0.841020
122,2.392157,-0.626139,1.171513,0.840946
123,2.411765,-0.625752,1.171530,0.840768
124,2.431373,-0.625191,1.171520,0.840384
125,2.450980,-0.624700,1.171497,0.840083
126,2.470588,-0.624326,1.171495,0.839852
127,2.490196,-0.624116,1.171558,0.839711
128,2.509804,-0.624029,1.171570,0.839636
129,2.529412,-0.624100,1.171594,0.839617
130,2.549020,-0.624160,1.171601,0.839587
131,2.568627,-0.624168,1.171676,0.839557
132,2.588235,-0.624191,1.171653,0.839495
133,2.607843,-0.624186,1.171631,0.839467
134,2.627451,-0.624291,1.171592,0.839462
135,2.647059,-0.624340,1.171603,0.839554
136,2.666667,-0.624491,1.171552,0.839644
137,2.686275,-0.624544,1.171520,0.839752
138,2.705882,-0.624573,1.171515,0.839834
139,2.725490,-0.624529,1.171547,0.839915
140,2.745098,-0.624990,1.169538,0.838442
141,2.764706,-0.624982,1.169501,0.838472
142,2.784314,-0.624918,1.169447,0.838450
143,2.803922,-0.624908,1.169440,0.838412
144,2.823529,-0.624860,1.169436,0.838341
145,2.843137,-0.624875,1.169447,0.838251
146,2.862745,-0.624908,1.169471,0.838173
147,2.882353,-0.624985,1.169489,0.838099
148,2.901961,-0.625070,1.169507,0.838053
149,2.921569,-0.625154,1.169507,0.838034
150,2.941176,-0.625226,1.169507,0.838040
151,2.960784,-0.625268,1.169482,0.838086
152,2.980392,-0.625268,1.169458,0.838139
153,3.000000,-0.625237,1.169420,0.838230
154,3.019608,-0.625218,1.169403,0.838311
155,3.039216,-0.625161,1.169374,0.838393
156,3.058824,-0.625106,1.169380,0.838446
157,3.078431,-0.625038,1.169393,0.838487
158,3.098039,-0.624983,1.169405,0.838493
159,3.117647,-0.624934,1.169382,0.838461
160,3.137255,-0.624920,1.169389,0.838408
161,3.156863,-0.624966,1.169406,0.838328
162,3.176471,-0.625005,1.169427,0.838255
163,3.196078,-0.625105,1.169426,0.838165
164,3.215686,-0.625193,1.169469,0.838111
165,3.235294,-0.625269,1.169504,0.838057
166,3.254902,-0.625311,1.169511,0.838058
167,3.274510,-0.625293,1.169487,0.838061
168,3.294118,-0.625255,1.169468,0.838119
169,3.313725,-0.625168,1.169452,0.838170
170,3.333333,-0.625113,1.169451,0.838256
171,3.352941,-0.625049,1.169418,0.838331
172,3.372549,-0.624976,1.169408,0.838398
173,3.392157,-0.624964,1.169405,0.838461
174,3.411765,-0.624951,1.169394,0.838473
175,3.431373,-0.624995,1.169390,0.838469
176,3.450980,-0.625031,1.169397,0.838434
177,3.470588,-0.625086,1.169409,0.838378
178,3.490196,-0.625153,1.169429,0.838302
179,3.509804,-0.625189,1.169461,0.838234
180,3.529412,-0.625259,1.169467,0.838149
181,3.549020,-0.625265,1.169477,0.838093
182,3.568627,-0.625290,1.169492,0.838065
183,3.588235,-0.625237,1.169517,0.838051
184,3.607843,-0.625177,1.169515,0.838077
185,3.627451,-0.625102,1.169482,0.838111
186,3.647059,-0.625003,1.169466,0.838180
187,3.666667,-0.624949,1.169451,0.838258
188,3.686275,-0.624902,1.169420,0.838334
189,3.705882,-0.624929,1.169398,0.838396
190,3.725490,-0.624968,1.169406,0.838447
191,3.745098,-0.625047,1.169425,0.838471
192,3.764706,-0.625118,1.169445,0.838469
193,3.784314,-0.625209,1.169428,0.838437
194,3.803922,-0.625241,1.169416,0.838366
195,3.823529,-0.625281,1.169426,0.838302
196,3.843137,-0.625245,1.169454,0.838221
197,3.862745,-0.625239,1.169479,0.838155
198,3.882353,-0.625188,1.169496,0.838102
199,3.901961,-0.625121,1.169519,0.838074
200,3.921569,-0.625053,1.169522,0.838071
201,3.941176,-0.624967,1.169534,0.838096
202,3.960784,-0.624929,1.169502,0.838138
203,3.980392,-0.624887,1.169495,0.838194
204,4.000000,-0.624906,1.169448,0.838271
205,4.019608,-0.624946,1.169451,0.838340
206,4.039216,-0.625020,1.169415,0.838394
207,4.058824,-0.625123,1.169412,0.838439
208,4.078431,-0.625189,1.169400,0.838446
209,4.098039,-0.625270,1.169432,0.838453
210,4.117647,-0.625277,1.169448,0.838406
211,4.137255,-0.625297,1.169453,0.838360
212,4.156863,-0.625242,1.169440,0.838275
213,4.176471,-0.625169,1.169483,0.838211
214,4.196078,-0.625081,1.169491,0.838142
215,4.215686,-0.625004,1.169514,0.838099
216,4.235294,-0.624956,1.169511,0.838063
217,4.254902,-0.624920,1.169543,0.838076
218,4.274510,-0.624919,1.169533,0.838101
219,4.294118,-0.624941,1.169502,0.838144
220,4.313725,-0.624995,1.169473,0.838212
221,4.333333,-0.625063,1.169432,0.838283
222,4.352941,-0.625137,1.169429,0.838360
223,4.372549,-0.625206,1.169409,0.838415
224,4.392157,-0.625265,1.169408,0.838452
225,4.411765,-0.625290,1.169407,0.838471
226,4.431373,-0.625288,1.169428,0.838455
227,4.450980,-0.625250,1.169443,0.838410
228,4.470588,-0.625157,1.169455,0.838350
229,4.490196,-0.625075,1.169448,0.838258
230,4.509804,-0.624991,1.169477,0.838199
231,4.529412,-0.624925,1.169492,0.838134
232,4.549020,-0.624899,1.169514,0.838090
233,4.568627,-0.624886,1.169512,0.838062
234,4.588235,-0.624936,1.169529,0.838070
235,4.607843,-0.624985,1.169516,0.838099
236,4.627451,-0.625085,1.169502,0.838155
237,4.647059,-0.625147,1.169455,0.838221
238,4.666667,-0.625218,1.169441,0.838300
239,4.686275,-0.625250,1.169414,0.838362
240,4.705882,-0.625253,1.169407,0.838422
241,4.725490,-0.625256,1.169398,0.838446
242,4.745098,-0.625198,1.169401,0.838462
243,4.764706,-0.625138,1.169415,0.838433
244,4.784314,-0.625072,1.169447,0.838402
245,4.803922,-0.625005,1.169448,0.838324
246,4.823529,-0.624966,1.169458,0.838263
247,4.843137,-0.624925,1.169465,0.838178
248,4.862745,-0.624932,1.169485,0.838134
249,4.882353,-0.624963,1.169492,0.838082
250,4.901961,-0.625026,1.169487,0.838079
251,4.921569,-0.625099,1.169488,0.838088
252,4.941176,-0.625168,1.169488,0.838127
253,4.960784,-0.625232,1.169480,0.838182
254,4.980392,-0.625254,1.169457,0.838242
255,5.000000,-0.625259,1.169432,0.838315
256,5.019608,-0.625214,1.169399,0.838372
257,5.039216,-0.625160,1.169409,0.838426
258,5.058824,-0.625086,1.169397,0.838441
259,5.078431,-0.625027,1.169401,0.838445
260,5.098039,-0.624981,1.169397,0.838412
261,5.117647,-0.624942,1.169440,0.838374
262,5.137255,-0.624948,1.169435,0.838292
263,5.156863,-0.624972,1.169466,0.838233
264,5.176471,-0.625007,1.169467,0.838151
265,5.196078,-0.625047,1.169482,0.838120
266,5.215686,-0.625112,1.169479,0.838076
267,5.235294,-0.625176,1.169476,0.838079
268,5.254902,-0.625221,1.169462,0.838086
269,5.274510,-0.625253,1.169458,0.838139
270,5.294118,-0.625234,1.169442,0.838187
271,5.313725,-0.625208,1.169463,0.838266
272,5.333333,-0.625136,1.169435,0.838326
273,5.352941,-0.625079,1.169398,0.838381
274,5.372549,-0.625005,1.169388,0.838420
275,5.392157,-0.624962,1.169392,0.838437
276,5.411765,-0.624943,1.169394,0.838426
277,5.431373,-0.624963,1.169395,0.838388
278,5.450980,-0.625008,1.169429,0.838345
279,5.470588,-0.625051,1.169449,0.838284
280,5.490196,-0.625115,1.169466,0.838218
281,5.509804,-0.625164,1.169455,0.838157
282,5.529412,-0.625207,1.169468,0.838101
283,5.549020,-0.625212,1.169454,0.838078
284,5.568627,-0.625159,1.169461,0.838042
285,5.588235,-0.624997,1.169419,0.837968
286,5.607843,-0.624379,1.171596,0.839607
287,5.627451,-0.624331,1.171565,0.839654
