Format Version,1.1,Take Name,Take 2025-06-30 05.36.25 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-06-30 05.36.25.684 PM,Total Frames,401,Rotation Type,Quaternion

,,Marker,Marker,Marker
896,7.466667,-0.703414,1.296515,0.586060
897,7.475000,-0.703422,1.296509,0.586053
898,7.483333,-0.708273,1.299521,0.589443
899,7.491667,-0.708263,1.299500,0.589440
900,7.500000,-0.708256,1.299508,0.589435
901,7.508333,-0.708268,1.299522,0.589437
902,7.516667,-0.708270,1.299531,0.589440
903,7.525000,-0.708203,1.299517,0.589446
904,7.533333,-0.708026,1.299511,0.589440
905,7.541667,-0.707540,1.299514,0.589324
906,7.550000,-0.701955,1.296567,0.585672
907,7.558333,-0.705767,1.299481,0.588570
908,7.566667,-0.704930,1.299300,0.588135
909,7.575000,-0.704058,1.299107,0.587718
910,7.583333,-0.703041,1.298917,0.587243
911,7.591667,-0.696964,1.295677,0.583289
912,7.600000,-0.700640,1.298597,0.586182
913,7.608333,-0.694348,1.295376,0.582193
914,7.616667,-0.697909,1.298334,0.585145
915,7.625000,-0.696481,1.298272,0.584636
916,7.633333,-0.694988,1.298247,0.584098
917,7.641667,-0.688673,1.295069,0.580160
918,7.650000,-0.692347,1.298089,0.583176
919,7.658333,-0.691527,1.298073,0.582963
920,7.666667,-0.686182,1.294961,0.579488
921,7.675000,-0.691250,1.298036,0.583132
922,7.683333,-0.686953,1.295081,0.580039
923,7.691667,-0.692843,1.298249,0.583913
924,7.700000,-0.694078,1.298422,0.584474
925,7.708333,-0.695510,1.298671,0.585236
926,7.716667,-0.697086,1.298851,0.586066
927,7.725000,-0.698681,1.299052,0.586826
928,7.733333,-0.700375,1.299290,0.587586
929,7.741667,-0.702029,1.299404,0.588193
930,7.750000,-0.703559,1.299587,0.588757
931,7.758333,-0.701049,1.297450,0.586764
932,7.766667,-0.708910,1.299108,0.591440
933,7.775000,-0.709838,1.299031,0.591535
934,7.783333,-0.710501,1.299008,0.591605
935,7.791667,-0.710890,1.298992,0.591622
936,7.800000,-0.711060,1.299007,0.591600
937,7.808333,-0.711089,1.299013,0.591514
938,7.816667,-0.711065,1.299019,0.591369
939,7.825000,-0.711005,1.299004,0.591196
940,7.833333,-0.707205,1.299315,0.587871
941,7.841667,-0.707520,1.299383,0.588251
942,7.850000,-0.707754,1.299371,0.588579
943,7.858333,-0.707906,1.299329,0.588785
944,7.866667,-0.707930,1.299320,0.588854
945,7.875000,-0.707925,1.299323,0.588866
946,7.883333,-0.707908,1.299333,0.588838
947,7.891667,-0.707897,1.299334,0.588805
948,7.900000,-0.707940,1.299358,0.588780
949,7.908333,-0.707985,1.299362,0.588760
950,7.916667,-0.707995,1.299340,0.588752
951,7.925000,-0.707997,1.299324,0.588765
952,7.933333,-0.707984,1.299322,0.588764
953,7.941667,-0.707976,1.299349,0.588777
954,7.950000,-0.707988,1.299380,0.588781
955,7.958333,-0.707981,1.299394,0.588777
956,7.966667,-0.707996,1.299388,0.588782
957,7.975000,-0.707980,1.299359,0.588765
958,7.983333,-0.707994,1.299369,0.588783
959,7.991667,-0.707968,1.299368,0.588783
960,8.000000,-0.707954,1.299363,0.588799
961,8.008333,-0.707910,1.299351,0.588804
962,8.016667,-0.707886,1.299333,0.588808
963,8.025000,-0.707893,1.299350,0.588809
964,8.033333,-0.707926,1.299361,0.588812
965,8.041667,-0.707930,1.299349,0.588808
966,8.050000,-0.707925,1.299328,0.588802
967,8.058333,-0.707916,1.299315,0.588805
968,8.066667,-0.707942,1.299324,0.588812
969,8.075000,-0.707961,1.299332,0.588814
970,8.083333,-0.707958,1.299339,0.588820
971,8.091667,-0.707946,1.299334,0.588822
972,8.100000,-0.707964,1.299345,0.588818
973,8.108333,-0.707967,1.299350,0.588804
974,8.116667,-0.707963,1.299365,0.588803
975,8.125000,-0.707962,1.299366,0.588802
976,8.133333,-0.707953,1.299368,0.588798
977,8.141667,-0.707942,1.299366,0.588795
978,8.150000,-0.707951,1.299373,0.588793
979,8.158333,-0.707949,1.299366,0.588780
980,8.166667,-0.707950,1.299361,0.588775
981,8.175000,-0.707935,1.299340,0.588764
982,8.183333,-0.707921,1.299335,0.588758
983,8.191667,-0.707917,1.299350,0.588762
984,8.200000,-0.707940,1.299364,0.588772
985,8.208333,-0.707929,1.299363,0.588770
986,8.216667,-0.707916,1.299342,0.588761
987,8.225000,-0.707923,1.299330,0.588764
988,8.233333,-0.707931,1.299339,0.588766
989,8.241667,-0.707934,1.299333,0.588767
990,8.250000,-0.707933,1.299327,0.588780
991,8.258333,-0.707925,1.299337,0.588787
992,8.266667,-0.707934,1.299344,0.588797
993,8.275000,-0.707934,1.299344,0.588784
994,8.283333,-0.707948,1.299351,0.588807
995,8.291667,-0.707947,1.299357,0.588813
996,8.300000,-0.707959,1.299347,0.588820
997,8.308333,-0.707949,1.299343,0.588823
998,8.316667,-0.707945,1.299348,0.588820
999,8.325000,-0.707958,1.299368,0.588820
1000,8.333333,-0.707950,1.299357,0.588814
1001,8.341667,-0.707942,1.299351,0.588805
1002,8.350000,-0.707946,1.299341,0.588806
1003,8.358333,-0.707946,1.299336,0.588793
1004,8.366667,-0.707936,1.299331,0.588796
1005,8.375000,-0.707923,1.299332,0.588782
1006,8.383333,-0.707927,1.299345,0.588777
1007,8.391667,-0.707938,1.299365,0.588775
1008,8.400000,-0.707933,1.299360,0.588772
1009,8.408333,-0.707926,1.299337,0.588766
1010,8.416667,-0.707930,1.299327,0.588768
1011,8.425000,-0.707944,1.299337,0.588766
1012,8.433333,-0.707947,1.299330,0.588762
1013,8.441667,-0.707937,1.299331,0.588759
1014,8.450000,-0.707939,1.299338,0.588769
1015,8.458333,-0.707942,1.299338,0.588777
1016,8.466667,-0.707942,1.299348,0.588780
1017,8.475000,-0.707955,1.299355,0.588785
1018,8.483333,-0.707953,1.299360,0.588786
1019,8.491667,-0.707943,1.299354,0.588785
1020,8.500000,-0.707956,1.299352,0.588797
1021,8.508333,-0.707957,1.299346,0.588804
1022,8.516667,-0.707947,1.299347,0.588801
1023,8.525000,-0.707942,1.299352,0.588803
1024,8.533333,-0.707930,1.299362,0.588798
1025,8.541667,-0.707924,1.299350,0.588798
1026,8.550000,-0.707918,1.299348,0.588804
1027,8.558333,-0.707915,1.299339,0.588805
1028,8.566667,-0.707931,1.299341,0.588811
1029,8.575000,-0.707924,1.299325,0.588804
1030,8.583333,-0.707908,1.299320,0.588793
1031,8.591667,-0.707915,1.299327,0.588789
1032,8.600000,-0.707915,1.299315,0.588778
1033,8.608333,-0.707918,1.299312,0.588782
1034,8.616667,-0.707932,1.299330,0.588791
1035,8.625000,-0.707935,1.299331,0.588779
1036,8.633333,-0.707945,1.299360,0.588777
1037,8.641667,-0.707935,1.299367,0.588770
1038,8.650000,-0.707954,1.299382,0.588779
1039,8.658333,-0.707956,1.299367,0.588784
1040,8.666667,-0.707941,1.299354,0.588776
1041,8.675000,-0.707936,1.299341,0.588762
1042,8.683333,-0.707947,1.299348,0.588762
1043,8.691667,-0.707955,1.299351,0.588766
1044,8.700000,-0.707936,1.299336,0.588768
1045,8.708333,-0.707929,1.299336,0.588775
1046,8.716667,-0.707921,1.299353,0.588780
1047,8.725000,-0.707924,1.299361,0.588775
1048,8.733333,-0.707914,1.299358,0.588780
1049,8.741667,-0.707889,1.299334,0.588771
1050,8.750000,-0.707904,1.299336,0.588775
1051,8.758333,-0.707906,1.299330,0.588791
1052,8.766667,-0.707920,1.299330,0.588788
1053,8.775000,-0.707916,1.299316,0.588793
1054,8.783333,-0.707913,1.299313,0.588788
1055,8.791667,-0.707935,1.299347,0.588803
1056,8.800000,-0.707942,1.299351,0.588803
1057,8.808333,-0.707941,1.299355,0.588804
1058,8.816667,-0.707940,1.299353,0.588805
1059,8.825000,-0.707958,1.299348,0.588802
1060,8.833333,-0.707960,1.299335,0.588797
1061,8.841667,-0.707968,1.299334,0.588793
1062,8.850000,-0.707955,1.299318,0.588781
1063,8.858333,-0.707942,1.299322,0.588782
1064,8.866667,-0.707948,1.299342,0.588781
1065,8.875000,-0.707937,1.299351,0.588776
1066,8.883333,-0.707911,1.299358,0.588776
1067,8.891667,-0.707919,1.299369,0.588775
1068,8.900000,-0.707920,1.299369,0.588779
1069,8.908333,-0.707927,1.299360,0.588772
1070,8.916667,-0.707920,1.299355,0.588771
1071,8.925000,-0.707915,1.299325,0.588760
1072,8.933333,-0.707915,1.299320,0.588763
1073,8.941667,-0.707927,1.299334,0.588770
1074,8.950000,-0.707940,1.299343,0.588767
1075,8.958333,-0.707936,1.299349,0.588775
1076,8.966667,-0.707924,1.299346,0.588773
1077,8.975000,-0.707922,1.299343,0.588778
1078,8.983333,-0.707947,1.299363,0.588785
1079,8.991667,-0.707964,1.299370,0.588797
1080,9.000000,-0.707958,1.299355,0.588794
1081,9.008333,-0.707951,1.299340,0.588791
1082,9.016667,-0.707952,1.299330,0.588792
1083,9.025000,-0.707949,1.299343,0.588800
1084,9.033333,-0.707948,1.299345,0.588792
1085,9.041667,-0.707940,1.299351,0.588795
1086,9.050000,-0.707932,1.299339,0.588786
1087,9.058333,-0.707919,1.299323,0.588786
1088,9.066667,-0.707910,1.299336,0.588788
1089,9.075000,-0.707918,1.299350,0.588789
1090,9.083333,-0.707918,1.299347,0.588782
1091,9.091667,-0.707915,1.299327,0.588771
1092,9.100000,-0.707902,1.299316,0.588768
1093,9.108333,-0.707903,1.299339,0.588773
1094,9.116667,-0.707931,1.299356,0.588774
1095,9.125000,-0.707930,1.299366,0.588772
1096,9.133333,-0.707926,1.299359,0.588773
1097,9.141667,-0.707922,1.299345,0.588775
1098,9.150000,-0.707937,1.299361,0.588776
1099,9.158333,-0.707972,1.299375,0.588782
1100,9.166667,-0.707967,1.299371,0.588781
1101,9.175000,-0.707943,1.299353,0.588771
1102,9.183333,-0.707944,1.299335,0.588780
1103,9.191667,-0.707940,1.299341,0.588778
1104,9.200000,-0.707961,1.299340,0.588772
1105,9.208333,-0.707970,1.299352,0.588786
1106,9.216667,-0.707936,1.299327,0.588776
1107,9.225000,-0.707905,1.299308,0.588772
1108,9.233333,-0.707917,1.299344,0.588786
1109,9.241667,-0.707929,1.299374,0.588787
1110,9.250000,-0.707913,1.299382,0.588793
1111,9.258333,-0.707899,1.299353,0.588784
1112,9.266667,-0.707892,1.299335,0.588787
1113,9.275000,-0.707920,1.299335,0.588782
1114,9.283333,-0.707945,1.299347,0.588788
1115,9.291667,-0.707946,1.299349,0.588791
1116,9.300000,-0.707919,1.299341,0.588786
1117,9.308333,-0.707909,1.299338,0.588789
1118,9.316667,-0.707918,1.299344,0.588785
1119,9.325000,-0.707936,1.299379,0.588790
1120,9.333333,-0.707922,1.299360,0.588782
1121,9.341667,-0.707926,1.299333,0.588776
1122,9.350000,-0.707925,1.299316,0.588777
1123,9.358333,-0.707945,1.299323,0.588775
1124,9.366667,-0.707937,1.299339,0.588772
1125,9.375000,-0.707942,1.299354,0.588771
1126,9.383333,-0.707946,1.299351,0.588770
1127,9.391667,-0.707931,1.299356,0.588775
1128,9.400000,-0.707922,1.299354,0.588768
1129,9.408333,-0.707945,1.299370,0.588768
1130,9.416667,-0.707946,1.299361,0.588767
1131,9.425000,-0.707938,1.299350,0.588775
1132,9.433333,-0.707909,1.299326,0.588767
1133,9.441667,-0.707922,1.299331,0.588768
1134,9.450000,-0.707944,1.299353,0.588776
1135,9.458333,-0.707930,1.299342,0.588774
1136,9.466667,-0.707905,1.299334,0.588779
1137,9.475000,-0.707906,1.299339,0.588786
1138,9.483333,-0.707936,1.299350,0.588788
1139,9.491667,-0.707941,1.299353,0.588794
1140,9.500000,-0.707940,1.299352,0.588790
1141,9.508333,-0.707926,1.299335,0.588786
1142,9.516667,-0.707923,1.299335,0.588790
1143,9.525000,-0.707929,1.299336,0.588781
1144,9.533333,-0.707952,1.299357,0.588789
1145,9.541667,-0.707947,1.299353,0.588788
1146,9.550000,-0.707937,1.299347,0.588788
1147,9.558333,-0.707931,1.299348,0.588788
1148,9.566667,-0.707941,1.299349,0.588784
1149,9.575000,-0.707943,1.299351,0.588788
1150,9.583333,-0.707932,1.299335,0.588778
1151,9.591667,-0.707924,1.299335,0.588775
1152,9.600000,-0.707929,1.299346,0.588776
1153,9.608333,-0.707935,1.299353,0.588775
1154,9.616667,-0.707933,1.299345,0.588770
1155,9.625000,-0.707916,1.299340,0.588765
1156,9.633333,-0.707916,1.299346,0.588763
1157,9.641667,-0.707932,1.299350,0.588765
1158,9.650000,-0.707932,1.299343,0.588759
1159,9.658333,-0.707905,1.299325,0.588758
1160,9.666667,-0.707920,1.299327,0.588761
1161,9.675000,-0.707940,1.299350,0.588768
1162,9.683333,-0.707939,1.299348,0.588767
1163,9.691667,-0.707915,1.299327,0.588766
1164,9.700000,-0.707911,1.299325,0.588766
1165,9.708333,-0.707937,1.299323,0.588773
1166,9.716667,-0.707950,1.299327,0.588769
1167,9.725000,-0.707952,1.299330,0.588776
1168,9.733333,-0.707952,1.299337,0.588786
1169,9.741667,-0.707942,1.299341,0.588787
1170,9.750000,-0.707949,1.299352,0.588792
1171,9.758333,-0.707944,1.299371,0.588794
1172,9.766667,-0.707927,1.299369,0.588783
1173,9.775000,-0.707907,1.299354,0.588783
1174,9.783333,-0.707920,1.299336,0.588783
1175,9.791667,-0.707928,1.299322,0.588775
1176,9.800000,-0.707931,1.299322,0.588777
1177,9.808333,-0.707928,1.299329,0.588775
1178,9.816667,-0.707913,1.299326,0.588766
1179,9.825000,-0.707912,1.299334,0.588775
1180,9.833333,-0.707914,1.299343,0.588777
1181,9.841667,-0.707924,1.299352,0.588779
1182,9.850000,-0.707938,1.299351,0.588772
1183,9.858333,-0.707944,1.299355,0.588773
1184,9.866667,-0.707947,1.299332,0.588770
1185,9.875000,-0.707953,1.299319,0.588774
1186,9.883333,-0.707948,1.299326,0.588774
1187,9.891667,-0.707936,1.299350,0.588771
1188,9.900000,-0.707951,1.299374,0.588781
1189,9.908333,-0.707936,1.299355,0.588768
1190,9.916667,-0.707921,1.299342,0.588774
1191,9.925000,-0.707930,1.299346,0.588775
1192,9.933333,-0.707955,1.299346,0.588771
1193,9.941667,-0.707951,1.299342,0.588775
1194,9.950000,-0.707923,1.299319,0.588774
1195,9.958333,-0.707916,1.299335,0.588783
1196,9.966667,-0.707921,1.299357,0.588780
1197,9.975000,-0.707937,1.299380,0.588782
1198,9.983333,-0.707916,1.299358,0.588780
1199,9.991667,-0.707891,1.299330,0.588769
1200,10.000000,-0.707904,1.299338,0.588783
