Format Version,1.1,Take Name,Take 2025-06-26 05.42.09 PM,Capture Frame Rate,51.000000,Export Frame Rate,51.000000,Capture Start Time,2025-06-26 05.42.09.930 PM,Total Frames,281,Rotation Type,Quaternion

,,Marker,Marker,Marker
96,1.882353,-0.625307,1.169576,0.837947
97,1.901961,-0.625260,1.169549,0.837935
98,1.921569,-0.625201,1.169508,0.837938
99,1.941176,-0.625181,1.169498,0.837935
100,1.960784,-0.625187,1.169479,0.837932
101,1.980392,-0.625241,1.169501,0.837933
102,2.000000,-0.625297,1.169534,0.837937
103,2.019608,-0.625310,1.169586,0.837953
104,2.039216,-0.625324,1.169606,0.837950
105,2.058824,-0.625275,1.169598,0.837959
106,2.078431,-0.625245,1.169537,0.837939
107,2.098039,-0.625195,1.169479,0.837936
108,2.117647,-0.625174,1.169446,0.837929
109,2.137255,-0.625210,1.169488,0.837941
110,2.156863,-0.625244,1.169507,0.837932
111,2.176471,-0.625312,1.169557,0.837948
112,2.196078,-0.625318,1.169601,0.837947
113,2.215686,-0.625315,1.169609,0.837954
114,2.235294,-0.625266,1.169587,0.837946
115,2.254902,-0.625211,1.169515,0.837937
116,2.274510,-0.625175,1.169485,0.837947
117,2.294118,-0.625169,1.169461,0.837931
118,2.313725,-0.625213,1.169487,0.837942
119,2.333333,-0.625276,1.169500,0.837940
120,2.352941,-0.625326,1.169563,0.837955
121,2.372549,-0.625331,1.169601,0.837961
122,2.392157,-0.625309,1.169617,0.837961
123,2.411765,-0.625261,1.169575,0.837952
124,2.431373,-0.625215,1.169505,0.837948
125,2.450980,-0.625172,1.169449,0.837945
126,2.470588,-0.625179,1.169445,0.837937
127,2.490196,-0.625219,1.169474,0.837941
128,2.509804,-0.625282,1.169531,0.837941
129,2.529412,-0.625317,1.169578,0.837945
130,2.549020,-0.625337,1.169618,0.837943
131,2.568627,-0.625316,1.169592,0.837947
132,2.588235,-0.625261,1.169534,0.837945
133,2.607843,-0.625209,1.169468,0.837934
134,2.627451,-0.625164,1.169456,0.837930
135,2.647059,-0.625173,1.169484,0.837930
136,2.666667,-0.625220,1.169519,0.837938
137,2.686275,-0.625281,1.169552,0.837938
138,2.705882,-0.625347,1.169581,0.837951
139,2.725490,-0.625336,1.169590,0.837952
140,2.745098,-0.625320,1.169568,0.837947
141,2.764706,-0.625244,1.169524,0.837944
142,2.784314,-0.625183,1.169507,0.837948
143,2.803922,-0.625148,1.169487,0.837947
144,2.823529,-0.625166,1.169488,0.837938
145,2.843137,-0.625244,1.169510,0.837942
146,2.862745,-0.625298,1.169545,0.837945
147,2.882353,-0.625364,1.169585,0.837950
148,2.901961,-0.625353,1.169594,0.837957
149,2.921569,-0.625299,1.169574,0.837953
150,2.941176,-0.625228,1.169518,0.837950
151,2.960784,-0.625151,1.169473,0.837945
152,2.980392,-0.625162,1.169457,0.837944
153,3.000000,-0.625175,1.169498,0.837946
154,3.019608,-0.625258,1.169525,0.837948
155,3.039216,-0.625321,1.169581,0.837958
156,3.058824,-0.625344,1.169605,0.837954
157,3.078431,-0.625334,1.169598,0.837961
158,3.098039,-0.625260,1.169541,0.837945
159,3.117647,-0.625178,1.169477,0.837973
160,3.137255,-0.624973,1.169490,0.840427
161,3.156863,-0.624333,1.169146,0.846557
162,3.176471,-0.623207,1.168073,0.853290
163,3.196078,-0.621913,1.166690,0.860242
164,3.215686,-0.621605,1.165826,0.865157
165,3.235294,-0.622626,1.165893,0.866175
166,3.254902,-0.624188,1.166450,0.863254
167,3.274510,-0.625812,1.167100,0.857979
168,3.294118,-0.627237,1.167950,0.852057
169,3.313725,-0.628265,1.168782,0.846767
170,3.333333,-0.628799,1.169338,0.842389
171,3.352941,-0.628715,1.169529,0.839540
172,3.372549,-0.628252,1.169744,0.838410
173,3.392157,-0.627755,1.169938,0.838342
174,3.411765,-0.627676,1.170050,0.838447
175,3.431373,-0.627831,1.169989,0.838505
176,3.450980,-0.627975,1.169907,0.838515
177,3.470588,-0.627946,1.169875,0.838732
178,3.490196,-0.627820,1.169802,0.839045
179,3.509804,-0.627785,1.169703,0.839367
180,3.529412,-0.627812,1.169632,0.839791
181,3.549020,-0.627924,1.169572,0.840277
182,3.568627,-0.628036,1.169491,0.840676
183,3.588235,-0.628138,1.169381,0.840953
184,3.607843,-0.628205,1.169353,0.841101
185,3.627451,-0.628258,1.169338,0.841114
186,3.647059,-0.628314,1.169341,0.840941
187,3.666667,-0.628658,1.168336,0.838051
188,3.686275,-0.628381,1.169581,0.840226
189,3.705882,-0.628372,1.169737,0.839767
190,3.725490,-0.628341,1.169845,0.839383
191,3.745098,-0.628299,1.169936,0.839077
192,3.764706,-0.628216,1.169974,0.838911
193,3.784314,-0.628110,1.169927,0.838868
194,3.803922,-0.628001,1.169847,0.839023
195,3.823529,-0.627924,1.169747,0.839297
196,3.843137,-0.627928,1.169668,0.839655
197,3.862745,-0.628018,1.169600,0.840089
198,3.882353,-0.628131,1.169532,0.840512
199,3.901961,-0.628265,1.169455,0.840873
200,3.921569,-0.628389,1.169398,0.841114
201,3.941176,-0.628491,1.169349,0.841204
202,3.960784,-0.628513,1.169332,0.841145
203,3.980392,-0.628482,1.169362,0.840942
204,4.000000,-0.628403,1.169465,0.840602
205,4.019608,-0.628354,1.169588,0.840188
206,4.039216,-0.628306,1.169735,0.839777
207,4.058824,-0.628242,1.169836,0.839395
208,4.078431,-0.628203,1.169933,0.839131
209,4.098039,-0.628136,1.169970,0.838958
210,4.117647,-0.628065,1.169956,0.838956
211,4.137255,-0.628012,1.169871,0.839114
212,4.156863,-0.628011,1.169755,0.839399
213,4.176471,-0.628058,1.169630,0.839775
214,4.196078,-0.628176,1.169524,0.840169
215,4.215686,-0.628490,1.168316,0.837997
216,4.235294,-0.628385,1.169419,0.840909
217,4.254902,-0.628480,1.169424,0.841146
218,4.274510,-0.628548,1.169392,0.841205
219,4.294118,-0.628542,1.169394,0.841124
220,4.313725,-0.628458,1.169390,0.840895
221,4.333333,-0.628363,1.169474,0.840547
222,4.352941,-0.628267,1.169579,0.840141
223,4.372549,-0.628212,1.169738,0.839750
224,4.392157,-0.628141,1.169838,0.839397
225,4.411765,-0.628122,1.169935,0.839146
226,4.431373,-0.628101,1.169973,0.839010
227,4.450980,-0.628129,1.169944,0.839031
228,4.470588,-0.628144,1.169845,0.839206
229,4.490196,-0.628182,1.169750,0.839495
230,4.509804,-0.628226,1.169616,0.839867
231,4.529412,-0.628291,1.169541,0.840260
232,4.549020,-0.628335,1.169441,0.840623
233,4.568627,-0.628405,1.169408,0.840955
234,4.588235,-0.628470,1.169390,0.841136
235,4.607843,-0.628467,1.169415,0.841187
236,4.627451,-0.628454,1.169411,0.841061
237,4.647059,-0.628353,1.169434,0.840824
238,4.666667,-0.628521,1.168348,0.837898
239,4.686275,-0.628204,1.169574,0.840085
240,4.705882,-0.628167,1.169705,0.839698
241,4.725490,-0.628154,1.169811,0.839371
242,4.745098,-0.628139,1.169921,0.839155
243,4.764706,-0.628200,1.169961,0.839054
244,4.784314,-0.628240,1.169936,0.839098
245,4.803922,-0.628302,1.169824,0.839286
246,4.823529,-0.628308,1.169726,0.839585
247,4.843137,-0.628325,1.169596,0.839942
248,4.862745,-0.628320,1.169524,0.840314
249,4.882353,-0.628309,1.169438,0.840658
250,4.901961,-0.628342,1.169410,0.840963
251,4.921569,-0.628355,1.169382,0.841121
252,4.941176,-0.628369,1.169401,0.841140
253,4.960784,-0.628323,1.169410,0.841000
254,4.980392,-0.628279,1.169474,0.840740
255,5.000000,-0.628227,1.169539,0.840401
256,5.019608,-0.628232,1.169639,0.840030
257,5.039216,-0.628233,1.169733,0.839652
258,5.058824,-0.628261,1.169793,0.839366
259,5.078431,-0.628269,1.169853,0.839165
260,5.098039,-0.628307,1.169888,0.839097
261,5.117647,-0.628332,1.169901,0.839170
262,5.137255,-0.628317,1.169857,0.839376
263,5.156863,-0.628309,1.169755,0.839673
264,5.176471,-0.628263,1.169613,0.840027
265,5.196078,-0.628264,1.169525,0.840386
266,5.215686,-0.628228,1.169443,0.840704
267,5.235294,-0.628257,1.169398,0.840952
268,5.254902,-0.628274,1.169383,0.841084
269,5.274510,-0.628287,1.169410,0.841080
270,5.294118,-0.628303,1.169437,0.840921
271,5.313725,-0.628265,1.169488,0.840662
272,5.333333,-0.628304,1.169550,0.840331
273,5.352941,-0.628310,1.169646,0.839969
274,5.372549,-0.628347,1.169757,0.839630
275,5.392157,-0.628344,1.169838,0.839363
276,5.411765,-0.628360,1.169872,0.839198
277,5.431373,-0.628339,1.169873,0.839150
278,5.450980,-0.628300,1.169845,0.839229
279,5.470588,-0.628258,1.169802,0.839443
280,5.490196,-0.628208,1.169725,0.839749
