Format Version,1.1,Take Name,Take 2025-06-30 05.17.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-06-30 05.17.39.362 PM,Total Frames,401,Rotation Type,Quaternion

,,Marker,Marker,Marker
914,7.616667,-0.716049,1.414224,0.559616
915,7.625000,-0.717507,1.414267,0.559986
916,7.633333,-0.719014,1.414285,0.560200
917,7.641667,-0.720368,1.414247,0.560252
918,7.650000,-0.721501,1.414196,0.560230
919,7.658333,-0.718417,1.411925,0.557057
920,7.666667,-0.723172,1.414179,0.560062
921,7.675000,-0.723622,1.414144,0.559932
922,7.683333,-0.723834,1.414096,0.559765
923,7.691667,-0.723837,1.414033,0.559583
924,7.700000,-0.723761,1.414035,0.559485
925,7.708333,-0.723660,1.414052,0.559460
926,7.716667,-0.723545,1.414063,0.559465
927,7.725000,-0.723473,1.414022,0.559459
928,7.733333,-0.723422,1.413981,0.559446
929,7.741667,-0.723397,1.413945,0.559436
930,7.750000,-0.723377,1.413932,0.559409
931,7.758333,-0.723359,1.413928,0.559384
932,7.766667,-0.723363,1.413918,0.559398
933,7.775000,-0.723392,1.413933,0.559408
934,7.783333,-0.723435,1.413952,0.559408
935,7.791667,-0.723455,1.413974,0.559407
936,7.800000,-0.723477,1.414028,0.559417
937,7.808333,-0.719447,1.411801,0.556321
938,7.816667,-0.723502,1.414070,0.559419
939,7.825000,-0.723559,1.414084,0.559438
940,7.833333,-0.723597,1.414100,0.559442
941,7.841667,-0.723604,1.414108,0.559441
942,7.850000,-0.723588,1.414091,0.559436
943,7.858333,-0.723564,1.414078,0.559426
944,7.866667,-0.723554,1.414069,0.559433
945,7.875000,-0.723523,1.414049,0.559435
946,7.883333,-0.723516,1.414038,0.559438
947,7.891667,-0.723478,1.413995,0.559426
948,7.900000,-0.723422,1.413954,0.559414
949,7.908333,-0.723399,1.413951,0.559413
950,7.916667,-0.723412,1.413965,0.559418
951,7.925000,-0.723427,1.413971,0.559431
952,7.933333,-0.723421,1.413960,0.559431
953,7.941667,-0.723409,1.413932,0.559427
954,7.950000,-0.723434,1.413943,0.559424
955,7.958333,-0.723486,1.413967,0.559434
956,7.966667,-0.723518,1.413989,0.559445
957,7.975000,-0.723525,1.414005,0.559451
958,7.983333,-0.723537,1.414026,0.559453
959,7.991667,-0.723547,1.414050,0.559449
960,8.000000,-0.723569,1.414072,0.559444
961,8.008333,-0.723586,1.414080,0.559456
962,8.016667,-0.723578,1.414077,0.559455
963,8.025000,-0.723567,1.414070,0.559447
964,8.033333,-0.723555,1.414070,0.559438
965,8.041667,-0.723535,1.414079,0.559428
966,8.050000,-0.723505,1.414084,0.559426
967,8.058333,-0.723480,1.414079,0.559432
968,8.066667,-0.723443,1.414056,0.559421
969,8.075000,-0.723414,1.414029,0.559407
970,8.083333,-0.723417,1.414007,0.559393
971,8.091667,-0.723412,1.413983,0.559387
972,8.100000,-0.723417,1.413945,0.559385
973,8.108333,-0.723422,1.413918,0.559386
974,8.116667,-0.723431,1.413913,0.559383
975,8.125000,-0.723468,1.413953,0.559390
976,8.133333,-0.723482,1.413971,0.559408
977,8.141667,-0.723503,1.413992,0.559423
978,8.150000,-0.723529,1.413998,0.559437
979,8.158333,-0.723562,1.414014,0.559442
980,8.166667,-0.723579,1.414034,0.559451
981,8.175000,-0.723589,1.414056,0.559460
982,8.183333,-0.723591,1.414063,0.559470
983,8.191667,-0.723587,1.414073,0.559479
984,8.200000,-0.723552,1.414079,0.559484
985,8.208333,-0.723546,1.414092,0.559470
986,8.216667,-0.723529,1.414092,0.559466
987,8.225000,-0.723491,1.414061,0.559455
988,8.233333,-0.723461,1.414026,0.559443
989,8.241667,-0.723437,1.414000,0.559425
990,8.250000,-0.723443,1.414000,0.559423
991,8.258333,-0.723423,1.413976,0.559401
992,8.266667,-0.723411,1.413964,0.559393
993,8.275000,-0.723413,1.413967,0.559400
994,8.283333,-0.723418,1.413966,0.559390
995,8.291667,-0.723445,1.413978,0.559394
996,8.300000,-0.723467,1.413985,0.559399
997,8.308333,-0.723488,1.414001,0.559411
998,8.316667,-0.723503,1.414001,0.559414
999,8.325000,-0.723534,1.414025,0.559422
1000,8.333333,-0.723548,1.414039,0.559426
1001,8.341667,-0.723561,1.414052,0.559434
1002,8.350000,-0.723566,1.414053,0.559438
1003,8.358333,-0.723573,1.414056,0.559445
1004,8.366667,-0.723566,1.414050,0.559444
1005,8.375000,-0.723561,1.414055,0.559446
1006,8.383333,-0.723543,1.414039,0.559441
1007,8.391667,-0.723524,1.414027,0.559441
1008,8.400000,-0.723508,1.414017,0.559437
1009,8.408333,-0.723489,1.414008,0.559437
1010,8.416667,-0.723458,1.413986,0.559424
1011,8.425000,-0.723437,1.413975,0.559426
1012,8.433333,-0.723421,1.413970,0.559426
1013,8.441667,-0.723419,1.413978,0.559423
1014,8.450000,-0.723417,1.413980,0.559419
1015,8.458333,-0.723416,1.413988,0.559422
1016,8.466667,-0.723427,1.413988,0.559420
1017,8.475000,-0.723447,1.413988,0.559424
1018,8.483333,-0.723458,1.414003,0.559425
1019,8.491667,-0.723494,1.414017,0.559428
1020,8.500000,-0.723513,1.414036,0.559431
1021,8.508333,-0.723527,1.414042,0.559437
1022,8.516667,-0.723544,1.414057,0.559440
1023,8.525000,-0.723559,1.414079,0.559438
1024,8.533333,-0.723576,1.414090,0.559438
1025,8.541667,-0.723579,1.414081,0.559434
1026,8.550000,-0.723567,1.414061,0.559439
1027,8.558333,-0.723543,1.414032,0.559426
1028,8.566667,-0.723523,1.414029,0.559420
1029,8.575000,-0.719560,1.411817,0.556353
1030,8.583333,-0.723500,1.414011,0.559417
1031,8.591667,-0.723457,1.413978,0.559407
1032,8.600000,-0.723427,1.413956,0.559397
1033,8.608333,-0.723427,1.413951,0.559398
1034,8.616667,-0.723435,1.413950,0.559403
1035,8.625000,-0.723424,1.413928,0.559399
1036,8.633333,-0.723426,1.413932,0.559406
1037,8.641667,-0.723454,1.413950,0.559419
1038,8.650000,-0.723477,1.413983,0.559426
1039,8.658333,-0.723486,1.414020,0.559442
1040,8.666667,-0.723498,1.414051,0.559454
1041,8.675000,-0.723525,1.414073,0.559461
1042,8.683333,-0.723555,1.414093,0.559475
1043,8.691667,-0.723562,1.414107,0.559471
1044,8.700000,-0.723575,1.414102,0.559469
1045,8.708333,-0.723562,1.414093,0.559461
1046,8.716667,-0.723561,1.414083,0.559458
1047,8.725000,-0.723553,1.414083,0.559457
1048,8.733333,-0.723536,1.414079,0.559449
1049,8.741667,-0.723510,1.414048,0.559433
1050,8.750000,-0.723477,1.414006,0.559418
1051,8.758333,-0.723460,1.413963,0.559400
1052,8.766667,-0.723453,1.413932,0.559390
1053,8.775000,-0.723453,1.413924,0.559381
1054,8.783333,-0.723446,1.413925,0.559384
1055,8.791667,-0.723435,1.413930,0.559377
1056,8.800000,-0.723432,1.413957,0.559390
1057,8.808333,-0.723452,1.413977,0.559395
1058,8.816667,-0.723465,1.413990,0.559405
1059,8.825000,-0.723481,1.414006,0.559417
1060,8.833333,-0.723510,1.414016,0.559426
1061,8.841667,-0.723540,1.414014,0.559433
1062,8.850000,-0.723548,1.414019,0.559435
1063,8.858333,-0.723559,1.414049,0.559445
1064,8.866667,-0.723579,1.414083,0.559457
1065,8.875000,-0.723574,1.414106,0.559466
1066,8.883333,-0.723561,1.414111,0.559466
1067,8.891667,-0.723549,1.414101,0.559465
1068,8.900000,-0.723540,1.414075,0.559460
1069,8.908333,-0.723524,1.414042,0.559453
1070,8.916667,-0.723502,1.414020,0.559440
1071,8.925000,-0.723484,1.414008,0.559438
1072,8.933333,-0.723462,1.414013,0.559433
1073,8.941667,-0.723444,1.414002,0.559425
1074,8.950000,-0.723423,1.413996,0.559420
1075,8.958333,-0.723408,1.413965,0.559404
1076,8.966667,-0.723417,1.413951,0.559402
1077,8.975000,-0.723433,1.413935,0.559390
1078,8.983333,-0.723454,1.413927,0.559393
1079,8.991667,-0.723473,1.413930,0.559391
1080,9.000000,-0.723494,1.413947,0.559400
1081,9.008333,-0.719519,1.411740,0.556328
1082,9.016667,-0.723534,1.414006,0.559411
1083,9.025000,-0.723555,1.414043,0.559425
1084,9.033333,-0.723580,1.414075,0.559438
1085,9.041667,-0.723590,1.414085,0.559442
1086,9.050000,-0.723577,1.414085,0.559442
1087,9.058333,-0.723569,1.414094,0.559445
1088,9.066667,-0.723571,1.414092,0.559446
1089,9.075000,-0.723542,1.414084,0.559442
1090,9.083333,-0.723510,1.414048,0.559438
1091,9.091667,-0.723480,1.414029,0.559428
1092,9.100000,-0.723459,1.414007,0.559419
1093,9.108333,-0.723449,1.413987,0.559413
1094,9.116667,-0.723426,1.413975,0.559418
1095,9.125000,-0.723408,1.413969,0.559415
1096,9.133333,-0.723403,1.413960,0.559408
1097,9.141667,-0.723433,1.413968,0.559412
1098,9.150000,-0.723445,1.413965,0.559415
1099,9.158333,-0.723462,1.413967,0.559427
1100,9.166667,-0.723490,1.413983,0.559439
1101,9.175000,-0.719488,1.411755,0.556345
1102,9.183333,-0.723528,1.414029,0.559442
1103,9.191667,-0.723562,1.414069,0.559452
1104,9.200000,-0.723577,1.414080,0.559459
1105,9.208333,-0.723594,1.414080,0.559463
1106,9.216667,-0.723597,1.414070,0.559461
1107,9.225000,-0.723603,1.414063,0.559449
1108,9.233333,-0.723595,1.414040,0.559442
1109,9.241667,-0.723566,1.414014,0.559431
1110,9.250000,-0.723530,1.413993,0.559426
1111,9.258333,-0.723506,1.414008,0.559420
1112,9.266667,-0.723501,1.414021,0.559415
1113,9.275000,-0.723472,1.414014,0.559408
1114,9.283333,-0.723420,1.413988,0.559395
1115,9.291667,-0.723411,1.413968,0.559389
1116,9.300000,-0.723411,1.413966,0.559388
1117,9.308333,-0.723424,1.413982,0.559398
1118,9.316667,-0.723423,1.413987,0.559398
1119,9.325000,-0.723421,1.413986,0.559402
1120,9.333333,-0.723434,1.414002,0.559408
1121,9.341667,-0.723476,1.414024,0.559426
1122,9.350000,-0.719486,1.411816,0.556342
1123,9.358333,-0.723527,1.414047,0.559442
1124,9.366667,-0.723552,1.414038,0.559445
1125,9.375000,-0.723577,1.414048,0.559457
1126,9.383333,-0.723598,1.414058,0.559461
1127,9.391667,-0.723601,1.414068,0.559465
1128,9.400000,-0.723597,1.414073,0.559467
1129,9.408333,-0.723568,1.414058,0.559449
1130,9.416667,-0.723562,1.414060,0.559451
1131,9.425000,-0.723554,1.414040,0.559437
1132,9.433333,-0.719557,1.411799,0.556360
1133,9.441667,-0.723493,1.413975,0.559414
1134,9.450000,-0.723467,1.413965,0.559405
1135,9.458333,-0.723455,1.413963,0.559401
1136,9.466667,-0.723439,1.413965,0.559399
1137,9.475000,-0.723423,1.413961,0.559391
1138,9.483333,-0.723417,1.413962,0.559386
1139,9.491667,-0.723418,1.413967,0.559389
1140,9.500000,-0.723445,1.413967,0.559393
1141,9.508333,-0.723477,1.413990,0.559405
1142,9.516667,-0.719473,1.411782,0.556320
1143,9.525000,-0.719440,1.411776,0.556311
1144,9.533333,-0.723529,1.414077,0.559435
1145,9.541667,-0.723542,1.414097,0.559441
1146,9.550000,-0.723558,1.414110,0.559452
1147,9.558333,-0.723573,1.414104,0.559452
1148,9.566667,-0.723583,1.414084,0.559446
1149,9.575000,-0.723588,1.414080,0.559442
1150,9.583333,-0.723574,1.414053,0.559438
1151,9.591667,-0.723557,1.414034,0.559430
1152,9.600000,-0.723536,1.414008,0.559422
1153,9.608333,-0.723514,1.413986,0.559418
1154,9.616667,-0.723484,1.413969,0.559413
1155,9.625000,-0.723464,1.413956,0.559394
1156,9.633333,-0.723443,1.413934,0.559388
1157,9.641667,-0.723434,1.413915,0.559383
1158,9.650000,-0.723432,1.413920,0.559387
1159,9.658333,-0.723437,1.413943,0.559390
1160,9.666667,-0.723451,1.413957,0.559400
1161,9.675000,-0.723459,1.413991,0.559405
1162,9.683333,-0.723478,1.414017,0.559421
1163,9.691667,-0.719529,1.411822,0.556355
1164,9.700000,-0.723528,1.414054,0.559433
1165,9.708333,-0.723528,1.414068,0.559433
1166,9.716667,-0.723550,1.414070,0.559436
1167,9.725000,-0.723574,1.414081,0.559439
1168,9.733333,-0.723577,1.414092,0.559444
1169,9.741667,-0.723563,1.414083,0.559439
1170,9.750000,-0.723556,1.414066,0.559427
1171,9.758333,-0.723554,1.414062,0.559428
1172,9.766667,-0.723526,1.414041,0.559424
1173,9.775000,-0.723489,1.414026,0.559405
1174,9.783333,-0.723485,1.414017,0.559401
1175,9.791667,-0.723464,1.413990,0.559391
1176,9.800000,-0.723432,1.413970,0.559386
1177,9.808333,-0.723421,1.413942,0.559378
1178,9.816667,-0.723418,1.413946,0.559378
1179,9.825000,-0.723434,1.413952,0.559376
1180,9.833333,-0.723444,1.413954,0.559382
1181,9.841667,-0.723452,1.413941,0.559380
1182,9.850000,-0.723466,1.413962,0.559395
1183,9.858333,-0.723492,1.413972,0.559403
1184,9.866667,-0.723516,1.414005,0.559417
1185,9.875000,-0.723534,1.414037,0.559424
1186,9.883333,-0.723541,1.414048,0.559430
1187,9.891667,-0.723557,1.414054,0.559436
1188,9.900000,-0.723565,1.414059,0.559435
1189,9.908333,-0.723562,1.414072,0.559438
1190,9.916667,-0.723554,1.414082,0.559439
1191,9.925000,-0.723531,1.414072,0.559427
1192,9.933333,-0.723517,1.414067,0.559429
1193,9.941667,-0.723498,1.414057,0.559427
1194,9.950000,-0.723485,1.414037,0.559415
1195,9.958333,-0.723457,1.414002,0.559401
1196,9.966667,-0.723450,1.413970,0.559396
1197,9.975000,-0.723422,1.413951,0.559386
1198,9.983333,-0.723429,1.413961,0.559387
1199,9.991667,-0.723431,1.413953,0.559382
1200,10.000000,-0.723427,1.413953,0.559386
